|dates|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.data|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Orange_NewYork_UnitedStates.NYT_ConfirmedCases.data|Orange_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|62042.0|0|62057.0|0|944.0|0|0.0|100
0|2021-11-30|62183.0|0|62198.0|0|944.0|0|0.0|100
0|2021-12-01|62410.0|0|62425.0|0|944.0|0|0.0|100
0|2021-12-02|62677.0|0|62692.0|0|944.0|0|0.0|100
0|2021-12-03|62994.0|0|63009.0|0|944.0|0|0.0|100
0|2021-12-04|63182.0|0|63197.0|0|944.0|0|0.0|100
0|2021-12-05|63479.0|0|63494.0|0|944.0|0|0.0|100
0|2021-12-06|63609.0|0|63624.0|0|944.0|0|0.0|100
0|2021-12-07|63761.0|0|63776.0|0|945.0|0|0.0|100
0|2021-12-08|64019.0|0|64034.0|0|945.0|0|0.0|100
0|2021-12-09|64278.0|0|64293.0|0|945.0|0|0.0|100
0|2021-12-10|64559.0|0|64574.0|0|960.0|0|0.0|100
0|2021-12-11|64817.0|0|64832.0|0|960.0|0|0.0|100
0|2021-12-12|65072.0|0|65087.0|0|960.0|0|0.0|100
0|2021-12-13|65229.0|0|65244.0|0|960.0|0|0.0|100
0|2021-12-14|65229.0|0|65468.0|0|960.0|0|0.0|100
0|2021-12-15|65729.0|0|65744.0|0|960.0|0|0.0|100
0|2021-12-16|66065.0|0|66080.0|0|960.0|0|0.0|100
0|2021-12-17|66411.0|0|66426.0|0|960.0|0|0.0|100
0|2021-12-18|66794.0|0|66809.0|0|960.0|0|0.0|100
0|2021-12-19|67162.0|0|67177.0|0|960.0|0|0.0|100
0|2021-12-20|67470.0|0|67485.0|0|960.0|0|0.0|100
0|2021-12-21|67754.0|0|67769.0|0|960.0|0|0.0|100
0|2021-12-22|68224.0|0|68239.0|0|960.0|0|0.0|100
0|2021-12-23|69283.0|0|68811.0|0|971.0|0|0.0|100
0|2021-12-24|69512.0|0|69527.0|0|971.0|0|0.0|100
0|2021-12-25|69512.0|0|69527.0|0|971.0|0|0.0|100
0|2021-12-26|70609.0|0|70624.0|0|971.0|0|0.0|100
0|2021-12-27|70926.0|0|70941.0|0|971.0|0|0.0|100
0|2021-12-28|71387.0|0|71402.0|0|971.0|0|0.0|100
0|2021-12-29|72899.0|0|72914.0|0|971.0|0|0.0|100
0|2021-12-30|74497.0|0|74512.0|0|971.0|0|0.0|100
0|2021-12-31|76121.0|0|76136.0|0|971.0|0|0.0|100
0|2022-01-01|76121.0|0|77891.0|0|971.0|0|0.0|100
0|2022-01-02|76121.0|0|79141.0|0|971.0|0|0.0|100
0|2022-01-03|80058.0|0|80073.0|0|971.0|0|0.0|100
0|2022-01-04|81122.0|0|81137.0|0|971.0|0|0.0|100
0|2022-01-05|82989.0|0|82692.0|0|982.0|0|0.0|100
0|2022-01-06|84287.0|0|84302.0|0|982.0|0|0.0|100
0|2022-01-07|85753.0|0|85768.0|0|982.0|0|0.0|100
0|2022-01-08|87890.0|0|87905.0|0|982.0|0|0.0|100
0|2022-01-09|89570.0|0|89585.0|0|982.0|0|0.0|100
0|2022-01-10|90372.0|0|90387.0|0|982.0|0|0.0|100
0|2022-01-11|94410.0|0|91320.0|0|1020.0|0|0.0|100
0|2022-01-12|94410.0|0|92502.0|0|1020.0|0|0.0|100
0|2022-01-13|94410.0|0|94116.0|0|1020.0|0|0.0|100
0|2022-01-14|95200.0|0|95215.0|0|1020.0|0|0.0|100
0|2022-01-15|96264.0|0|96279.0|0|1020.0|0|0.0|100
0|2022-01-16|97245.0|0|97260.0|0|1020.0|0|0.0|100
0|2022-01-17|97731.0|0|0.0|100|1020.0|0|0.0|100
