|dates|Erie_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Erie_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Erie_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.data|Erie_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.missing|Erie_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Erie_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Erie_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Erie_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|466.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|472.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|474.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|474.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|475.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|481.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|481.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|482.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|482.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|483.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|484.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|486.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|488.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|489.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|490.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|490.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|492.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|495.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|498.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|499.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|499.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|499.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|500.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|502.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|507.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|508.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|508.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|513.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|514.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|514.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|516.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|519.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|522.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|527.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|530.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|531.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|531.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|534.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|539.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|539.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|539.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|539.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|541.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|543.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|547.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|550.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|554.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|559.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|560.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|561.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|563.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|566.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|569.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|575.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|579.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|582.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|582.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|584.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|594.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|596.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|596.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|599.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|599.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|599.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|607.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|613.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|617.0|0|0.0|100|0.0|100
