|dates|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.data|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Coryell_Texas_UnitedStates.NYT_ConfirmedCases.data|Coryell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|10899.0|0|10899.0|0|168.0|0|0.0|100
0|2021-12-16|10907.0|0|10907.0|0|168.0|0|0.0|100
0|2021-12-17|10916.0|0|10916.0|0|169.0|0|0.0|100
0|2021-12-18|10928.0|0|10928.0|0|169.0|0|0.0|100
0|2021-12-19|10949.0|0|10949.0|0|169.0|0|0.0|100
0|2021-12-20|10956.0|0|10956.0|0|169.0|0|0.0|100
0|2021-12-21|10963.0|0|10963.0|0|169.0|0|0.0|100
0|2021-12-22|10974.0|0|10974.0|0|169.0|0|0.0|100
0|2021-12-23|10982.0|0|10982.0|0|169.0|0|0.0|100
0|2021-12-24|10982.0|0|10982.0|0|169.0|0|0.0|100
0|2021-12-25|10982.0|0|10982.0|0|169.0|0|0.0|100
0|2021-12-26|10982.0|0|10982.0|0|169.0|0|0.0|100
0|2021-12-27|11057.0|0|11057.0|0|169.0|0|0.0|100
0|2021-12-28|11065.0|0|11065.0|0|169.0|0|0.0|100
0|2021-12-29|11083.0|0|11083.0|0|169.0|0|0.0|100
0|2021-12-30|11088.0|0|11088.0|0|169.0|0|0.0|100
0|2021-12-31|11088.0|0|11088.0|0|169.0|0|0.0|100
0|2022-01-01|11088.0|0|11088.0|0|169.0|0|0.0|100
0|2022-01-02|11088.0|0|11088.0|0|169.0|0|0.0|100
0|2022-01-03|11257.0|0|11257.0|0|170.0|0|0.0|100
0|2022-01-04|11329.0|0|11329.0|0|170.0|0|0.0|100
0|2022-01-05|11385.0|0|11385.0|0|171.0|0|0.0|100
0|2022-01-06|11464.0|0|11464.0|0|172.0|0|0.0|100
0|2022-01-07|11743.0|0|11743.0|0|173.0|0|0.0|100
0|2022-01-08|11832.0|0|11832.0|0|173.0|0|0.0|100
0|2022-01-09|11871.0|0|11871.0|0|173.0|0|0.0|100
0|2022-01-10|12008.0|0|12008.0|0|173.0|0|0.0|100
0|2022-01-11|12176.0|0|12176.0|0|173.0|0|0.0|100
0|2022-01-12|12312.0|0|12312.0|0|173.0|0|0.0|100
0|2022-01-13|12312.0|0|12567.0|0|173.0|0|0.0|100
0|2022-01-14|12567.0|0|14254.0|0|173.0|0|0.0|100
0|2022-01-15|14345.0|0|14345.0|0|173.0|0|0.0|100
0|2022-01-16|14409.0|0|14409.0|0|173.0|0|0.0|100
0|2022-01-17|14671.0|0|0.0|100|173.0|0|0.0|100
