|dates|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.data|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Coryell_Texas_UnitedStates.NYT_ConfirmedCases.data|Coryell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10672.0|0|10672.0|0|154.0|0|0.0|100
0|2021-10-18|10689.0|0|10689.0|0|154.0|0|0.0|100
0|2021-10-19|10700.0|0|10700.0|0|154.0|0|0.0|100
0|2021-10-20|10713.0|0|10713.0|0|154.0|0|0.0|100
0|2021-10-21|10734.0|0|10734.0|0|155.0|0|0.0|100
0|2021-10-22|10740.0|0|10740.0|0|155.0|0|0.0|100
0|2021-10-23|10757.0|0|10757.0|0|155.0|0|0.0|100
0|2021-10-24|10757.0|0|10757.0|0|156.0|0|0.0|100
0|2021-10-25|10769.0|0|10769.0|0|157.0|0|0.0|100
0|2021-10-26|10770.0|0|10770.0|0|159.0|0|0.0|100
0|2021-10-27|10769.0|0|10769.0|0|160.0|0|0.0|100
0|2021-10-28|10769.0|0|10769.0|0|160.0|0|0.0|100
0|2021-10-29|10747.0|0|10747.0|0|160.0|0|0.0|100
0|2021-10-30|10747.0|0|10747.0|0|161.0|0|0.0|100
0|2021-10-31|10747.0|0|10747.0|0|161.0|0|0.0|100
0|2021-11-01|10763.0|0|10763.0|0|161.0|0|0.0|100
0|2021-11-02|10762.0|0|10762.0|0|161.0|0|0.0|100
0|2021-11-03|10766.0|0|10766.0|0|162.0|0|0.0|100
0|2021-11-04|10767.0|0|10767.0|0|162.0|0|0.0|100
0|2021-11-05|10767.0|0|10767.0|0|162.0|0|0.0|100
0|2021-11-06|10758.0|0|10758.0|0|163.0|0|0.0|100
0|2021-11-07|10758.0|0|10758.0|0|163.0|0|0.0|100
0|2021-11-08|10779.0|0|10779.0|0|163.0|0|0.0|100
0|2021-11-09|10776.0|0|10776.0|0|163.0|0|0.0|100
0|2021-11-10|10776.0|0|10776.0|0|163.0|0|0.0|100
0|2021-11-11|10774.0|0|10774.0|0|164.0|0|0.0|100
0|2021-11-12|10778.0|0|10778.0|0|164.0|0|0.0|100
0|2021-11-13|10778.0|0|10778.0|0|164.0|0|0.0|100
0|2021-11-14|10785.0|0|10785.0|0|164.0|0|0.0|100
0|2021-11-15|10785.0|0|10785.0|0|164.0|0|0.0|100
0|2021-11-16|10796.0|0|10796.0|0|164.0|0|0.0|100
0|2021-11-17|10793.0|0|10793.0|0|164.0|0|0.0|100
0|2021-11-18|10792.0|0|10792.0|0|166.0|0|0.0|100
0|2021-11-19|10801.0|0|10801.0|0|166.0|0|0.0|100
0|2021-11-20|10753.0|0|10753.0|0|166.0|0|0.0|100
0|2021-11-21|10753.0|0|10753.0|0|166.0|0|0.0|100
0|2021-11-22|10764.0|0|10764.0|0|166.0|0|0.0|100
0|2021-11-23|10770.0|0|10770.0|0|166.0|0|0.0|100
0|2021-11-24|10769.0|0|10769.0|0|166.0|0|0.0|100
0|2021-11-25|10769.0|0|10769.0|0|166.0|0|0.0|100
0|2021-11-26|10769.0|0|10769.0|0|166.0|0|0.0|100
0|2021-11-27|10769.0|0|10769.0|0|166.0|0|0.0|100
0|2021-11-28|10769.0|0|10769.0|0|166.0|0|0.0|100
0|2021-11-29|10788.0|0|10788.0|0|166.0|0|0.0|100
0|2021-11-30|10797.0|0|10797.0|0|167.0|0|0.0|100
0|2021-12-01|10798.0|0|10798.0|0|167.0|0|0.0|100
0|2021-12-02|10814.0|0|10814.0|0|167.0|0|0.0|100
0|2021-12-03|10817.0|0|10817.0|0|167.0|0|0.0|100
0|2021-12-04|10817.0|0|10825.0|0|167.0|0|0.0|100
0|2021-12-05|10825.0|0|10825.0|0|167.0|0|0.0|100
0|2021-12-06|10828.0|0|10828.0|0|167.0|0|0.0|100
0|2021-12-07|10836.0|0|10836.0|0|168.0|0|0.0|100
0|2021-12-08|10842.0|0|10842.0|0|168.0|0|0.0|100
0|2021-12-09|10847.0|0|10847.0|0|168.0|0|0.0|100
0|2021-12-10|10864.0|0|10864.0|0|168.0|0|0.0|100
0|2021-12-11|10868.0|0|10868.0|0|168.0|0|0.0|100
0|2021-12-12|10883.0|0|10883.0|0|168.0|0|0.0|100
0|2021-12-13|10884.0|0|10884.0|0|168.0|0|0.0|100
0|2021-12-14|10884.0|0|10893.0|0|168.0|0|0.0|100
