|dates|Scott_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Scott_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Scott_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Scott_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Scott_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5066.0|0|5066.0|0|58.0|0|0.0|100
0|2021-10-18|5108.0|0|5108.0|0|58.0|0|0.0|100
0|2021-10-19|5117.0|0|5117.0|0|58.0|0|0.0|100
0|2021-10-20|5148.0|0|5148.0|0|58.0|0|0.0|100
0|2021-10-21|5171.0|0|5171.0|0|58.0|0|0.0|100
0|2021-10-22|5194.0|0|5194.0|0|59.0|0|0.0|100
0|2021-10-23|5194.0|0|5194.0|0|59.0|0|0.0|100
0|2021-10-24|5194.0|0|5194.0|0|59.0|0|0.0|100
0|2021-10-25|5194.0|0|5194.0|0|59.0|0|0.0|100
0|2021-10-26|5231.0|0|5231.0|0|60.0|0|0.0|100
0|2021-10-27|5247.0|0|5247.0|0|60.0|0|0.0|100
0|2021-10-28|5262.0|0|5262.0|0|60.0|0|0.0|100
0|2021-10-29|5293.0|0|5293.0|0|60.0|0|0.0|100
0|2021-10-30|5293.0|0|5293.0|0|60.0|0|0.0|100
0|2021-10-31|5293.0|0|5293.0|0|60.0|0|0.0|100
0|2021-11-01|5293.0|0|5293.0|0|60.0|0|0.0|100
0|2021-11-02|5320.0|0|5320.0|0|60.0|0|0.0|100
0|2021-11-03|5333.0|0|5333.0|0|61.0|0|0.0|100
0|2021-11-04|5346.0|0|5346.0|0|61.0|0|0.0|100
0|2021-11-05|5358.0|0|5358.0|0|61.0|0|0.0|100
0|2021-11-06|5358.0|0|5358.0|0|61.0|0|0.0|100
0|2021-11-07|5358.0|0|5358.0|0|61.0|0|0.0|100
0|2021-11-08|5358.0|0|5358.0|0|61.0|0|0.0|100
0|2021-11-09|5393.0|0|5393.0|0|61.0|0|0.0|100
0|2021-11-10|5415.0|0|5415.0|0|61.0|0|0.0|100
0|2021-11-11|5415.0|0|5415.0|0|61.0|0|0.0|100
0|2021-11-12|5470.0|0|5470.0|0|61.0|0|0.0|100
0|2021-11-13|5470.0|0|5470.0|0|61.0|0|0.0|100
0|2021-11-14|5470.0|0|5470.0|0|61.0|0|0.0|100
0|2021-11-15|5519.0|0|5519.0|0|61.0|0|0.0|100
0|2021-11-16|5535.0|0|5535.0|0|62.0|0|0.0|100
0|2021-11-17|5564.0|0|5564.0|0|62.0|0|0.0|100
0|2021-11-18|5578.0|0|5578.0|0|62.0|0|0.0|100
0|2021-11-19|5608.0|0|5608.0|0|62.0|0|0.0|100
0|2021-11-20|5608.0|0|5608.0|0|62.0|0|0.0|100
0|2021-11-21|5608.0|0|5608.0|0|62.0|0|0.0|100
0|2021-11-22|5634.0|0|5634.0|0|64.0|0|0.0|100
0|2021-11-23|5641.0|0|5641.0|0|65.0|0|0.0|100
0|2021-11-24|5659.0|0|5659.0|0|65.0|0|0.0|100
0|2021-11-25|5659.0|0|5659.0|0|65.0|0|0.0|100
0|2021-11-26|5659.0|0|5659.0|0|65.0|0|0.0|100
0|2021-11-27|5659.0|0|5659.0|0|65.0|0|0.0|100
0|2021-11-28|5659.0|0|5659.0|0|65.0|0|0.0|100
0|2021-11-29|5691.0|0|5691.0|0|66.0|0|0.0|100
0|2021-11-30|5701.0|0|5701.0|0|66.0|0|0.0|100
0|2021-12-01|5716.0|0|5716.0|0|66.0|0|0.0|100
0|2021-12-02|5744.0|0|5744.0|0|66.0|0|0.0|100
0|2021-12-03|5757.0|0|5757.0|0|66.0|0|0.0|100
0|2021-12-04|5757.0|0|5757.0|0|66.0|0|0.0|100
0|2021-12-05|5757.0|0|5757.0|0|66.0|0|0.0|100
0|2021-12-06|5796.0|0|5796.0|0|67.0|0|0.0|100
0|2021-12-07|5805.0|0|5805.0|0|69.0|0|0.0|100
0|2021-12-08|5808.0|0|5808.0|0|69.0|0|0.0|100
0|2021-12-09|5808.0|0|5808.0|0|69.0|0|0.0|100
0|2021-12-10|5826.0|0|5826.0|0|69.0|0|0.0|100
0|2021-12-11|5826.0|0|5826.0|0|69.0|0|0.0|100
0|2021-12-12|5826.0|0|5826.0|0|69.0|0|0.0|100
0|2021-12-13|5858.0|0|5858.0|0|69.0|0|0.0|100
0|2021-12-14|5858.0|0|5860.0|0|69.0|0|0.0|100
0|2021-12-15|5900.0|0|5900.0|0|69.0|0|0.0|100
0|2021-12-16|5919.0|0|5919.0|0|69.0|0|0.0|100
0|2021-12-17|5926.0|0|5926.0|0|70.0|0|0.0|100
0|2021-12-18|5926.0|0|5926.0|0|70.0|0|0.0|100
0|2021-12-19|5926.0|0|5926.0|0|70.0|0|0.0|100
0|2021-12-20|5951.0|0|5951.0|0|71.0|0|0.0|100
0|2021-12-21|5952.0|0|5952.0|0|71.0|0|0.0|100
0|2021-12-22|5972.0|0|5972.0|0|71.0|0|0.0|100
0|2021-12-23|5993.0|0|5993.0|0|86.0|0|0.0|100
0|2021-12-24|5993.0|0|5993.0|0|86.0|0|0.0|100
0|2021-12-25|5993.0|0|5993.0|0|86.0|0|0.0|100
0|2021-12-26|5993.0|0|5993.0|0|86.0|0|0.0|100
0|2021-12-27|6014.0|0|6014.0|0|89.0|0|0.0|100
0|2021-12-28|6021.0|0|6021.0|0|89.0|0|0.0|100
0|2021-12-29|6051.0|0|6051.0|0|89.0|0|0.0|100
0|2021-12-30|6070.0|0|6070.0|0|89.0|0|0.0|100
0|2021-12-31|6070.0|0|6070.0|0|89.0|0|0.0|100
0|2022-01-01|6070.0|0|6070.0|0|89.0|0|0.0|100
0|2022-01-02|6070.0|0|6070.0|0|89.0|0|0.0|100
0|2022-01-03|6136.0|0|6136.0|0|90.0|0|0.0|100
0|2022-01-04|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-05|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-06|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-07|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-08|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-09|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-10|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-11|6147.0|0|6147.0|0|90.0|0|0.0|100
0|2022-01-12|6289.0|0|6289.0|0|90.0|0|0.0|100
0|2022-01-13|6289.0|0|6289.0|0|90.0|0|0.0|100
0|2022-01-14|6289.0|0|6289.0|0|90.0|0|0.0|100
0|2022-01-15|6289.0|0|6289.0|0|90.0|0|0.0|100
0|2022-01-16|6289.0|0|6289.0|0|90.0|0|0.0|100
0|2022-01-17|6289.0|0|0.0|100|90.0|0|0.0|100
