|dates|Floyd_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Floyd_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Floyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|7621.0|0|7621.0|0|134.0|0|0.0|100
0|2021-12-04|7621.0|0|7621.0|0|134.0|0|0.0|100
0|2021-12-05|7621.0|0|7621.0|0|134.0|0|0.0|100
0|2021-12-06|7658.0|0|7658.0|0|136.0|0|0.0|100
0|2021-12-07|7687.0|0|7687.0|0|137.0|0|0.0|100
0|2021-12-08|7709.0|0|7709.0|0|138.0|0|0.0|100
0|2021-12-09|7725.0|0|7725.0|0|138.0|0|0.0|100
0|2021-12-10|7748.0|0|7748.0|0|140.0|0|0.0|100
0|2021-12-11|7748.0|0|7748.0|0|140.0|0|0.0|100
0|2021-12-12|7748.0|0|7748.0|0|140.0|0|0.0|100
0|2021-12-13|7771.0|0|7771.0|0|142.0|0|0.0|100
0|2021-12-14|7771.0|0|7802.0|0|142.0|0|0.0|100
0|2021-12-15|7817.0|0|7817.0|0|142.0|0|0.0|100
0|2021-12-16|7838.0|0|7838.0|0|142.0|0|0.0|100
0|2021-12-17|7859.0|0|7859.0|0|142.0|0|0.0|100
0|2021-12-18|7859.0|0|7859.0|0|142.0|0|0.0|100
0|2021-12-19|7859.0|0|7859.0|0|142.0|0|0.0|100
0|2021-12-20|7899.0|0|7899.0|0|144.0|0|0.0|100
0|2021-12-21|7931.0|0|7931.0|0|144.0|0|0.0|100
0|2021-12-22|7949.0|0|7949.0|0|144.0|0|0.0|100
0|2021-12-23|7949.0|0|7949.0|0|144.0|0|0.0|100
0|2021-12-24|7949.0|0|7949.0|0|144.0|0|0.0|100
0|2021-12-25|7949.0|0|7949.0|0|144.0|0|0.0|100
0|2021-12-26|7949.0|0|7949.0|0|144.0|0|0.0|100
0|2021-12-27|8020.0|0|8020.0|0|146.0|0|0.0|100
0|2021-12-28|8048.0|0|8048.0|0|146.0|0|0.0|100
0|2021-12-29|8078.0|0|8078.0|0|146.0|0|0.0|100
0|2021-12-30|8078.0|0|8078.0|0|146.0|0|0.0|100
0|2021-12-31|8078.0|0|8078.0|0|146.0|0|0.0|100
0|2022-01-01|8078.0|0|8078.0|0|146.0|0|0.0|100
0|2022-01-02|8078.0|0|8078.0|0|146.0|0|0.0|100
0|2022-01-03|8195.0|0|8195.0|0|146.0|0|0.0|100
0|2022-01-04|8237.0|0|8237.0|0|147.0|0|0.0|100
0|2022-01-05|8281.0|0|8281.0|0|147.0|0|0.0|100
0|2022-01-06|8330.0|0|8330.0|0|147.0|0|0.0|100
0|2022-01-07|8397.0|0|8397.0|0|148.0|0|0.0|100
0|2022-01-08|8397.0|0|8397.0|0|148.0|0|0.0|100
0|2022-01-09|8397.0|0|8397.0|0|148.0|0|0.0|100
0|2022-01-10|8439.0|0|8439.0|0|148.0|0|0.0|100
0|2022-01-11|8502.0|0|8502.0|0|148.0|0|0.0|100
0|2022-01-12|8570.0|0|8570.0|0|148.0|0|0.0|100
0|2022-01-13|8570.0|0|8643.0|0|148.0|0|0.0|100
0|2022-01-14|8698.0|0|8698.0|0|150.0|0|0.0|100
0|2022-01-15|8698.0|0|8698.0|0|150.0|0|0.0|100
0|2022-01-16|8698.0|0|8698.0|0|150.0|0|0.0|100
0|2022-01-17|8698.0|0|0.0|100|150.0|0|0.0|100
