|dates|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Roberts_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Roberts_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1509.0|0|1509.0|0|43.0|0|0.0|100
0|2021-10-18|1509.0|0|1513.0|0|43.0|0|0.0|100
0|2021-10-19|1509.0|0|1525.0|0|43.0|0|0.0|100
0|2021-10-20|1530.0|0|1530.0|0|43.0|0|0.0|100
0|2021-10-21|1531.0|0|1531.0|0|43.0|0|0.0|100
0|2021-10-22|1535.0|0|1535.0|0|43.0|0|0.0|100
0|2021-10-23|1535.0|0|1535.0|0|43.0|0|0.0|100
0|2021-10-24|1535.0|0|1535.0|0|43.0|0|0.0|100
0|2021-10-25|1539.0|0|1539.0|0|43.0|0|0.0|100
0|2021-10-26|1545.0|0|1545.0|0|43.0|0|0.0|100
0|2021-10-27|1551.0|0|1551.0|0|43.0|0|0.0|100
0|2021-10-28|1553.0|0|1553.0|0|43.0|0|0.0|100
0|2021-10-29|1560.0|0|1560.0|0|43.0|0|0.0|100
0|2021-10-30|1560.0|0|1560.0|0|43.0|0|0.0|100
0|2021-10-31|1560.0|0|1560.0|0|43.0|0|0.0|100
0|2021-11-01|1562.0|0|1562.0|0|43.0|0|0.0|100
0|2021-11-02|1564.0|0|1564.0|0|43.0|0|0.0|100
0|2021-11-03|1571.0|0|1571.0|0|43.0|0|0.0|100
0|2021-11-04|1575.0|0|1575.0|0|43.0|0|0.0|100
0|2021-11-05|1578.0|0|1578.0|0|43.0|0|0.0|100
0|2021-11-06|1578.0|0|1578.0|0|43.0|0|0.0|100
0|2021-11-07|1578.0|0|1578.0|0|43.0|0|0.0|100
0|2021-11-08|1581.0|0|1581.0|0|43.0|0|0.0|100
0|2021-11-09|1590.0|0|1590.0|0|43.0|0|0.0|100
0|2021-11-10|1594.0|0|1594.0|0|44.0|0|0.0|100
0|2021-11-11|1594.0|0|1594.0|0|44.0|0|0.0|100
0|2021-11-12|1595.0|0|1595.0|0|44.0|0|0.0|100
0|2021-11-13|1595.0|0|1595.0|0|44.0|0|0.0|100
0|2021-11-14|1595.0|0|1595.0|0|44.0|0|0.0|100
0|2021-11-15|1599.0|0|1599.0|0|44.0|0|0.0|100
0|2021-11-16|1609.0|0|1609.0|0|44.0|0|0.0|100
0|2021-11-17|1611.0|0|1611.0|0|44.0|0|0.0|100
0|2021-11-18|1615.0|0|1615.0|0|45.0|0|0.0|100
0|2021-11-19|1621.0|0|1621.0|0|45.0|0|0.0|100
0|2021-11-20|1621.0|0|1621.0|0|45.0|0|0.0|100
0|2021-11-21|1621.0|0|1621.0|0|45.0|0|0.0|100
0|2021-11-22|1624.0|0|1624.0|0|45.0|0|0.0|100
0|2021-11-23|1632.0|0|1632.0|0|45.0|0|0.0|100
0|2021-11-24|1636.0|0|1636.0|0|45.0|0|0.0|100
0|2021-11-25|1636.0|0|1636.0|0|45.0|0|0.0|100
0|2021-11-26|1636.0|0|1636.0|0|45.0|0|0.0|100
0|2021-11-27|1636.0|0|1636.0|0|45.0|0|0.0|100
0|2021-11-28|1636.0|0|1636.0|0|45.0|0|0.0|100
0|2021-11-29|1646.0|0|1646.0|0|45.0|0|0.0|100
0|2021-11-30|1664.0|0|1664.0|0|45.0|0|0.0|100
0|2021-12-01|1669.0|0|1669.0|0|45.0|0|0.0|100
0|2021-12-02|1674.0|0|1674.0|0|45.0|0|0.0|100
0|2021-12-03|1682.0|0|1682.0|0|45.0|0|0.0|100
0|2021-12-04|1682.0|0|1682.0|0|45.0|0|0.0|100
0|2021-12-05|1682.0|0|1682.0|0|45.0|0|0.0|100
0|2021-12-06|1684.0|0|1684.0|0|45.0|0|0.0|100
0|2021-12-07|1686.0|0|1686.0|0|45.0|0|0.0|100
0|2021-12-08|1689.0|0|1689.0|0|45.0|0|0.0|100
0|2021-12-09|1691.0|0|1691.0|0|45.0|0|0.0|100
0|2021-12-10|1698.0|0|1698.0|0|45.0|0|0.0|100
0|2021-12-11|1698.0|0|1698.0|0|45.0|0|0.0|100
0|2021-12-12|1698.0|0|1698.0|0|45.0|0|0.0|100
0|2021-12-13|1699.0|0|1699.0|0|45.0|0|0.0|100
0|2021-12-14|1699.0|0|1704.0|0|45.0|0|0.0|100
0|2021-12-15|1704.0|0|1704.0|0|45.0|0|0.0|100
0|2021-12-16|1707.0|0|1707.0|0|45.0|0|0.0|100
0|2021-12-17|1709.0|0|1709.0|0|45.0|0|0.0|100
0|2021-12-18|1709.0|0|1709.0|0|45.0|0|0.0|100
0|2021-12-19|1709.0|0|1709.0|0|45.0|0|0.0|100
0|2021-12-20|1711.0|0|1711.0|0|45.0|0|0.0|100
0|2021-12-21|1723.0|0|1723.0|0|45.0|0|0.0|100
0|2021-12-22|1729.0|0|1729.0|0|45.0|0|0.0|100
0|2021-12-23|1735.0|0|1735.0|0|45.0|0|0.0|100
0|2021-12-24|1735.0|0|1735.0|0|45.0|0|0.0|100
0|2021-12-25|1735.0|0|1735.0|0|45.0|0|0.0|100
0|2021-12-26|1735.0|0|1735.0|0|45.0|0|0.0|100
0|2021-12-27|1737.0|0|1737.0|0|45.0|0|0.0|100
0|2021-12-28|1754.0|0|1754.0|0|45.0|0|0.0|100
0|2021-12-29|1763.0|0|1763.0|0|45.0|0|0.0|100
0|2021-12-30|1769.0|0|1769.0|0|45.0|0|0.0|100
0|2021-12-31|1769.0|0|1769.0|0|45.0|0|0.0|100
0|2022-01-01|1769.0|0|1769.0|0|45.0|0|0.0|100
0|2022-01-02|1769.0|0|1769.0|0|45.0|0|0.0|100
0|2022-01-03|1775.0|0|1775.0|0|45.0|0|0.0|100
0|2022-01-04|1808.0|0|1808.0|0|45.0|0|0.0|100
0|2022-01-05|1847.0|0|1847.0|0|45.0|0|0.0|100
0|2022-01-06|1869.0|0|1869.0|0|45.0|0|0.0|100
0|2022-01-07|1880.0|0|1880.0|0|45.0|0|0.0|100
0|2022-01-08|1880.0|0|1880.0|0|45.0|0|0.0|100
0|2022-01-09|1880.0|0|1880.0|0|45.0|0|0.0|100
0|2022-01-10|1901.0|0|1901.0|0|45.0|0|0.0|100
0|2022-01-11|1948.0|0|1948.0|0|45.0|0|0.0|100
0|2022-01-12|1975.0|0|1975.0|0|45.0|0|0.0|100
0|2022-01-13|1975.0|0|1992.0|0|45.0|0|0.0|100
0|2022-01-14|1992.0|0|2012.0|0|45.0|0|0.0|100
0|2022-01-15|2012.0|0|2012.0|0|45.0|0|0.0|100
0|2022-01-16|2012.0|0|2012.0|0|45.0|0|0.0|100
0|2022-01-17|2012.0|0|0.0|100|45.0|0|0.0|100
