|dates|Caldwell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Caldwell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Caldwell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Caldwell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|14514.0|0|14514.0|0|231.0|0|0.0|100
0|2021-12-23|14514.0|0|14514.0|0|231.0|0|0.0|100
0|2021-12-24|14514.0|0|14514.0|0|231.0|0|0.0|100
0|2021-12-25|14514.0|0|14514.0|0|231.0|0|0.0|100
0|2021-12-26|14514.0|0|14514.0|0|231.0|0|0.0|100
0|2021-12-27|14514.0|0|14514.0|0|231.0|0|0.0|100
0|2021-12-28|14717.0|0|14717.0|0|231.0|0|0.0|100
0|2021-12-29|14785.0|0|14785.0|0|231.0|0|0.0|100
0|2021-12-30|14896.0|0|14896.0|0|231.0|0|0.0|100
0|2021-12-31|14896.0|0|15010.0|0|231.0|0|0.0|100
0|2022-01-01|14896.0|0|15010.0|0|231.0|0|0.0|100
0|2022-01-02|14896.0|0|15010.0|0|231.0|0|0.0|100
0|2022-01-03|15250.0|0|15250.0|0|232.0|0|0.0|100
0|2022-01-04|15300.0|0|15300.0|0|232.0|0|0.0|100
0|2022-01-05|15454.0|0|15454.0|0|233.0|0|0.0|100
0|2022-01-06|15647.0|0|15647.0|0|233.0|0|0.0|100
0|2022-01-07|15776.0|0|15776.0|0|233.0|0|0.0|100
0|2022-01-08|15776.0|0|15776.0|0|233.0|0|0.0|100
0|2022-01-09|15776.0|0|15776.0|0|233.0|0|0.0|100
0|2022-01-10|16202.0|0|16202.0|0|233.0|0|0.0|100
0|2022-01-11|16357.0|0|16357.0|0|233.0|0|0.0|100
0|2022-01-12|16524.0|0|16524.0|0|232.0|0|0.0|100
0|2022-01-13|16524.0|0|16740.0|0|232.0|0|0.0|100
0|2022-01-14|17018.0|0|17018.0|0|232.0|0|0.0|100
0|2022-01-15|17018.0|0|17018.0|0|232.0|0|0.0|100
0|2022-01-16|17018.0|0|17018.0|0|232.0|0|0.0|100
0|2022-01-17|17018.0|0|0.0|100|232.0|0|0.0|100
