|dates|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.data|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hernando_Florida_UnitedStates.NYT_ConfirmedCases.data|Hernando_Florida_UnitedStates.NYT_ConfirmedCases.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|28744.0|0|28630.0|0|482.0|0|0.0|100
0|2021-11-15|28744.0|0|28630.0|0|482.0|0|0.0|100
0|2021-11-16|28744.0|0|28630.0|0|482.0|0|0.0|100
0|2021-11-17|28744.0|0|28630.0|0|482.0|0|0.0|100
0|2021-11-18|28744.0|0|28630.0|0|482.0|0|0.0|100
0|2021-11-19|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-20|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-21|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-22|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-23|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-24|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-25|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-26|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-27|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-28|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-29|28783.0|0|28669.0|0|482.0|0|0.0|100
0|2021-11-30|28837.0|0|28723.0|0|482.0|0|0.0|100
0|2021-12-01|28837.0|0|28723.0|0|482.0|0|0.0|100
0|2021-12-02|28837.0|0|28723.0|0|482.0|0|0.0|100
0|2021-12-03|28899.0|0|28785.0|0|482.0|0|0.0|100
0|2021-12-04|28899.0|0|28785.0|0|482.0|0|0.0|100
0|2021-12-05|28899.0|0|28785.0|0|482.0|0|0.0|100
0|2021-12-06|28899.0|0|28785.0|0|482.0|0|0.0|100
0|2021-12-07|28899.0|0|28785.0|0|482.0|0|0.0|100
0|2021-12-08|28899.0|0|28785.0|0|482.0|0|0.0|100
0|2021-12-09|28899.0|0|28785.0|0|482.0|0|0.0|100
0|2021-12-10|28990.0|0|28876.0|0|482.0|0|0.0|100
0|2021-12-11|28990.0|0|28876.0|0|482.0|0|0.0|100
0|2021-12-12|28990.0|0|28876.0|0|482.0|0|0.0|100
0|2021-12-13|28990.0|0|28876.0|0|482.0|0|0.0|100
0|2021-12-14|28990.0|0|28876.0|0|482.0|0|0.0|100
0|2021-12-15|28990.0|0|28876.0|0|482.0|0|0.0|100
0|2021-12-16|28990.0|0|28876.0|0|482.0|0|0.0|100
0|2021-12-17|29084.0|0|28970.0|0|482.0|0|0.0|100
0|2021-12-18|29084.0|0|28970.0|0|482.0|0|0.0|100
0|2021-12-19|29084.0|0|28970.0|0|482.0|0|0.0|100
0|2021-12-20|29084.0|0|28970.0|0|482.0|0|0.0|100
0|2021-12-21|29084.0|0|28970.0|0|482.0|0|0.0|100
0|2021-12-22|29084.0|0|28970.0|0|482.0|0|0.0|100
0|2021-12-23|29084.0|0|28970.0|0|482.0|0|0.0|100
0|2021-12-24|29084.0|0|29215.0|0|482.0|0|0.0|100
0|2021-12-25|29329.0|0|29215.0|0|482.0|0|0.0|100
0|2021-12-26|29329.0|0|29215.0|0|482.0|0|0.0|100
0|2021-12-27|29329.0|0|29215.0|0|482.0|0|0.0|100
0|2021-12-28|29329.0|0|29215.0|0|482.0|0|0.0|100
0|2021-12-29|29329.0|0|29215.0|0|482.0|0|0.0|100
0|2021-12-30|29329.0|0|29215.0|0|482.0|0|0.0|100
0|2021-12-31|30211.0|0|30097.0|0|482.0|0|0.0|100
0|2022-01-01|30211.0|0|30097.0|0|482.0|0|0.0|100
0|2022-01-02|30211.0|0|30097.0|0|482.0|0|0.0|100
0|2022-01-03|30211.0|0|30097.0|0|482.0|0|0.0|100
0|2022-01-04|30211.0|0|30097.0|0|482.0|0|0.0|100
0|2022-01-05|30211.0|0|30097.0|0|482.0|0|0.0|100
0|2022-01-06|30211.0|0|30097.0|0|482.0|0|0.0|100
0|2022-01-07|31817.0|0|31703.0|0|482.0|0|0.0|100
0|2022-01-08|31817.0|0|31703.0|0|482.0|0|0.0|100
0|2022-01-09|31817.0|0|31703.0|0|482.0|0|0.0|100
0|2022-01-10|31817.0|0|31703.0|0|482.0|0|0.0|100
0|2022-01-11|31817.0|0|31703.0|0|482.0|0|0.0|100
0|2022-01-12|31817.0|0|31703.0|0|935.0|0|0.0|100
0|2022-01-13|31817.0|0|31703.0|0|935.0|0|0.0|100
0|2022-01-14|31817.0|0|34314.0|0|935.0|0|0.0|100
0|2022-01-15|34428.0|0|34314.0|0|935.0|0|0.0|100
0|2022-01-16|34428.0|0|34314.0|0|935.0|0|0.0|100
0|2022-01-17|34428.0|0|0.0|100|935.0|0|0.0|100
