|dates|Greenup_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Greenup_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Greenup_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Greenup_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Greenup_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|7218.0|0|7244.0|0|103.0|0|0.0|100
0|2021-12-15|7273.0|0|7273.0|0|103.0|0|0.0|100
0|2021-12-16|7318.0|0|7318.0|0|103.0|0|0.0|100
0|2021-12-17|7333.0|0|7333.0|0|103.0|0|0.0|100
0|2021-12-18|7333.0|0|7333.0|0|103.0|0|0.0|100
0|2021-12-19|7333.0|0|7333.0|0|103.0|0|0.0|100
0|2021-12-20|7393.0|0|7393.0|0|104.0|0|0.0|100
0|2021-12-21|7414.0|0|7414.0|0|105.0|0|0.0|100
0|2021-12-22|7440.0|0|7440.0|0|108.0|0|0.0|100
0|2021-12-23|7440.0|0|7440.0|0|108.0|0|0.0|100
0|2021-12-24|7440.0|0|7440.0|0|108.0|0|0.0|100
0|2021-12-25|7440.0|0|7440.0|0|108.0|0|0.0|100
0|2021-12-26|7440.0|0|7440.0|0|108.0|0|0.0|100
0|2021-12-27|7519.0|0|7519.0|0|109.0|0|0.0|100
0|2021-12-28|7547.0|0|7547.0|0|110.0|0|0.0|100
0|2021-12-29|7618.0|0|7618.0|0|110.0|0|0.0|100
0|2021-12-30|7618.0|0|7618.0|0|110.0|0|0.0|100
0|2021-12-31|7618.0|0|7618.0|0|110.0|0|0.0|100
0|2022-01-01|7618.0|0|7618.0|0|110.0|0|0.0|100
0|2022-01-02|7618.0|0|7618.0|0|110.0|0|0.0|100
0|2022-01-03|7795.0|0|7795.0|0|110.0|0|0.0|100
0|2022-01-04|7879.0|0|7879.0|0|110.0|0|0.0|100
0|2022-01-05|7942.0|0|7942.0|0|110.0|0|0.0|100
0|2022-01-06|8041.0|0|8041.0|0|110.0|0|0.0|100
0|2022-01-07|8150.0|0|8150.0|0|110.0|0|0.0|100
0|2022-01-08|8150.0|0|8150.0|0|110.0|0|0.0|100
0|2022-01-09|8150.0|0|8150.0|0|110.0|0|0.0|100
0|2022-01-10|8227.0|0|8227.0|0|110.0|0|0.0|100
0|2022-01-11|8346.0|0|8346.0|0|110.0|0|0.0|100
0|2022-01-12|8497.0|0|8497.0|0|110.0|0|0.0|100
0|2022-01-13|8497.0|0|8589.0|0|110.0|0|0.0|100
0|2022-01-14|8737.0|0|8737.0|0|112.0|0|0.0|100
0|2022-01-15|8737.0|0|8737.0|0|112.0|0|0.0|100
0|2022-01-16|8737.0|0|8737.0|0|112.0|0|0.0|100
0|2022-01-17|8737.0|0|0.0|100|112.0|0|0.0|100
