|dates|Greenup_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Greenup_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Greenup_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Greenup_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Greenup_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6196.0|0|6196.0|0|78.0|0|0.0|100
0|2021-10-18|6240.0|0|6240.0|0|79.0|0|0.0|100
0|2021-10-19|6252.0|0|6252.0|0|79.0|0|0.0|100
0|2021-10-20|6270.0|0|6270.0|0|79.0|0|0.0|100
0|2021-10-21|6289.0|0|6289.0|0|79.0|0|0.0|100
0|2021-10-22|6302.0|0|6302.0|0|79.0|0|0.0|100
0|2021-10-23|6302.0|0|6302.0|0|79.0|0|0.0|100
0|2021-10-24|6302.0|0|6302.0|0|79.0|0|0.0|100
0|2021-10-25|6328.0|0|6328.0|0|79.0|0|0.0|100
0|2021-10-26|6356.0|0|6356.0|0|81.0|0|0.0|100
0|2021-10-27|6375.0|0|6375.0|0|81.0|0|0.0|100
0|2021-10-28|6383.0|0|6383.0|0|81.0|0|0.0|100
0|2021-10-29|6402.0|0|6402.0|0|81.0|0|0.0|100
0|2021-10-30|6402.0|0|6402.0|0|81.0|0|0.0|100
0|2021-10-31|6402.0|0|6402.0|0|81.0|0|0.0|100
0|2021-11-01|6434.0|0|6434.0|0|81.0|0|0.0|100
0|2021-11-02|6443.0|0|6443.0|0|81.0|0|0.0|100
0|2021-11-03|6462.0|0|6462.0|0|81.0|0|0.0|100
0|2021-11-04|6495.0|0|6495.0|0|81.0|0|0.0|100
0|2021-11-05|6508.0|0|6508.0|0|81.0|0|0.0|100
0|2021-11-06|6508.0|0|6508.0|0|81.0|0|0.0|100
0|2021-11-07|6508.0|0|6508.0|0|81.0|0|0.0|100
0|2021-11-08|6541.0|0|6541.0|0|81.0|0|0.0|100
0|2021-11-09|6549.0|0|6549.0|0|81.0|0|0.0|100
0|2021-11-10|6549.0|0|6571.0|0|81.0|0|0.0|100
0|2021-11-11|6571.0|0|6571.0|0|81.0|0|0.0|100
0|2021-11-12|6596.0|0|6596.0|0|81.0|0|0.0|100
0|2021-11-13|6596.0|0|6596.0|0|81.0|0|0.0|100
0|2021-11-14|6596.0|0|6596.0|0|81.0|0|0.0|100
0|2021-11-15|6635.0|0|6635.0|0|82.0|0|0.0|100
0|2021-11-16|6645.0|0|6645.0|0|84.0|0|0.0|100
0|2021-11-17|6664.0|0|6664.0|0|84.0|0|0.0|100
0|2021-11-18|6684.0|0|6684.0|0|84.0|0|0.0|100
0|2021-11-19|6705.0|0|6705.0|0|88.0|0|0.0|100
0|2021-11-20|6705.0|0|6705.0|0|88.0|0|0.0|100
0|2021-11-21|6705.0|0|6705.0|0|88.0|0|0.0|100
0|2021-11-22|6757.0|0|6757.0|0|91.0|0|0.0|100
0|2021-11-23|6762.0|0|6762.0|0|93.0|0|0.0|100
0|2021-11-24|6780.0|0|6780.0|0|93.0|0|0.0|100
0|2021-11-25|6780.0|0|6780.0|0|93.0|0|0.0|100
0|2021-11-26|6780.0|0|6780.0|0|93.0|0|0.0|100
0|2021-11-27|6780.0|0|6780.0|0|93.0|0|0.0|100
0|2021-11-28|6780.0|0|6780.0|0|93.0|0|0.0|100
0|2021-11-29|6858.0|0|6858.0|0|93.0|0|0.0|100
0|2021-11-30|6890.0|0|6890.0|0|93.0|0|0.0|100
0|2021-12-01|6940.0|0|6940.0|0|94.0|0|0.0|100
0|2021-12-02|6940.0|0|6976.0|0|94.0|0|0.0|100
0|2021-12-03|7002.0|0|7002.0|0|94.0|0|0.0|100
0|2021-12-04|7002.0|0|7002.0|0|94.0|0|0.0|100
0|2021-12-05|7002.0|0|7002.0|0|94.0|0|0.0|100
0|2021-12-06|7071.0|0|7071.0|0|97.0|0|0.0|100
0|2021-12-07|7081.0|0|7081.0|0|99.0|0|0.0|100
0|2021-12-08|7109.0|0|7109.0|0|100.0|0|0.0|100
0|2021-12-09|7131.0|0|7131.0|0|101.0|0|0.0|100
0|2021-12-10|7156.0|0|7156.0|0|102.0|0|0.0|100
0|2021-12-11|7156.0|0|7156.0|0|102.0|0|0.0|100
0|2021-12-12|7156.0|0|7156.0|0|102.0|0|0.0|100
0|2021-12-13|7218.0|0|7218.0|0|103.0|0|0.0|100
