|dates|Polk_Oregon_UnitedStates.JHU_ConfirmedCases.data|Polk_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Polk_Oregon_UnitedStates.NYT_ConfirmedCases.data|Polk_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Polk_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|8569.0|0|8569.0|0|109.0|0|0.0|100
0|2021-12-17|8591.0|0|8591.0|0|109.0|0|0.0|100
0|2021-12-18|8591.0|0|8591.0|0|109.0|0|0.0|100
0|2021-12-19|8591.0|0|8591.0|0|109.0|0|0.0|100
0|2021-12-20|8608.0|0|8608.0|0|109.0|0|0.0|100
0|2021-12-21|8630.0|0|8630.0|0|109.0|0|0.0|100
0|2021-12-22|8652.0|0|8652.0|0|109.0|0|0.0|100
0|2021-12-23|8680.0|0|8680.0|0|110.0|0|0.0|100
0|2021-12-24|8680.0|0|8680.0|0|110.0|0|0.0|100
0|2021-12-25|8680.0|0|8680.0|0|110.0|0|0.0|100
0|2021-12-26|8680.0|0|8680.0|0|110.0|0|0.0|100
0|2021-12-27|8703.0|0|8703.0|0|110.0|0|0.0|100
0|2021-12-28|8777.0|0|8777.0|0|110.0|0|0.0|100
0|2021-12-29|8817.0|0|8817.0|0|111.0|0|0.0|100
0|2021-12-30|8857.0|0|8857.0|0|111.0|0|0.0|100
0|2021-12-31|8857.0|0|8857.0|0|111.0|0|0.0|100
0|2022-01-01|8857.0|0|8857.0|0|111.0|0|0.0|100
0|2022-01-02|8857.0|0|8857.0|0|111.0|0|0.0|100
0|2022-01-03|8924.0|0|8924.0|0|111.0|0|0.0|100
0|2022-01-04|9045.0|0|9045.0|0|111.0|0|0.0|100
0|2022-01-05|9140.0|0|9140.0|0|112.0|0|0.0|100
0|2022-01-06|9416.0|0|9416.0|0|112.0|0|0.0|100
0|2022-01-07|9601.0|0|9601.0|0|112.0|0|0.0|100
0|2022-01-08|9601.0|0|9601.0|0|112.0|0|0.0|100
0|2022-01-09|9601.0|0|9601.0|0|112.0|0|0.0|100
0|2022-01-10|9867.0|0|9867.0|0|112.0|0|0.0|100
0|2022-01-11|10009.0|0|10009.0|0|112.0|0|0.0|100
0|2022-01-12|10221.0|0|10221.0|0|112.0|0|0.0|100
0|2022-01-13|10221.0|0|10443.0|0|112.0|0|0.0|100
0|2022-01-14|10651.0|0|10651.0|0|112.0|0|0.0|100
0|2022-01-15|10651.0|0|10651.0|0|112.0|0|0.0|100
0|2022-01-16|10651.0|0|10651.0|0|112.0|0|0.0|100
0|2022-01-17|10651.0|0|0.0|100|112.0|0|0.0|100
