|dates|Nassau_NewYork_UnitedStates.JHU_ConfirmedCases.data|Nassau_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Nassau_NewYork_UnitedStates.NYT_ConfirmedCases.data|Nassau_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Nassau_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Nassau_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Nassau_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Nassau_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|268422.0|0|268422.0|0|3378.0|0|0.0|100
0|2021-12-27|270952.0|0|270952.0|0|3387.0|0|0.0|100
0|2021-12-28|274475.0|0|274475.0|0|3391.0|0|0.0|100
0|2021-12-29|280443.0|0|280443.0|0|3394.0|0|0.0|100
0|2021-12-30|287304.0|0|287304.0|0|3398.0|0|0.0|100
0|2021-12-31|294650.0|0|294650.0|0|3405.0|0|0.0|100
0|2022-01-01|294650.0|0|302366.0|0|3412.0|0|0.0|100
0|2022-01-02|294650.0|0|308406.0|0|3417.0|0|0.0|100
0|2022-01-03|313601.0|0|313601.0|0|3422.0|0|0.0|100
0|2022-01-04|317907.0|0|317907.0|0|3427.0|0|0.0|100
0|2022-01-05|323887.0|0|323887.0|0|3430.0|0|0.0|100
0|2022-01-06|330870.0|0|330870.0|0|3435.0|0|0.0|100
0|2022-01-07|336980.0|0|336980.0|0|3450.0|0|0.0|100
0|2022-01-08|343597.0|0|343597.0|0|3461.0|0|0.0|100
0|2022-01-09|350265.0|0|350265.0|0|3472.0|0|0.0|100
0|2022-01-10|354032.0|0|354032.0|0|3482.0|0|0.0|100
0|2022-01-11|357439.0|0|357439.0|0|3496.0|0|0.0|100
0|2022-01-12|361426.0|0|361426.0|0|3505.0|0|0.0|100
0|2022-01-13|361426.0|0|365524.0|0|3505.0|0|0.0|100
0|2022-01-14|368719.0|0|368719.0|0|3534.0|0|0.0|100
0|2022-01-15|371873.0|0|371873.0|0|3548.0|0|0.0|100
0|2022-01-16|374615.0|0|374615.0|0|3558.0|0|0.0|100
0|2022-01-17|376298.0|0|0.0|100|3576.0|0|0.0|100
