|dates|Kennebec_Maine_UnitedStates.JHU_ConfirmedCases.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedCases.missing|Kennebec_Maine_UnitedStates.NYT_ConfirmedCases.data|Kennebec_Maine_UnitedStates.NYT_ConfirmedCases.missing|Kennebec_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Kennebec_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9299.0|0|9299.0|0|100.0|0|0.0|100
0|2021-10-18|9299.0|0|9299.0|0|100.0|0|0.0|100
0|2021-10-19|9413.0|0|9413.0|0|100.0|0|0.0|100
0|2021-10-20|9470.0|0|9470.0|0|101.0|0|0.0|100
0|2021-10-21|9537.0|0|9537.0|0|101.0|0|0.0|100
0|2021-10-22|9592.0|0|9592.0|0|101.0|0|0.0|100
0|2021-10-23|9636.0|0|9636.0|0|102.0|0|0.0|100
0|2021-10-24|9636.0|0|9636.0|0|102.0|0|0.0|100
0|2021-10-25|9636.0|0|9636.0|0|102.0|0|0.0|100
0|2021-10-26|9720.0|0|9720.0|0|102.0|0|0.0|100
0|2021-10-27|9763.0|0|9763.0|0|103.0|0|0.0|100
0|2021-10-28|9810.0|0|9810.0|0|103.0|0|0.0|100
0|2021-10-29|9873.0|0|9873.0|0|103.0|0|0.0|100
0|2021-10-30|9939.0|0|9939.0|0|103.0|0|0.0|100
0|2021-10-31|9939.0|0|9939.0|0|103.0|0|0.0|100
0|2021-11-01|9939.0|0|9939.0|0|103.0|0|0.0|100
0|2021-11-02|10063.0|0|10063.0|0|106.0|0|0.0|100
0|2021-11-03|10135.0|0|10135.0|0|106.0|0|0.0|100
0|2021-11-04|10196.0|0|10196.0|0|106.0|0|0.0|100
0|2021-11-05|10269.0|0|10269.0|0|106.0|0|0.0|100
0|2021-11-06|10350.0|0|10350.0|0|107.0|0|0.0|100
0|2021-11-07|10350.0|0|10350.0|0|107.0|0|0.0|100
0|2021-11-08|10350.0|0|10350.0|0|107.0|0|0.0|100
0|2021-11-09|10464.0|0|10464.0|0|109.0|0|0.0|100
0|2021-11-10|10464.0|0|10641.0|0|109.0|0|0.0|100
0|2021-11-11|10733.0|0|10733.0|0|110.0|0|0.0|100
0|2021-11-12|10733.0|0|10733.0|0|110.0|0|0.0|100
0|2021-11-13|10792.0|0|10792.0|0|110.0|0|0.0|100
0|2021-11-14|10792.0|0|10792.0|0|110.0|0|0.0|100
0|2021-11-15|10792.0|0|10792.0|0|110.0|0|0.0|100
0|2021-11-16|10905.0|0|10905.0|0|111.0|0|0.0|100
0|2021-11-17|11032.0|0|11032.0|0|111.0|0|0.0|100
0|2021-11-18|11117.0|0|11117.0|0|111.0|0|0.0|100
0|2021-11-19|11177.0|0|11177.0|0|113.0|0|0.0|100
0|2021-11-20|11252.0|0|11252.0|0|113.0|0|0.0|100
0|2021-11-21|11252.0|0|11252.0|0|113.0|0|0.0|100
0|2021-11-22|11252.0|0|11252.0|0|113.0|0|0.0|100
0|2021-11-23|11382.0|0|11382.0|0|118.0|0|0.0|100
0|2021-11-24|11482.0|0|11482.0|0|120.0|0|0.0|100
0|2021-11-25|11591.0|0|11591.0|0|120.0|0|0.0|100
0|2021-11-26|11591.0|0|11591.0|0|120.0|0|0.0|100
