|dates|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedCases.data|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|DeBaca_NewMexico_UnitedStates.NYT_ConfirmedCases.data|DeBaca_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|229.0|0|229.0|0|3.0|0|0.0|100
0|2021-10-18|231.0|0|231.0|0|3.0|0|0.0|100
0|2021-10-19|235.0|0|235.0|0|3.0|0|0.0|100
0|2021-10-20|235.0|0|235.0|0|3.0|0|0.0|100
0|2021-10-21|235.0|0|235.0|0|3.0|0|0.0|100
0|2021-10-22|236.0|0|236.0|0|3.0|0|0.0|100
0|2021-10-23|236.0|0|236.0|0|3.0|0|0.0|100
0|2021-10-24|236.0|0|236.0|0|3.0|0|0.0|100
0|2021-10-25|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-10-26|238.0|0|238.0|0|3.0|0|0.0|100
0|2021-10-27|241.0|0|241.0|0|3.0|0|0.0|100
0|2021-10-28|244.0|0|244.0|0|3.0|0|0.0|100
0|2021-10-29|249.0|0|249.0|0|3.0|0|0.0|100
0|2021-10-30|249.0|0|249.0|0|3.0|0|0.0|100
0|2021-10-31|249.0|0|249.0|0|3.0|0|0.0|100
0|2021-11-01|253.0|0|253.0|0|3.0|0|0.0|100
0|2021-11-02|255.0|0|255.0|0|3.0|0|0.0|100
0|2021-11-03|257.0|0|257.0|0|3.0|0|0.0|100
0|2021-11-04|264.0|0|264.0|0|3.0|0|0.0|100
0|2021-11-05|276.0|0|276.0|0|3.0|0|0.0|100
0|2021-11-06|276.0|0|276.0|0|3.0|0|0.0|100
0|2021-11-07|276.0|0|276.0|0|3.0|0|0.0|100
0|2021-11-08|276.0|0|276.0|0|3.0|0|0.0|100
0|2021-11-09|280.0|0|280.0|0|3.0|0|0.0|100
0|2021-11-10|280.0|0|284.0|0|3.0|0|0.0|100
0|2021-11-11|284.0|0|284.0|0|3.0|0|0.0|100
0|2021-11-12|289.0|0|289.0|0|3.0|0|0.0|100
0|2021-11-13|289.0|0|289.0|0|3.0|0|0.0|100
0|2021-11-14|289.0|0|289.0|0|3.0|0|0.0|100
0|2021-11-15|296.0|0|296.0|0|3.0|0|0.0|100
0|2021-11-16|301.0|0|301.0|0|3.0|0|0.0|100
0|2021-11-17|305.0|0|305.0|0|3.0|0|0.0|100
0|2021-11-18|305.0|0|305.0|0|3.0|0|0.0|100
0|2021-11-19|305.0|0|305.0|0|3.0|0|0.0|100
0|2021-11-20|305.0|0|305.0|0|3.0|0|0.0|100
0|2021-11-21|305.0|0|305.0|0|3.0|0|0.0|100
0|2021-11-22|310.0|0|310.0|0|3.0|0|0.0|100
0|2021-11-23|314.0|0|314.0|0|3.0|0|0.0|100
0|2021-11-24|318.0|0|318.0|0|3.0|0|0.0|100
0|2021-11-25|318.0|0|318.0|0|3.0|0|0.0|100
0|2021-11-26|318.0|0|318.0|0|3.0|0|0.0|100
0|2021-11-27|318.0|0|318.0|0|3.0|0|0.0|100
0|2021-11-28|318.0|0|318.0|0|3.0|0|0.0|100
0|2021-11-29|321.0|0|321.0|0|3.0|0|0.0|100
0|2021-11-30|327.0|0|327.0|0|3.0|0|0.0|100
0|2021-12-01|330.0|0|330.0|0|3.0|0|0.0|100
0|2021-12-02|336.0|0|336.0|0|3.0|0|0.0|100
0|2021-12-03|336.0|0|337.0|0|3.0|0|0.0|100
0|2021-12-04|337.0|0|337.0|0|3.0|0|0.0|100
0|2021-12-05|337.0|0|337.0|0|3.0|0|0.0|100
0|2021-12-06|341.0|0|341.0|0|3.0|0|0.0|100
0|2021-12-07|348.0|0|348.0|0|3.0|0|0.0|100
0|2021-12-08|358.0|0|358.0|0|3.0|0|0.0|100
0|2021-12-09|363.0|0|363.0|0|3.0|0|0.0|100
0|2021-12-10|370.0|0|367.0|0|3.0|0|0.0|100
0|2021-12-11|370.0|0|370.0|0|3.0|0|0.0|100
0|2021-12-12|370.0|0|370.0|0|3.0|0|0.0|100
0|2021-12-13|373.0|0|373.0|0|3.0|0|0.0|100
0|2021-12-14|373.0|0|374.0|0|3.0|0|0.0|100
0|2021-12-15|375.0|0|375.0|0|3.0|0|0.0|100
0|2021-12-16|375.0|0|376.0|0|3.0|0|0.0|100
0|2021-12-17|380.0|0|376.0|0|3.0|0|0.0|100
0|2021-12-18|380.0|0|380.0|0|3.0|0|0.0|100
0|2021-12-19|380.0|0|380.0|0|3.0|0|0.0|100
0|2021-12-20|383.0|0|383.0|0|3.0|0|0.0|100
0|2021-12-21|390.0|0|390.0|0|3.0|0|0.0|100
