|dates|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedCases.data|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|DeBaca_NewMexico_UnitedStates.NYT_ConfirmedCases.data|DeBaca_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|DeBaca_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|391.0|0|391.0|0|3.0|0|0.0|100
0|2021-12-23|391.0|0|391.0|0|3.0|0|0.0|100
0|2021-12-24|391.0|0|391.0|0|3.0|0|0.0|100
0|2021-12-25|391.0|0|391.0|0|3.0|0|0.0|100
0|2021-12-26|391.0|0|391.0|0|3.0|0|0.0|100
0|2021-12-27|392.0|0|392.0|0|3.0|0|0.0|100
0|2021-12-28|395.0|0|395.0|0|3.0|0|0.0|100
0|2021-12-29|398.0|0|398.0|0|3.0|0|0.0|100
0|2021-12-30|400.0|0|400.0|0|3.0|0|0.0|100
0|2021-12-31|400.0|0|400.0|0|3.0|0|0.0|100
0|2022-01-01|400.0|0|400.0|0|3.0|0|0.0|100
0|2022-01-02|400.0|0|400.0|0|3.0|0|0.0|100
0|2022-01-03|409.0|0|409.0|0|3.0|0|0.0|100
0|2022-01-04|417.0|0|417.0|0|3.0|0|0.0|100
0|2022-01-05|419.0|0|419.0|0|3.0|0|0.0|100
0|2022-01-06|423.0|0|423.0|0|3.0|0|0.0|100
0|2022-01-07|426.0|0|426.0|0|3.0|0|0.0|100
0|2022-01-08|426.0|0|426.0|0|3.0|0|0.0|100
0|2022-01-09|426.0|0|426.0|0|3.0|0|0.0|100
0|2022-01-10|431.0|0|431.0|0|3.0|0|0.0|100
0|2022-01-11|436.0|0|436.0|0|3.0|0|0.0|100
0|2022-01-12|448.0|0|448.0|0|3.0|0|0.0|100
0|2022-01-13|448.0|0|459.0|0|3.0|0|0.0|100
0|2022-01-14|462.0|0|462.0|0|3.0|0|0.0|100
0|2022-01-15|462.0|0|462.0|0|3.0|0|0.0|100
0|2022-01-16|462.0|0|462.0|0|3.0|0|0.0|100
0|2022-01-17|462.0|0|0.0|100|3.0|0|0.0|100
