|dates|Iberville_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberville_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberville_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Iberville_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Iberville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|6253.0|0|6253.0|0|129.0|0|0.0|100
0|2021-12-31|6253.0|0|6253.0|0|129.0|0|0.0|100
0|2022-01-01|6253.0|0|6253.0|0|129.0|0|0.0|100
0|2022-01-02|6253.0|0|6253.0|0|129.0|0|0.0|100
0|2022-01-03|6451.0|0|6451.0|0|129.0|0|0.0|100
0|2022-01-04|6524.0|0|6524.0|0|129.0|0|0.0|100
0|2022-01-05|6595.0|0|6595.0|0|129.0|0|0.0|100
0|2022-01-06|6725.0|0|6725.0|0|129.0|0|0.0|100
0|2022-01-07|6846.0|0|6846.0|0|129.0|0|0.0|100
0|2022-01-08|6846.0|0|6846.0|0|129.0|0|0.0|100
0|2022-01-09|6846.0|0|6846.0|0|129.0|0|0.0|100
0|2022-01-10|7020.0|0|7020.0|0|129.0|0|0.0|100
0|2022-01-11|7134.0|0|7134.0|0|129.0|0|0.0|100
0|2022-01-12|7134.0|0|7134.0|0|129.0|0|0.0|100
0|2022-01-13|7134.0|0|7134.0|0|129.0|0|0.0|100
0|2022-01-14|7457.0|0|7457.0|0|129.0|0|0.0|100
0|2022-01-15|7457.0|0|7457.0|0|129.0|0|0.0|100
0|2022-01-16|7457.0|0|7457.0|0|129.0|0|0.0|100
0|2022-01-17|7457.0|0|0.0|100|129.0|0|0.0|100
