|dates|Montgomery_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Montgomery_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Montgomery_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.data|Montgomery_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.missing|Montgomery_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Montgomery_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Montgomery_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Montgomery_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1824.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1827.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1830.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1834.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1836.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1838.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1840.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1840.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1841.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1843.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1843.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1847.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1851.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1851.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1851.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1851.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1854.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1857.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1861.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1864.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1864.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1864.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1864.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1867.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1871.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1872.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1874.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1876.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1878.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1879.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1880.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1881.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1884.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1886.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1890.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|1890.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|1890.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|1891.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|1895.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|1903.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|1903.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|1903.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|1903.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|1904.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|1905.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|1909.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|1911.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|1914.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|1916.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|1919.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|1920.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|1923.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|1927.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|1930.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|1934.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|1937.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|1937.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|1937.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|1938.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|1946.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|1950.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|1953.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|1957.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|1957.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|1957.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|1962.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|1964.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|1969.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|1971.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|1971.0|0|0.0|100|0.0|100
