|dates|Phelps_Missouri_UnitedStates.JHU_ConfirmedCases.data|Phelps_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Phelps_Missouri_UnitedStates.NYT_ConfirmedCases.data|Phelps_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Phelps_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Phelps_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Phelps_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Phelps_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6134.0|0|6134.0|0|178.0|0|0.0|100
0|2021-10-18|6140.0|0|6140.0|0|178.0|0|0.0|100
0|2021-10-19|6147.0|0|6147.0|0|179.0|0|0.0|100
0|2021-10-20|6159.0|0|6159.0|0|180.0|0|0.0|100
0|2021-10-21|6165.0|0|6165.0|0|180.0|0|0.0|100
0|2021-10-22|6170.0|0|6170.0|0|182.0|0|0.0|100
0|2021-10-23|6178.0|0|6178.0|0|182.0|0|0.0|100
0|2021-10-24|6185.0|0|6185.0|0|182.0|0|0.0|100
0|2021-10-25|6188.0|0|6188.0|0|182.0|0|0.0|100
0|2021-10-26|6193.0|0|6193.0|0|184.0|0|0.0|100
0|2021-10-27|6201.0|0|6201.0|0|184.0|0|0.0|100
0|2021-10-28|6217.0|0|6217.0|0|184.0|0|0.0|100
0|2021-10-29|6225.0|0|6225.0|0|184.0|0|0.0|100
0|2021-10-30|6234.0|0|6234.0|0|184.0|0|0.0|100
0|2021-10-31|6241.0|0|6241.0|0|184.0|0|0.0|100
0|2021-11-01|6242.0|0|6242.0|0|184.0|0|0.0|100
0|2021-11-02|6252.0|0|6252.0|0|184.0|0|0.0|100
0|2021-11-03|6265.0|0|6265.0|0|184.0|0|0.0|100
0|2021-11-04|6271.0|0|6271.0|0|184.0|0|0.0|100
0|2021-11-05|6279.0|0|6279.0|0|184.0|0|0.0|100
0|2021-11-06|6289.0|0|6289.0|0|185.0|0|0.0|100
0|2021-11-07|6290.0|0|6290.0|0|185.0|0|0.0|100
0|2021-11-08|6296.0|0|6296.0|0|185.0|0|0.0|100
0|2021-11-09|6307.0|0|6307.0|0|185.0|0|0.0|100
0|2021-11-10|6317.0|0|6317.0|0|185.0|0|0.0|100
0|2021-11-11|6317.0|0|6317.0|0|185.0|0|0.0|100
0|2021-11-12|6348.0|0|6348.0|0|184.0|0|0.0|100
0|2021-11-13|6357.0|0|6357.0|0|184.0|0|0.0|100
0|2021-11-14|6365.0|0|6365.0|0|184.0|0|0.0|100
0|2021-11-15|6371.0|0|6371.0|0|184.0|0|0.0|100
0|2021-11-16|6393.0|0|6393.0|0|186.0|0|0.0|100
0|2021-11-17|6412.0|0|6412.0|0|186.0|0|0.0|100
0|2021-11-18|6496.0|0|6496.0|0|186.0|0|0.0|100
0|2021-11-19|6509.0|0|6509.0|0|186.0|0|0.0|100
0|2021-11-20|6523.0|0|6523.0|0|186.0|0|0.0|100
0|2021-11-21|6536.0|0|6536.0|0|186.0|0|0.0|100
0|2021-11-22|6544.0|0|6544.0|0|186.0|0|0.0|100
0|2021-11-23|6581.0|0|6581.0|0|186.0|0|0.0|100
0|2021-11-24|6615.0|0|6615.0|0|186.0|0|0.0|100
0|2021-11-25|6615.0|0|6615.0|0|186.0|0|0.0|100
0|2021-11-26|6615.0|0|6615.0|0|186.0|0|0.0|100
0|2021-11-27|6615.0|0|6615.0|0|186.0|0|0.0|100
0|2021-11-28|6615.0|0|6615.0|0|186.0|0|0.0|100
0|2021-11-29|6669.0|0|6669.0|0|187.0|0|0.0|100
0|2021-11-30|6709.0|0|6709.0|0|187.0|0|0.0|100
0|2021-12-01|6738.0|0|6738.0|0|187.0|0|0.0|100
0|2021-12-02|6774.0|0|6774.0|0|193.0|0|0.0|100
0|2021-12-03|6774.0|0|6774.0|0|193.0|0|0.0|100
0|2021-12-04|6820.0|0|6820.0|0|194.0|0|0.0|100
0|2021-12-05|6827.0|0|6827.0|0|195.0|0|0.0|100
0|2021-12-06|6857.0|0|6857.0|0|195.0|0|0.0|100
0|2021-12-07|6882.0|0|6882.0|0|195.0|0|0.0|100
0|2021-12-08|6915.0|0|6915.0|0|195.0|0|0.0|100
0|2021-12-09|6944.0|0|6944.0|0|195.0|0|0.0|100
0|2021-12-10|6970.0|0|6970.0|0|195.0|0|0.0|100
0|2021-12-11|6999.0|0|6999.0|0|196.0|0|0.0|100
0|2021-12-12|7021.0|0|7021.0|0|196.0|0|0.0|100
0|2021-12-13|7027.0|0|7027.0|0|196.0|0|0.0|100
0|2021-12-14|7027.0|0|7050.0|0|196.0|0|0.0|100
0|2021-12-15|7087.0|0|7087.0|0|197.0|0|0.0|100
0|2021-12-16|7132.0|0|7132.0|0|197.0|0|0.0|100
0|2021-12-17|7158.0|0|7158.0|0|197.0|0|0.0|100
0|2021-12-18|7180.0|0|7180.0|0|197.0|0|0.0|100
0|2021-12-19|7198.0|0|7198.0|0|197.0|0|0.0|100
0|2021-12-20|7210.0|0|7210.0|0|197.0|0|0.0|100
0|2021-12-21|7233.0|0|7233.0|0|198.0|0|0.0|100
0|2021-12-22|7269.0|0|7269.0|0|198.0|0|0.0|100
0|2021-12-23|7315.0|0|7315.0|0|198.0|0|0.0|100
0|2021-12-24|7315.0|0|7315.0|0|198.0|0|0.0|100
0|2021-12-25|7315.0|0|7315.0|0|198.0|0|0.0|100
0|2021-12-26|7315.0|0|7315.0|0|198.0|0|0.0|100
0|2021-12-27|7369.0|0|7369.0|0|199.0|0|0.0|100
0|2021-12-28|7389.0|0|7389.0|0|199.0|0|0.0|100
0|2021-12-29|7432.0|0|7432.0|0|199.0|0|0.0|100
0|2021-12-30|7480.0|0|7480.0|0|201.0|0|0.0|100
0|2021-12-31|7480.0|0|7480.0|0|201.0|0|0.0|100
0|2022-01-01|7480.0|0|7480.0|0|201.0|0|0.0|100
0|2022-01-02|7480.0|0|7480.0|0|201.0|0|0.0|100
0|2022-01-03|7480.0|0|7605.0|0|201.0|0|0.0|100
0|2022-01-04|7639.0|0|7639.0|0|202.0|0|0.0|100
0|2022-01-05|7711.0|0|7711.0|0|204.0|0|0.0|100
0|2022-01-06|7790.0|0|7790.0|0|204.0|0|0.0|100
0|2022-01-07|7889.0|0|7889.0|0|205.0|0|0.0|100
0|2022-01-08|8008.0|0|8008.0|0|205.0|0|0.0|100
0|2022-01-09|8014.0|0|8014.0|0|205.0|0|0.0|100
0|2022-01-10|8038.0|0|8038.0|0|205.0|0|0.0|100
0|2022-01-11|8164.0|0|8164.0|0|207.0|0|0.0|100
0|2022-01-12|8258.0|0|8258.0|0|207.0|0|0.0|100
0|2022-01-13|8258.0|0|8347.0|0|207.0|0|0.0|100
0|2022-01-14|8389.0|0|8389.0|0|208.0|0|0.0|100
0|2022-01-15|8542.0|0|8542.0|0|209.0|0|0.0|100
0|2022-01-16|8542.0|0|8542.0|0|209.0|0|0.0|100
0|2022-01-17|8542.0|0|0.0|100|209.0|0|0.0|100
