|dates|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.data|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Christian_Illinois_UnitedStates.NYT_ConfirmedCases.data|Christian_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|7051.0|0|7051.0|0|92.0|0|0.0|100
0|2022-01-06|7123.0|0|7123.0|0|94.0|0|0.0|100
0|2022-01-07|7242.0|0|7242.0|0|95.0|0|0.0|100
0|2022-01-08|7242.0|0|7242.0|0|95.0|0|0.0|100
0|2022-01-09|7242.0|0|7242.0|0|95.0|0|0.0|100
0|2022-01-10|7439.0|0|7439.0|0|97.0|0|0.0|100
0|2022-01-11|7681.0|0|7681.0|0|97.0|0|0.0|100
0|2022-01-12|7853.0|0|7853.0|0|97.0|0|0.0|100
0|2022-01-13|7853.0|0|8022.0|0|97.0|0|0.0|100
0|2022-01-14|8182.0|0|8182.0|0|99.0|0|0.0|100
0|2022-01-15|8182.0|0|8182.0|0|99.0|0|0.0|100
0|2022-01-16|8182.0|0|8182.0|0|99.0|0|0.0|100
0|2022-01-17|8182.0|0|0.0|100|99.0|0|0.0|100
