|dates|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.data|Christian_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Christian_Illinois_UnitedStates.NYT_ConfirmedCases.data|Christian_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Christian_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Christian_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5303.0|0|5303.0|0|82.0|0|0.0|100
0|2021-10-18|5318.0|0|5318.0|0|82.0|0|0.0|100
0|2021-10-19|5326.0|0|5326.0|0|82.0|0|0.0|100
0|2021-10-20|5336.0|0|5336.0|0|82.0|0|0.0|100
0|2021-10-21|5356.0|0|5356.0|0|82.0|0|0.0|100
0|2021-10-22|5366.0|0|5366.0|0|82.0|0|0.0|100
0|2021-10-23|5366.0|0|5366.0|0|82.0|0|0.0|100
0|2021-10-24|5366.0|0|5366.0|0|82.0|0|0.0|100
0|2021-10-25|5377.0|0|5377.0|0|82.0|0|0.0|100
0|2021-10-26|5383.0|0|5383.0|0|82.0|0|0.0|100
0|2021-10-27|5398.0|0|5398.0|0|82.0|0|0.0|100
0|2021-10-28|5406.0|0|5406.0|0|82.0|0|0.0|100
0|2021-10-29|5436.0|0|5436.0|0|82.0|0|0.0|100
0|2021-10-30|5436.0|0|5436.0|0|82.0|0|0.0|100
0|2021-10-31|5436.0|0|5436.0|0|82.0|0|0.0|100
0|2021-11-01|5453.0|0|5453.0|0|82.0|0|0.0|100
0|2021-11-02|5475.0|0|5475.0|0|82.0|0|0.0|100
0|2021-11-03|5479.0|0|5479.0|0|82.0|0|0.0|100
0|2021-11-04|5489.0|0|5489.0|0|82.0|0|0.0|100
0|2021-11-05|5495.0|0|5495.0|0|83.0|0|0.0|100
0|2021-11-06|5495.0|0|5495.0|0|83.0|0|0.0|100
0|2021-11-07|5495.0|0|5495.0|0|83.0|0|0.0|100
0|2021-11-08|5511.0|0|5511.0|0|83.0|0|0.0|100
0|2021-11-09|5525.0|0|5525.0|0|83.0|0|0.0|100
0|2021-11-10|5525.0|0|5536.0|0|83.0|0|0.0|100
0|2021-11-11|5536.0|0|5536.0|0|83.0|0|0.0|100
0|2021-11-12|5569.0|0|5569.0|0|83.0|0|0.0|100
0|2021-11-13|5569.0|0|5569.0|0|83.0|0|0.0|100
0|2021-11-14|5569.0|0|5569.0|0|83.0|0|0.0|100
0|2021-11-15|5585.0|0|5585.0|0|83.0|0|0.0|100
0|2021-11-16|5595.0|0|5595.0|0|83.0|0|0.0|100
0|2021-11-17|5601.0|0|5601.0|0|83.0|0|0.0|100
0|2021-11-18|5615.0|0|5615.0|0|83.0|0|0.0|100
0|2021-11-19|5648.0|0|5648.0|0|83.0|0|0.0|100
0|2021-11-20|5648.0|0|5648.0|0|83.0|0|0.0|100
0|2021-11-21|5648.0|0|5648.0|0|83.0|0|0.0|100
0|2021-11-22|5666.0|0|5666.0|0|83.0|0|0.0|100
0|2021-11-23|5685.0|0|5685.0|0|83.0|0|0.0|100
0|2021-11-24|5704.0|0|5704.0|0|83.0|0|0.0|100
0|2021-11-25|5704.0|0|5704.0|0|83.0|0|0.0|100
0|2021-11-26|5704.0|0|5704.0|0|83.0|0|0.0|100
0|2021-11-27|5704.0|0|5704.0|0|83.0|0|0.0|100
0|2021-11-28|5704.0|0|5704.0|0|83.0|0|0.0|100
0|2021-11-29|5784.0|0|5784.0|0|83.0|0|0.0|100
0|2021-11-30|5809.0|0|5809.0|0|83.0|0|0.0|100
0|2021-12-01|5835.0|0|5835.0|0|83.0|0|0.0|100
0|2021-12-02|5835.0|0|5907.0|0|83.0|0|0.0|100
0|2021-12-03|5936.0|0|5936.0|0|83.0|0|0.0|100
0|2021-12-04|5936.0|0|5936.0|0|83.0|0|0.0|100
0|2021-12-05|5936.0|0|5936.0|0|83.0|0|0.0|100
0|2021-12-06|5989.0|0|5989.0|0|83.0|0|0.0|100
0|2021-12-07|6039.0|0|6039.0|0|84.0|0|0.0|100
0|2021-12-08|6086.0|0|6086.0|0|84.0|0|0.0|100
0|2021-12-09|6126.0|0|6126.0|0|84.0|0|0.0|100
0|2021-12-10|6145.0|0|6145.0|0|84.0|0|0.0|100
0|2021-12-11|6145.0|0|6145.0|0|84.0|0|0.0|100
0|2021-12-12|6145.0|0|6145.0|0|84.0|0|0.0|100
0|2021-12-13|6226.0|0|6226.0|0|84.0|0|0.0|100
0|2021-12-14|6226.0|0|6246.0|0|84.0|0|0.0|100
0|2021-12-15|6279.0|0|6279.0|0|84.0|0|0.0|100
0|2021-12-16|6311.0|0|6311.0|0|84.0|0|0.0|100
0|2021-12-17|6340.0|0|6340.0|0|84.0|0|0.0|100
0|2021-12-18|6340.0|0|6340.0|0|84.0|0|0.0|100
0|2021-12-19|6340.0|0|6340.0|0|84.0|0|0.0|100
0|2021-12-20|6416.0|0|6416.0|0|84.0|0|0.0|100
0|2021-12-21|6455.0|0|6455.0|0|84.0|0|0.0|100
0|2021-12-22|6485.0|0|6485.0|0|84.0|0|0.0|100
0|2021-12-23|6515.0|0|6515.0|0|85.0|0|0.0|100
0|2021-12-24|6515.0|0|6515.0|0|85.0|0|0.0|100
0|2021-12-25|6515.0|0|6515.0|0|85.0|0|0.0|100
0|2021-12-26|6515.0|0|6515.0|0|85.0|0|0.0|100
0|2021-12-27|6571.0|0|6571.0|0|86.0|0|0.0|100
0|2021-12-28|6645.0|0|6645.0|0|86.0|0|0.0|100
0|2021-12-29|6690.0|0|6690.0|0|86.0|0|0.0|100
0|2021-12-30|6771.0|0|6771.0|0|89.0|0|0.0|100
0|2021-12-31|6771.0|0|6771.0|0|89.0|0|0.0|100
0|2022-01-01|6771.0|0|6771.0|0|89.0|0|0.0|100
0|2022-01-02|6771.0|0|6771.0|0|89.0|0|0.0|100
0|2022-01-03|6884.0|0|6884.0|0|91.0|0|0.0|100
0|2022-01-04|6927.0|0|6927.0|0|91.0|0|0.0|100
