|dates|BigHorn_Wyoming_UnitedStates.BLS_EmployedPopulation.data|BigHorn_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|BigHorn_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|BigHorn_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|BigHorn_Wyoming_UnitedStates.BLS_UnemploymentRate.data|BigHorn_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|BigHorn_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|BigHorn_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-18|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-19|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-20|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-21|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-22|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-23|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-24|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-25|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-26|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-27|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-28|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-29|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-30|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-10-31|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-01|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-02|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-03|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-04|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-05|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-06|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-07|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-08|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-09|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-10|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-11|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-12|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-13|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-14|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-15|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-16|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-17|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-18|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-19|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-20|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-21|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-22|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-23|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-24|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-25|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-26|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-27|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-28|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-29|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-11-30|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-01|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-02|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-03|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-04|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-05|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-06|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-07|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
0|2021-12-08|5409.0|0|288.0|0|5.055292259083728|0|5697.0|0
