|dates|Logan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Logan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Logan_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Logan_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Logan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|5247.0|0|5247.0|0|90.0|0|0.0|100
0|2021-12-01|5259.0|0|5259.0|0|90.0|0|0.0|100
0|2021-12-02|5259.0|0|5273.0|0|90.0|0|0.0|100
0|2021-12-03|5292.0|0|5292.0|0|91.0|0|0.0|100
0|2021-12-04|5292.0|0|5292.0|0|91.0|0|0.0|100
0|2021-12-05|5292.0|0|5292.0|0|91.0|0|0.0|100
0|2021-12-06|5324.0|0|5324.0|0|92.0|0|0.0|100
0|2021-12-07|5340.0|0|5340.0|0|93.0|0|0.0|100
0|2021-12-08|5354.0|0|5354.0|0|93.0|0|0.0|100
0|2021-12-09|5369.0|0|5369.0|0|93.0|0|0.0|100
0|2021-12-10|5377.0|0|5377.0|0|93.0|0|0.0|100
0|2021-12-11|5377.0|0|5377.0|0|93.0|0|0.0|100
0|2021-12-12|5377.0|0|5377.0|0|93.0|0|0.0|100
0|2021-12-13|5394.0|0|5394.0|0|96.0|0|0.0|100
0|2021-12-14|5394.0|0|5404.0|0|96.0|0|0.0|100
0|2021-12-15|5416.0|0|5416.0|0|96.0|0|0.0|100
0|2021-12-16|5441.0|0|5441.0|0|96.0|0|0.0|100
0|2021-12-17|5452.0|0|5452.0|0|97.0|0|0.0|100
0|2021-12-18|5452.0|0|5452.0|0|97.0|0|0.0|100
0|2021-12-19|5452.0|0|5452.0|0|97.0|0|0.0|100
0|2021-12-20|5493.0|0|5493.0|0|97.0|0|0.0|100
0|2021-12-21|5501.0|0|5501.0|0|97.0|0|0.0|100
0|2021-12-22|5516.0|0|5516.0|0|97.0|0|0.0|100
0|2021-12-23|5516.0|0|5516.0|0|97.0|0|0.0|100
0|2021-12-24|5516.0|0|5516.0|0|97.0|0|0.0|100
0|2021-12-25|5516.0|0|5516.0|0|97.0|0|0.0|100
0|2021-12-26|5516.0|0|5516.0|0|97.0|0|0.0|100
0|2021-12-27|5600.0|0|5600.0|0|98.0|0|0.0|100
0|2021-12-28|5622.0|0|5622.0|0|98.0|0|0.0|100
0|2021-12-29|5635.0|0|5635.0|0|98.0|0|0.0|100
0|2021-12-30|5635.0|0|5635.0|0|98.0|0|0.0|100
0|2021-12-31|5635.0|0|5635.0|0|98.0|0|0.0|100
0|2022-01-01|5635.0|0|5635.0|0|98.0|0|0.0|100
0|2022-01-02|5635.0|0|5635.0|0|98.0|0|0.0|100
0|2022-01-03|5787.0|0|5787.0|0|98.0|0|0.0|100
0|2022-01-04|5828.0|0|5828.0|0|98.0|0|0.0|100
0|2022-01-05|5887.0|0|5887.0|0|98.0|0|0.0|100
0|2022-01-06|5927.0|0|5927.0|0|98.0|0|0.0|100
0|2022-01-07|5991.0|0|5991.0|0|98.0|0|0.0|100
0|2022-01-08|5991.0|0|5991.0|0|98.0|0|0.0|100
0|2022-01-09|5991.0|0|5991.0|0|98.0|0|0.0|100
0|2022-01-10|6071.0|0|6071.0|0|99.0|0|0.0|100
0|2022-01-11|6110.0|0|6110.0|0|99.0|0|0.0|100
0|2022-01-12|6167.0|0|6167.0|0|99.0|0|0.0|100
0|2022-01-13|6167.0|0|6240.0|0|99.0|0|0.0|100
0|2022-01-14|6344.0|0|6344.0|0|99.0|0|0.0|100
0|2022-01-15|6344.0|0|6344.0|0|99.0|0|0.0|100
0|2022-01-16|6344.0|0|6344.0|0|99.0|0|0.0|100
0|2022-01-17|6344.0|0|0.0|100|99.0|0|0.0|100
