|dates|Upshur_Texas_UnitedStates.JHU_ConfirmedCases.data|Upshur_Texas_UnitedStates.JHU_ConfirmedCases.missing|Upshur_Texas_UnitedStates.NYT_ConfirmedCases.data|Upshur_Texas_UnitedStates.NYT_ConfirmedCases.missing|Upshur_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Upshur_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Upshur_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Upshur_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|5931.0|0|5931.0|0|156.0|0|0.0|100
0|2021-12-09|5939.0|0|5939.0|0|156.0|0|0.0|100
0|2021-12-10|5944.0|0|5944.0|0|156.0|0|0.0|100
0|2021-12-11|5957.0|0|5957.0|0|156.0|0|0.0|100
0|2021-12-12|5957.0|0|5957.0|0|156.0|0|0.0|100
0|2021-12-13|5957.0|0|5957.0|0|156.0|0|0.0|100
0|2021-12-14|5957.0|0|5971.0|0|156.0|0|0.0|100
0|2021-12-15|5985.0|0|5985.0|0|156.0|0|0.0|100
0|2021-12-16|5991.0|0|5991.0|0|156.0|0|0.0|100
0|2021-12-17|6004.0|0|6004.0|0|156.0|0|0.0|100
0|2021-12-18|6018.0|0|6018.0|0|156.0|0|0.0|100
0|2021-12-19|6021.0|0|6021.0|0|156.0|0|0.0|100
0|2021-12-20|6021.0|0|6021.0|0|156.0|0|0.0|100
0|2021-12-21|6024.0|0|6024.0|0|156.0|0|0.0|100
0|2021-12-22|6029.0|0|6029.0|0|156.0|0|0.0|100
0|2021-12-23|6038.0|0|6038.0|0|156.0|0|0.0|100
0|2021-12-24|6038.0|0|6038.0|0|156.0|0|0.0|100
0|2021-12-25|6038.0|0|6038.0|0|156.0|0|0.0|100
0|2021-12-26|6038.0|0|6038.0|0|156.0|0|0.0|100
0|2021-12-27|6054.0|0|6054.0|0|156.0|0|0.0|100
0|2021-12-28|6065.0|0|6065.0|0|157.0|0|0.0|100
0|2021-12-29|6066.0|0|6066.0|0|157.0|0|0.0|100
0|2021-12-30|6069.0|0|6069.0|0|158.0|0|0.0|100
0|2021-12-31|6069.0|0|6069.0|0|158.0|0|0.0|100
0|2022-01-01|6069.0|0|6069.0|0|158.0|0|0.0|100
0|2022-01-02|6069.0|0|6069.0|0|158.0|0|0.0|100
0|2022-01-03|6134.0|0|6134.0|0|158.0|0|0.0|100
0|2022-01-04|6144.0|0|6144.0|0|158.0|0|0.0|100
0|2022-01-05|6158.0|0|6158.0|0|158.0|0|0.0|100
0|2022-01-06|6175.0|0|6175.0|0|158.0|0|0.0|100
0|2022-01-07|6201.0|0|6201.0|0|158.0|0|0.0|100
0|2022-01-08|6220.0|0|6220.0|0|158.0|0|0.0|100
0|2022-01-09|6236.0|0|6236.0|0|158.0|0|0.0|100
0|2022-01-10|6263.0|0|6263.0|0|158.0|0|0.0|100
0|2022-01-11|6290.0|0|6290.0|0|160.0|0|0.0|100
0|2022-01-12|6331.0|0|6331.0|0|161.0|0|0.0|100
0|2022-01-13|6331.0|0|6385.0|0|161.0|0|0.0|100
0|2022-01-14|6385.0|0|6705.0|0|161.0|0|0.0|100
0|2022-01-15|6727.0|0|6727.0|0|161.0|0|0.0|100
0|2022-01-16|6744.0|0|6744.0|0|161.0|0|0.0|100
0|2022-01-17|6773.0|0|0.0|100|161.0|0|0.0|100
