|dates|Missaukee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Missaukee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Missaukee_Michigan_UnitedStates.NYT_ConfirmedCases.data|Missaukee_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Missaukee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Missaukee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Missaukee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Missaukee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|2012.0|0|2012.0|0|41.0|0|0.0|100
0|2021-11-22|2029.0|0|2029.0|0|41.0|0|0.0|100
0|2021-11-23|2029.0|0|2029.0|0|41.0|0|0.0|100
0|2021-11-24|2048.0|0|2048.0|0|41.0|0|0.0|100
0|2021-11-25|2048.0|0|2048.0|0|41.0|0|0.0|100
0|2021-11-26|2048.0|0|2048.0|0|41.0|0|0.0|100
0|2021-11-27|2048.0|0|2048.0|0|41.0|0|0.0|100
0|2021-11-28|2048.0|0|2048.0|0|41.0|0|0.0|100
0|2021-11-29|2085.0|0|2085.0|0|41.0|0|0.0|100
0|2021-11-30|2085.0|0|2085.0|0|41.0|0|0.0|100
0|2021-12-01|2102.0|0|2102.0|0|42.0|0|0.0|100
0|2021-12-02|2102.0|0|2102.0|0|42.0|0|0.0|100
0|2021-12-03|2110.0|0|2110.0|0|42.0|0|0.0|100
0|2021-12-04|2110.0|0|2110.0|0|42.0|0|0.0|100
0|2021-12-05|2110.0|0|2110.0|0|42.0|0|0.0|100
0|2021-12-06|2120.0|0|2120.0|0|42.0|0|0.0|100
0|2021-12-07|2120.0|0|2120.0|0|42.0|0|0.0|100
0|2021-12-08|2137.0|0|2137.0|0|44.0|0|0.0|100
0|2021-12-09|2137.0|0|2137.0|0|44.0|0|0.0|100
0|2021-12-10|2153.0|0|2153.0|0|44.0|0|0.0|100
0|2021-12-11|2153.0|0|2153.0|0|44.0|0|0.0|100
0|2021-12-12|2153.0|0|2153.0|0|44.0|0|0.0|100
0|2021-12-13|2170.0|0|2170.0|0|44.0|0|0.0|100
0|2021-12-14|2170.0|0|2170.0|0|44.0|0|0.0|100
0|2021-12-15|2178.0|0|2178.0|0|45.0|0|0.0|100
0|2021-12-16|2178.0|0|2178.0|0|45.0|0|0.0|100
0|2021-12-17|2194.0|0|2194.0|0|45.0|0|0.0|100
0|2021-12-18|2194.0|0|2194.0|0|45.0|0|0.0|100
0|2021-12-19|2194.0|0|2194.0|0|45.0|0|0.0|100
0|2021-12-20|2202.0|0|2202.0|0|45.0|0|0.0|100
0|2021-12-21|2202.0|0|2202.0|0|45.0|0|0.0|100
0|2021-12-22|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-12-23|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-12-24|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-12-25|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-12-26|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-12-27|2233.0|0|2233.0|0|46.0|0|0.0|100
0|2021-12-28|2233.0|0|2233.0|0|46.0|0|0.0|100
0|2021-12-29|2241.0|0|2241.0|0|46.0|0|0.0|100
0|2021-12-30|2241.0|0|2241.0|0|46.0|0|0.0|100
0|2021-12-31|2241.0|0|2241.0|0|46.0|0|0.0|100
0|2022-01-01|2241.0|0|2241.0|0|46.0|0|0.0|100
0|2022-01-02|2241.0|0|2241.0|0|46.0|0|0.0|100
0|2022-01-03|2260.0|0|2260.0|0|50.0|0|0.0|100
0|2022-01-04|2260.0|0|2260.0|0|50.0|0|0.0|100
0|2022-01-05|2277.0|0|2277.0|0|52.0|0|0.0|100
0|2022-01-06|2277.0|0|2277.0|0|52.0|0|0.0|100
0|2022-01-07|2299.0|0|2299.0|0|52.0|0|0.0|100
0|2022-01-08|2299.0|0|2299.0|0|52.0|0|0.0|100
0|2022-01-09|2299.0|0|2299.0|0|52.0|0|0.0|100
0|2022-01-10|2326.0|0|2326.0|0|53.0|0|0.0|100
0|2022-01-11|2326.0|0|2326.0|0|53.0|0|0.0|100
0|2022-01-12|2348.0|0|2348.0|0|54.0|0|0.0|100
0|2022-01-13|2348.0|0|2348.0|0|54.0|0|0.0|100
0|2022-01-14|2376.0|0|2376.0|0|54.0|0|0.0|100
0|2022-01-15|2376.0|0|2376.0|0|54.0|0|0.0|100
0|2022-01-16|2376.0|0|2376.0|0|54.0|0|0.0|100
0|2022-01-17|2376.0|0|0.0|100|54.0|0|0.0|100
