|dates|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Indiana_UnitedStates.NYT_ConfirmedCases.data|St.Joseph_Indiana_UnitedStates.NYT_ConfirmedCases.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|43954.0|0|43991.0|0|607.0|0|0.0|100
0|2021-10-18|44109.0|0|44146.0|0|607.0|0|0.0|100
0|2021-10-19|44155.0|0|44192.0|0|608.0|0|0.0|100
0|2021-10-20|44210.0|0|44247.0|0|611.0|0|0.0|100
0|2021-10-21|44311.0|0|44348.0|0|613.0|0|0.0|100
0|2021-10-22|44397.0|0|44434.0|0|615.0|0|0.0|100
0|2021-10-23|44397.0|0|44434.0|0|615.0|0|0.0|100
0|2021-10-24|44397.0|0|44434.0|0|615.0|0|0.0|100
0|2021-10-25|44559.0|0|44596.0|0|617.0|0|0.0|100
0|2021-10-26|44627.0|0|44664.0|0|619.0|0|0.0|100
0|2021-10-27|44705.0|0|44742.0|0|621.0|0|0.0|100
0|2021-10-28|44805.0|0|44842.0|0|622.0|0|0.0|100
0|2021-10-29|44896.0|0|44933.0|0|622.0|0|0.0|100
0|2021-10-30|44896.0|0|44933.0|0|622.0|0|0.0|100
0|2021-10-31|44896.0|0|44933.0|0|622.0|0|0.0|100
0|2021-11-01|45125.0|0|45162.0|0|622.0|0|0.0|100
0|2021-11-02|45206.0|0|45243.0|0|622.0|0|0.0|100
0|2021-11-03|45292.0|0|45329.0|0|623.0|0|0.0|100
0|2021-11-04|45389.0|0|45426.0|0|623.0|0|0.0|100
0|2021-11-05|45522.0|0|45559.0|0|623.0|0|0.0|100
0|2021-11-06|45522.0|0|45559.0|0|623.0|0|0.0|100
0|2021-11-07|45522.0|0|45559.0|0|623.0|0|0.0|100
0|2021-11-08|45781.0|0|45818.0|0|623.0|0|0.0|100
0|2021-11-09|45853.0|0|45890.0|0|626.0|0|0.0|100
0|2021-11-10|45853.0|0|46027.0|0|626.0|0|0.0|100
0|2021-11-11|46280.0|0|46317.0|0|629.0|0|0.0|100
0|2021-11-12|46410.0|0|46447.0|0|630.0|0|0.0|100
0|2021-11-13|46410.0|0|46447.0|0|630.0|0|0.0|100
0|2021-11-14|46410.0|0|46447.0|0|630.0|0|0.0|100
0|2021-11-15|46727.0|0|46764.0|0|632.0|0|0.0|100
0|2021-11-16|46862.0|0|46899.0|0|633.0|0|0.0|100
0|2021-11-17|47021.0|0|47058.0|0|633.0|0|0.0|100
0|2021-11-18|47218.0|0|47255.0|0|634.0|0|0.0|100
0|2021-11-19|47405.0|0|47442.0|0|635.0|0|0.0|100
0|2021-11-20|47405.0|0|47442.0|0|635.0|0|0.0|100
0|2021-11-21|47405.0|0|47442.0|0|635.0|0|0.0|100
0|2021-11-22|47776.0|0|47813.0|0|637.0|0|0.0|100
0|2021-11-23|47939.0|0|47976.0|0|639.0|0|0.0|100
0|2021-11-24|48135.0|0|48172.0|0|639.0|0|0.0|100
0|2021-11-25|48135.0|0|48172.0|0|639.0|0|0.0|100
0|2021-11-26|48135.0|0|48172.0|0|639.0|0|0.0|100
0|2021-11-27|48135.0|0|48172.0|0|639.0|0|0.0|100
0|2021-11-28|48135.0|0|48172.0|0|639.0|0|0.0|100
0|2021-11-29|48760.0|0|48798.0|0|639.0|0|0.0|100
0|2021-11-30|48966.0|0|49004.0|0|643.0|0|0.0|100
0|2021-12-01|49217.0|0|49255.0|0|645.0|0|0.0|100
0|2021-12-02|49217.0|0|49531.0|0|645.0|0|0.0|100
0|2021-12-03|49820.0|0|49858.0|0|649.0|0|0.0|100
0|2021-12-04|49820.0|0|49858.0|0|649.0|0|0.0|100
0|2021-12-05|49820.0|0|49858.0|0|649.0|0|0.0|100
0|2021-12-06|50459.0|0|50497.0|0|650.0|0|0.0|100
0|2021-12-07|50677.0|0|50715.0|0|652.0|0|0.0|100
0|2021-12-08|50933.0|0|50971.0|0|657.0|0|0.0|100
0|2021-12-09|51250.0|0|51289.0|0|659.0|0|0.0|100
0|2021-12-10|51480.0|0|51518.0|0|662.0|0|0.0|100
0|2021-12-11|51480.0|0|51518.0|0|662.0|0|0.0|100
0|2021-12-12|51480.0|0|51518.0|0|662.0|0|0.0|100
0|2021-12-13|51996.0|0|52034.0|0|664.0|0|0.0|100
