|dates|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Indiana_UnitedStates.NYT_ConfirmedCases.data|St.Joseph_Indiana_UnitedStates.NYT_ConfirmedCases.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|51996.0|0|52249.0|0|664.0|0|0.0|100
0|2021-12-15|52439.0|0|52477.0|0|675.0|0|0.0|100
0|2021-12-16|52697.0|0|52735.0|0|676.0|0|0.0|100
0|2021-12-17|52942.0|0|52980.0|0|677.0|0|0.0|100
0|2021-12-18|52942.0|0|52980.0|0|677.0|0|0.0|100
0|2021-12-19|52942.0|0|52980.0|0|677.0|0|0.0|100
0|2021-12-20|53388.0|0|53426.0|0|678.0|0|0.0|100
0|2021-12-21|53522.0|0|53560.0|0|682.0|0|0.0|100
0|2021-12-22|53717.0|0|53755.0|0|686.0|0|0.0|100
0|2021-12-23|53717.0|0|53755.0|0|686.0|0|0.0|100
0|2021-12-24|53717.0|0|53755.0|0|686.0|0|0.0|100
0|2021-12-25|53717.0|0|53755.0|0|686.0|0|0.0|100
0|2021-12-26|53717.0|0|53755.0|0|686.0|0|0.0|100
0|2021-12-27|54441.0|0|54480.0|0|693.0|0|0.0|100
0|2021-12-28|54666.0|0|54705.0|0|699.0|0|0.0|100
0|2021-12-29|55012.0|0|55051.0|0|700.0|0|0.0|100
0|2021-12-30|55427.0|0|55466.0|0|701.0|0|0.0|100
0|2021-12-31|55427.0|0|55466.0|0|701.0|0|0.0|100
0|2022-01-01|55427.0|0|55466.0|0|701.0|0|0.0|100
0|2022-01-02|55427.0|0|55466.0|0|701.0|0|0.0|100
0|2022-01-03|56564.0|0|56603.0|0|704.0|0|0.0|100
0|2022-01-04|56973.0|0|57012.0|0|710.0|0|0.0|100
0|2022-01-05|57479.0|0|57518.0|0|711.0|0|0.0|100
0|2022-01-06|58058.0|0|58097.0|0|716.0|0|0.0|100
0|2022-01-07|58574.0|0|58613.0|0|725.0|0|0.0|100
0|2022-01-08|58574.0|0|58613.0|0|725.0|0|0.0|100
0|2022-01-09|58574.0|0|58613.0|0|725.0|0|0.0|100
0|2022-01-10|59892.0|0|59935.0|0|731.0|0|0.0|100
0|2022-01-11|60310.0|0|60353.0|0|732.0|0|0.0|100
0|2022-01-12|60759.0|0|60802.0|0|739.0|0|0.0|100
0|2022-01-13|60759.0|0|61447.0|0|739.0|0|0.0|100
0|2022-01-14|61968.0|0|62011.0|0|744.0|0|0.0|100
0|2022-01-15|61968.0|0|62011.0|0|744.0|0|0.0|100
0|2022-01-16|61968.0|0|62011.0|0|744.0|0|0.0|100
0|2022-01-17|63078.0|0|0.0|100|746.0|0|0.0|100
