|dates|Clay_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Clay_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Clay_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Clay_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Clay_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|5179.0|0|5179.0|0|63.0|0|0.0|100
0|2021-11-30|5184.0|0|5184.0|0|64.0|0|0.0|100
0|2021-12-01|5194.0|0|5194.0|0|64.0|0|0.0|100
0|2021-12-02|5194.0|0|5207.0|0|64.0|0|0.0|100
0|2021-12-03|5210.0|0|5210.0|0|64.0|0|0.0|100
0|2021-12-04|5210.0|0|5210.0|0|64.0|0|0.0|100
0|2021-12-05|5210.0|0|5210.0|0|64.0|0|0.0|100
0|2021-12-06|5228.0|0|5228.0|0|64.0|0|0.0|100
0|2021-12-07|5234.0|0|5234.0|0|64.0|0|0.0|100
0|2021-12-08|5239.0|0|5239.0|0|64.0|0|0.0|100
0|2021-12-09|5243.0|0|5243.0|0|65.0|0|0.0|100
0|2021-12-10|5246.0|0|5246.0|0|65.0|0|0.0|100
0|2021-12-11|5246.0|0|5246.0|0|65.0|0|0.0|100
0|2021-12-12|5246.0|0|5246.0|0|65.0|0|0.0|100
0|2021-12-13|5256.0|0|5256.0|0|65.0|0|0.0|100
0|2021-12-14|5256.0|0|5263.0|0|65.0|0|0.0|100
0|2021-12-15|5268.0|0|5268.0|0|65.0|0|0.0|100
0|2021-12-16|5273.0|0|5273.0|0|65.0|0|0.0|100
0|2021-12-17|5281.0|0|5281.0|0|65.0|0|0.0|100
0|2021-12-18|5281.0|0|5281.0|0|65.0|0|0.0|100
0|2021-12-19|5281.0|0|5281.0|0|65.0|0|0.0|100
0|2021-12-20|5298.0|0|5298.0|0|65.0|0|0.0|100
0|2021-12-21|5303.0|0|5303.0|0|65.0|0|0.0|100
0|2021-12-22|5312.0|0|5312.0|0|66.0|0|0.0|100
0|2021-12-23|5312.0|0|5312.0|0|66.0|0|0.0|100
0|2021-12-24|5312.0|0|5312.0|0|66.0|0|0.0|100
0|2021-12-25|5312.0|0|5312.0|0|66.0|0|0.0|100
0|2021-12-26|5312.0|0|5312.0|0|66.0|0|0.0|100
0|2021-12-27|5344.0|0|5344.0|0|69.0|0|0.0|100
0|2021-12-28|5358.0|0|5358.0|0|69.0|0|0.0|100
0|2021-12-29|5362.0|0|5362.0|0|69.0|0|0.0|100
0|2021-12-30|5362.0|0|5362.0|0|69.0|0|0.0|100
0|2021-12-31|5362.0|0|5362.0|0|69.0|0|0.0|100
0|2022-01-01|5362.0|0|5362.0|0|69.0|0|0.0|100
0|2022-01-02|5362.0|0|5362.0|0|69.0|0|0.0|100
0|2022-01-03|5446.0|0|5446.0|0|69.0|0|0.0|100
0|2022-01-04|5460.0|0|5460.0|0|69.0|0|0.0|100
0|2022-01-05|5483.0|0|5483.0|0|69.0|0|0.0|100
0|2022-01-06|5507.0|0|5507.0|0|69.0|0|0.0|100
0|2022-01-07|5533.0|0|5533.0|0|69.0|0|0.0|100
0|2022-01-08|5533.0|0|5533.0|0|69.0|0|0.0|100
0|2022-01-09|5533.0|0|5533.0|0|69.0|0|0.0|100
0|2022-01-10|5556.0|0|5556.0|0|69.0|0|0.0|100
0|2022-01-11|5573.0|0|5573.0|0|69.0|0|0.0|100
0|2022-01-12|5596.0|0|5596.0|0|69.0|0|0.0|100
0|2022-01-13|5596.0|0|5612.0|0|69.0|0|0.0|100
0|2022-01-14|5645.0|0|5645.0|0|69.0|0|0.0|100
0|2022-01-15|5645.0|0|5645.0|0|69.0|0|0.0|100
0|2022-01-16|5645.0|0|5645.0|0|69.0|0|0.0|100
0|2022-01-17|5645.0|0|0.0|100|69.0|0|0.0|100
