|dates|Davidson_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Davidson_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Davidson_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Davidson_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Davidson_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Davidson_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Davidson_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Davidson_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-18|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-19|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-20|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-21|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-22|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-23|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-24|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-25|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-26|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-27|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-28|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-29|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-30|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-10-31|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-01|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-02|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-03|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-04|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-05|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-06|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-07|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-08|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-09|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-10|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-11|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-12|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-13|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-14|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-15|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-16|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-17|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-18|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-19|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-20|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-21|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-22|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-23|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-24|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-25|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-26|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-27|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-28|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-29|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-11-30|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-12-01|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-12-02|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-12-03|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-12-04|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
0|2021-12-05|75810.0|0|3356.0|0|4.239193593209206|0|79166.0|0
