|dates|Crawford_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Crawford_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Crawford_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Crawford_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Crawford_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Crawford_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Crawford_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Crawford_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-10|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-11|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-12|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-13|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-14|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-15|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-16|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-17|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-18|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-19|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-20|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-21|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-22|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-23|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-24|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-25|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-26|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-27|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-28|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-29|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-30|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2021-12-31|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-01|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-02|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-03|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-04|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-05|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-06|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-07|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-08|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-09|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-10|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-11|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-12|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-13|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-14|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-15|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-16|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
0|2022-01-17|35949.0|0|2218.0|0|5.811302958052768|0|38167.0|0
