|dates|Platte_Missouri_UnitedStates.JHU_ConfirmedCases.data|Platte_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Platte_Missouri_UnitedStates.NYT_ConfirmedCases.data|Platte_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Platte_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Platte_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Platte_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Platte_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|7245.0|0|7245.0|0|74.0|0|0.0|100
0|2021-12-30|7293.0|0|7293.0|0|74.0|0|0.0|100
0|2021-12-31|7293.0|0|7293.0|0|74.0|0|0.0|100
0|2022-01-01|7293.0|0|7293.0|0|74.0|0|0.0|100
0|2022-01-02|7293.0|0|7293.0|0|74.0|0|0.0|100
0|2022-01-03|7293.0|0|7462.0|0|74.0|0|0.0|100
0|2022-01-04|7500.0|0|7500.0|0|78.0|0|0.0|100
0|2022-01-05|7591.0|0|7591.0|0|78.0|0|0.0|100
0|2022-01-06|7685.0|0|7685.0|0|78.0|0|0.0|100
0|2022-01-07|7765.0|0|7765.0|0|78.0|0|0.0|100
0|2022-01-08|7856.0|0|7856.0|0|78.0|0|0.0|100
0|2022-01-09|7880.0|0|7880.0|0|78.0|0|0.0|100
0|2022-01-10|7917.0|0|7917.0|0|78.0|0|0.0|100
0|2022-01-11|8015.0|0|8015.0|0|81.0|0|0.0|100
0|2022-01-12|8123.0|0|8123.0|0|82.0|0|0.0|100
0|2022-01-13|8123.0|0|8246.0|0|82.0|0|0.0|100
0|2022-01-14|8331.0|0|8331.0|0|82.0|0|0.0|100
0|2022-01-15|8489.0|0|8489.0|0|83.0|0|0.0|100
0|2022-01-16|8489.0|0|8489.0|0|83.0|0|0.0|100
0|2022-01-17|8489.0|0|0.0|100|83.0|0|0.0|100
