|dates|Platte_Missouri_UnitedStates.JHU_ConfirmedCases.data|Platte_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Platte_Missouri_UnitedStates.NYT_ConfirmedCases.data|Platte_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Platte_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Platte_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Platte_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Platte_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5875.0|0|5875.0|0|61.0|0|0.0|100
0|2021-10-18|5882.0|0|5882.0|0|61.0|0|0.0|100
0|2021-10-19|5892.0|0|5892.0|0|61.0|0|0.0|100
0|2021-10-20|5903.0|0|5903.0|0|61.0|0|0.0|100
0|2021-10-21|5916.0|0|5916.0|0|61.0|0|0.0|100
0|2021-10-22|5923.0|0|5923.0|0|61.0|0|0.0|100
0|2021-10-23|5931.0|0|5931.0|0|61.0|0|0.0|100
0|2021-10-24|5934.0|0|5934.0|0|61.0|0|0.0|100
0|2021-10-25|5936.0|0|5936.0|0|61.0|0|0.0|100
0|2021-10-26|5945.0|0|5945.0|0|61.0|0|0.0|100
0|2021-10-27|5962.0|0|5962.0|0|61.0|0|0.0|100
0|2021-10-28|5973.0|0|5973.0|0|61.0|0|0.0|100
0|2021-10-29|5979.0|0|5979.0|0|61.0|0|0.0|100
0|2021-10-30|5988.0|0|5988.0|0|61.0|0|0.0|100
0|2021-10-31|5993.0|0|5993.0|0|61.0|0|0.0|100
0|2021-11-01|5998.0|0|5998.0|0|61.0|0|0.0|100
0|2021-11-02|6010.0|0|6010.0|0|61.0|0|0.0|100
0|2021-11-03|6018.0|0|6018.0|0|61.0|0|0.0|100
0|2021-11-04|6020.0|0|6020.0|0|61.0|0|0.0|100
0|2021-11-05|6027.0|0|6027.0|0|61.0|0|0.0|100
0|2021-11-06|6042.0|0|6042.0|0|61.0|0|0.0|100
0|2021-11-07|6049.0|0|6049.0|0|61.0|0|0.0|100
0|2021-11-08|6058.0|0|6058.0|0|61.0|0|0.0|100
0|2021-11-09|6083.0|0|6083.0|0|62.0|0|0.0|100
0|2021-11-10|6097.0|0|6097.0|0|62.0|0|0.0|100
0|2021-11-11|6097.0|0|6097.0|0|62.0|0|0.0|100
0|2021-11-12|6146.0|0|6146.0|0|62.0|0|0.0|100
0|2021-11-13|6173.0|0|6173.0|0|62.0|0|0.0|100
0|2021-11-14|6182.0|0|6182.0|0|62.0|0|0.0|100
0|2021-11-15|6191.0|0|6191.0|0|62.0|0|0.0|100
0|2021-11-16|6211.0|0|6211.0|0|63.0|0|0.0|100
0|2021-11-17|6226.0|0|6226.0|0|63.0|0|0.0|100
0|2021-11-18|6303.0|0|6303.0|0|63.0|0|0.0|100
0|2021-11-19|6319.0|0|6319.0|0|63.0|0|0.0|100
0|2021-11-20|6342.0|0|6342.0|0|63.0|0|0.0|100
0|2021-11-21|6361.0|0|6361.0|0|63.0|0|0.0|100
0|2021-11-22|6367.0|0|6367.0|0|63.0|0|0.0|100
0|2021-11-23|6403.0|0|6403.0|0|64.0|0|0.0|100
0|2021-11-24|6434.0|0|6434.0|0|64.0|0|0.0|100
0|2021-11-25|6434.0|0|6434.0|0|64.0|0|0.0|100
0|2021-11-26|6434.0|0|6434.0|0|64.0|0|0.0|100
0|2021-11-27|6434.0|0|6434.0|0|64.0|0|0.0|100
0|2021-11-28|6434.0|0|6434.0|0|64.0|0|0.0|100
0|2021-11-29|6512.0|0|6512.0|0|64.0|0|0.0|100
0|2021-11-30|6546.0|0|6546.0|0|65.0|0|0.0|100
0|2021-12-01|6576.0|0|6576.0|0|65.0|0|0.0|100
0|2021-12-02|6607.0|0|6607.0|0|71.0|0|0.0|100
0|2021-12-03|6607.0|0|6607.0|0|71.0|0|0.0|100
0|2021-12-04|6654.0|0|6654.0|0|71.0|0|0.0|100
0|2021-12-05|6666.0|0|6666.0|0|71.0|0|0.0|100
0|2021-12-06|6698.0|0|6698.0|0|71.0|0|0.0|100
0|2021-12-07|6713.0|0|6713.0|0|71.0|0|0.0|100
0|2021-12-08|6742.0|0|6742.0|0|71.0|0|0.0|100
0|2021-12-09|6777.0|0|6777.0|0|71.0|0|0.0|100
0|2021-12-10|6796.0|0|6796.0|0|71.0|0|0.0|100
0|2021-12-11|6820.0|0|6820.0|0|71.0|0|0.0|100
0|2021-12-12|6832.0|0|6832.0|0|71.0|0|0.0|100
0|2021-12-13|6840.0|0|6840.0|0|71.0|0|0.0|100
0|2021-12-14|6840.0|0|6859.0|0|71.0|0|0.0|100
0|2021-12-15|6890.0|0|6890.0|0|71.0|0|0.0|100
0|2021-12-16|6930.0|0|6930.0|0|71.0|0|0.0|100
0|2021-12-17|6957.0|0|6957.0|0|71.0|0|0.0|100
0|2021-12-18|6989.0|0|6989.0|0|72.0|0|0.0|100
0|2021-12-19|7007.0|0|7007.0|0|72.0|0|0.0|100
0|2021-12-20|7024.0|0|7024.0|0|72.0|0|0.0|100
0|2021-12-21|7052.0|0|7052.0|0|74.0|0|0.0|100
0|2021-12-22|7074.0|0|7074.0|0|74.0|0|0.0|100
0|2021-12-23|7116.0|0|7116.0|0|74.0|0|0.0|100
0|2021-12-24|7116.0|0|7116.0|0|74.0|0|0.0|100
0|2021-12-25|7116.0|0|7116.0|0|74.0|0|0.0|100
0|2021-12-26|7116.0|0|7116.0|0|74.0|0|0.0|100
0|2021-12-27|7173.0|0|7173.0|0|74.0|0|0.0|100
0|2021-12-28|7206.0|0|7206.0|0|74.0|0|0.0|100
