|dates|Shelby_Alabama_UnitedStates.JHU_ConfirmedCases.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Alabama_UnitedStates.NYT_ConfirmedCases.data|Shelby_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|38637.0|0|38733.0|0|375.0|0|0.0|100
0|2021-12-15|38752.0|0|38752.0|0|377.0|0|0.0|100
0|2021-12-16|38794.0|0|38794.0|0|378.0|0|0.0|100
0|2021-12-17|38857.0|0|38857.0|0|378.0|0|0.0|100
0|2021-12-18|38889.0|0|38889.0|0|378.0|0|0.0|100
0|2021-12-19|38921.0|0|38921.0|0|378.0|0|0.0|100
0|2021-12-20|38982.0|0|38982.0|0|378.0|0|0.0|100
0|2021-12-21|39051.0|0|39051.0|0|378.0|0|0.0|100
0|2021-12-22|39137.0|0|39137.0|0|378.0|0|0.0|100
0|2021-12-23|39294.0|0|39294.0|0|379.0|0|0.0|100
0|2021-12-24|39451.0|0|39451.0|0|379.0|0|0.0|100
0|2021-12-25|39618.0|0|39618.0|0|379.0|0|0.0|100
0|2021-12-26|39664.0|0|39664.0|0|379.0|0|0.0|100
0|2021-12-27|39755.0|0|39755.0|0|379.0|0|0.0|100
0|2021-12-28|40007.0|0|40007.0|0|380.0|0|0.0|100
0|2021-12-29|40346.0|0|40346.0|0|381.0|0|0.0|100
0|2021-12-30|40799.0|0|40799.0|0|381.0|0|0.0|100
0|2021-12-31|41228.0|0|41228.0|0|381.0|0|0.0|100
0|2022-01-01|41228.0|0|41228.0|0|381.0|0|0.0|100
0|2022-01-02|41944.0|0|41944.0|0|381.0|0|0.0|100
0|2022-01-03|42193.0|0|42193.0|0|381.0|0|0.0|100
0|2022-01-04|42492.0|0|42492.0|0|381.0|0|0.0|100
0|2022-01-05|43006.0|0|43006.0|0|381.0|0|0.0|100
0|2022-01-06|43602.0|0|43602.0|0|381.0|0|0.0|100
0|2022-01-07|44077.0|0|44077.0|0|383.0|0|0.0|100
0|2022-01-08|44475.0|0|44475.0|0|383.0|0|0.0|100
0|2022-01-09|45064.0|0|45064.0|0|383.0|0|0.0|100
0|2022-01-10|45367.0|0|45367.0|0|383.0|0|0.0|100
0|2022-01-11|45723.0|0|45723.0|0|383.0|0|0.0|100
0|2022-01-12|46249.0|0|46249.0|0|383.0|0|0.0|100
0|2022-01-13|46249.0|0|46249.0|0|383.0|0|0.0|100
0|2022-01-14|46249.0|0|46249.0|0|383.0|0|0.0|100
0|2022-01-15|46249.0|0|46249.0|0|383.0|0|0.0|100
0|2022-01-16|48566.0|0|48566.0|0|388.0|0|0.0|100
0|2022-01-17|49000.0|0|0.0|100|388.0|0|0.0|100
