|dates|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.data|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Texas_UnitedStates.NYT_ConfirmedCases.data|Shelby_Texas_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2911.0|0|2911.0|0|108.0|0|0.0|100
0|2021-10-18|2911.0|0|2911.0|0|107.0|0|0.0|100
0|2021-10-19|2916.0|0|2916.0|0|108.0|0|0.0|100
0|2021-10-20|2917.0|0|2917.0|0|108.0|0|0.0|100
0|2021-10-21|2918.0|0|2918.0|0|107.0|0|0.0|100
0|2021-10-22|2922.0|0|2922.0|0|109.0|0|0.0|100
0|2021-10-23|2922.0|0|2922.0|0|109.0|0|0.0|100
0|2021-10-24|2923.0|0|2923.0|0|109.0|0|0.0|100
0|2021-10-25|2923.0|0|2923.0|0|109.0|0|0.0|100
0|2021-10-26|2925.0|0|2925.0|0|108.0|0|0.0|100
0|2021-10-27|2926.0|0|2926.0|0|109.0|0|0.0|100
0|2021-10-28|2927.0|0|2927.0|0|109.0|0|0.0|100
0|2021-10-29|2928.0|0|2928.0|0|110.0|0|0.0|100
0|2021-10-30|2929.0|0|2929.0|0|110.0|0|0.0|100
0|2021-10-31|2929.0|0|2929.0|0|110.0|0|0.0|100
0|2021-11-01|2929.0|0|2929.0|0|110.0|0|0.0|100
0|2021-11-02|2930.0|0|2930.0|0|110.0|0|0.0|100
0|2021-11-03|2932.0|0|2932.0|0|110.0|0|0.0|100
0|2021-11-04|2936.0|0|2936.0|0|110.0|0|0.0|100
0|2021-11-05|2938.0|0|2938.0|0|110.0|0|0.0|100
0|2021-11-06|2940.0|0|2940.0|0|110.0|0|0.0|100
0|2021-11-07|2940.0|0|2940.0|0|110.0|0|0.0|100
0|2021-11-08|2940.0|0|2940.0|0|110.0|0|0.0|100
0|2021-11-09|2945.0|0|2945.0|0|110.0|0|0.0|100
0|2021-11-10|2945.0|0|2945.0|0|110.0|0|0.0|100
0|2021-11-11|2948.0|0|2948.0|0|110.0|0|0.0|100
0|2021-11-12|2950.0|0|2950.0|0|110.0|0|0.0|100
0|2021-11-13|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-14|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-15|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-16|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-17|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-18|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-19|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-20|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-21|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-22|2952.0|0|2952.0|0|110.0|0|0.0|100
0|2021-11-23|2955.0|0|2955.0|0|111.0|0|0.0|100
0|2021-11-24|2957.0|0|2957.0|0|111.0|0|0.0|100
0|2021-11-25|2957.0|0|2957.0|0|111.0|0|0.0|100
0|2021-11-26|2957.0|0|2957.0|0|111.0|0|0.0|100
0|2021-11-27|2957.0|0|2957.0|0|111.0|0|0.0|100
0|2021-11-28|2957.0|0|2957.0|0|111.0|0|0.0|100
0|2021-11-29|2958.0|0|2958.0|0|113.0|0|0.0|100
0|2021-11-30|2960.0|0|2960.0|0|113.0|0|0.0|100
0|2021-12-01|2963.0|0|2963.0|0|113.0|0|0.0|100
0|2021-12-02|2966.0|0|2966.0|0|113.0|0|0.0|100
0|2021-12-03|2966.0|0|2966.0|0|113.0|0|0.0|100
0|2021-12-04|2968.0|0|2968.0|0|113.0|0|0.0|100
0|2021-12-05|2968.0|0|2969.0|0|113.0|0|0.0|100
0|2021-12-06|2971.0|0|2971.0|0|113.0|0|0.0|100
0|2021-12-07|2972.0|0|2972.0|0|113.0|0|0.0|100
0|2021-12-08|2974.0|0|2974.0|0|113.0|0|0.0|100
0|2021-12-09|2977.0|0|2977.0|0|113.0|0|0.0|100
0|2021-12-10|2980.0|0|2980.0|0|113.0|0|0.0|100
0|2021-12-11|2980.0|0|2980.0|0|113.0|0|0.0|100
0|2021-12-12|2982.0|0|2982.0|0|113.0|0|0.0|100
0|2021-12-13|2983.0|0|2983.0|0|113.0|0|0.0|100
0|2021-12-14|2983.0|0|2989.0|0|113.0|0|0.0|100
0|2021-12-15|2993.0|0|2993.0|0|113.0|0|0.0|100
0|2021-12-16|2997.0|0|2997.0|0|113.0|0|0.0|100
0|2021-12-17|3001.0|0|3001.0|0|113.0|0|0.0|100
0|2021-12-18|3006.0|0|3006.0|0|113.0|0|0.0|100
0|2021-12-19|3007.0|0|3007.0|0|113.0|0|0.0|100
0|2021-12-20|3010.0|0|3010.0|0|113.0|0|0.0|100
0|2021-12-21|3014.0|0|3014.0|0|114.0|0|0.0|100
0|2021-12-22|3017.0|0|3017.0|0|114.0|0|0.0|100
0|2021-12-23|3018.0|0|3018.0|0|114.0|0|0.0|100
0|2021-12-24|3018.0|0|3018.0|0|114.0|0|0.0|100
0|2021-12-25|3018.0|0|3018.0|0|114.0|0|0.0|100
0|2021-12-26|3018.0|0|3018.0|0|114.0|0|0.0|100
0|2021-12-27|3030.0|0|3030.0|0|114.0|0|0.0|100
0|2021-12-28|3039.0|0|3039.0|0|114.0|0|0.0|100
0|2021-12-29|3060.0|0|3060.0|0|114.0|0|0.0|100
0|2021-12-30|3077.0|0|3077.0|0|114.0|0|0.0|100
0|2021-12-31|3077.0|0|3077.0|0|114.0|0|0.0|100
0|2022-01-01|3077.0|0|3077.0|0|114.0|0|0.0|100
0|2022-01-02|3077.0|0|3077.0|0|114.0|0|0.0|100
0|2022-01-03|3159.0|0|3159.0|0|114.0|0|0.0|100
0|2022-01-04|3190.0|0|3190.0|0|114.0|0|0.0|100
0|2022-01-05|3204.0|0|3204.0|0|114.0|0|0.0|100
0|2022-01-06|3227.0|0|3227.0|0|114.0|0|0.0|100
0|2022-01-07|3274.0|0|3274.0|0|114.0|0|0.0|100
0|2022-01-08|3315.0|0|3315.0|0|115.0|0|0.0|100
0|2022-01-09|3335.0|0|3335.0|0|115.0|0|0.0|100
0|2022-01-10|3369.0|0|3369.0|0|115.0|0|0.0|100
0|2022-01-11|3404.0|0|3404.0|0|115.0|0|0.0|100
0|2022-01-12|3440.0|0|3440.0|0|115.0|0|0.0|100
0|2022-01-13|3440.0|0|3497.0|0|115.0|0|0.0|100
0|2022-01-14|3497.0|0|3630.0|0|115.0|0|0.0|100
