|dates|Stevens_Kansas_UnitedStates.JHU_ConfirmedCases.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Stevens_Kansas_UnitedStates.NYT_ConfirmedCases.data|Stevens_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Stevens_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stevens_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|729.0|0|729.0|0|12.0|0|0.0|100
0|2021-10-18|736.0|0|736.0|0|12.0|0|0.0|100
0|2021-10-19|736.0|0|736.0|0|12.0|0|0.0|100
0|2021-10-20|745.0|0|745.0|0|12.0|0|0.0|100
0|2021-10-21|745.0|0|745.0|0|12.0|0|0.0|100
0|2021-10-22|755.0|0|755.0|0|12.0|0|0.0|100
0|2021-10-23|755.0|0|755.0|0|12.0|0|0.0|100
0|2021-10-24|755.0|0|755.0|0|12.0|0|0.0|100
0|2021-10-25|762.0|0|762.0|0|12.0|0|0.0|100
0|2021-10-26|762.0|0|762.0|0|12.0|0|0.0|100
0|2021-10-27|777.0|0|777.0|0|12.0|0|0.0|100
0|2021-10-28|777.0|0|777.0|0|12.0|0|0.0|100
0|2021-10-29|793.0|0|793.0|0|13.0|0|0.0|100
0|2021-10-30|793.0|0|793.0|0|13.0|0|0.0|100
0|2021-10-31|793.0|0|793.0|0|13.0|0|0.0|100
0|2021-11-01|819.0|0|819.0|0|13.0|0|0.0|100
0|2021-11-02|819.0|0|819.0|0|13.0|0|0.0|100
0|2021-11-03|845.0|0|845.0|0|13.0|0|0.0|100
0|2021-11-04|845.0|0|845.0|0|13.0|0|0.0|100
0|2021-11-05|866.0|0|866.0|0|13.0|0|0.0|100
0|2021-11-06|866.0|0|866.0|0|13.0|0|0.0|100
0|2021-11-07|866.0|0|866.0|0|13.0|0|0.0|100
0|2021-11-08|890.0|0|890.0|0|13.0|0|0.0|100
0|2021-11-09|890.0|0|890.0|0|13.0|0|0.0|100
0|2021-11-10|909.0|0|909.0|0|14.0|0|0.0|100
0|2021-11-11|909.0|0|909.0|0|14.0|0|0.0|100
0|2021-11-12|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-13|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-14|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-15|933.0|0|933.0|0|14.0|0|0.0|100
0|2021-11-16|933.0|0|933.0|0|14.0|0|0.0|100
0|2021-11-17|954.0|0|954.0|0|14.0|0|0.0|100
0|2021-11-18|954.0|0|954.0|0|14.0|0|0.0|100
0|2021-11-19|960.0|0|960.0|0|14.0|0|0.0|100
0|2021-11-20|960.0|0|960.0|0|14.0|0|0.0|100
0|2021-11-21|960.0|0|960.0|0|14.0|0|0.0|100
0|2021-11-22|971.0|0|971.0|0|15.0|0|0.0|100
0|2021-11-23|971.0|0|971.0|0|15.0|0|0.0|100
0|2021-11-24|971.0|0|979.0|0|15.0|0|0.0|100
0|2021-11-25|979.0|0|979.0|0|15.0|0|0.0|100
0|2021-11-26|979.0|0|979.0|0|15.0|0|0.0|100
0|2021-11-27|979.0|0|979.0|0|15.0|0|0.0|100
0|2021-11-28|979.0|0|979.0|0|15.0|0|0.0|100
0|2021-11-29|989.0|0|989.0|0|15.0|0|0.0|100
0|2021-11-30|989.0|0|989.0|0|15.0|0|0.0|100
0|2021-12-01|997.0|0|997.0|0|15.0|0|0.0|100
0|2021-12-02|997.0|0|997.0|0|15.0|0|0.0|100
0|2021-12-03|997.0|0|1010.0|0|15.0|0|0.0|100
0|2021-12-04|1010.0|0|1010.0|0|15.0|0|0.0|100
0|2021-12-05|1010.0|0|1010.0|0|15.0|0|0.0|100
0|2021-12-06|1012.0|0|1012.0|0|15.0|0|0.0|100
0|2021-12-07|1012.0|0|1012.0|0|15.0|0|0.0|100
0|2021-12-08|1025.0|0|1025.0|0|15.0|0|0.0|100
0|2021-12-09|1025.0|0|1025.0|0|15.0|0|0.0|100
0|2021-12-10|1031.0|0|1031.0|0|15.0|0|0.0|100
0|2021-12-11|1031.0|0|1031.0|0|15.0|0|0.0|100
0|2021-12-12|1031.0|0|1031.0|0|15.0|0|0.0|100
0|2021-12-13|1031.0|0|1031.0|0|15.0|0|0.0|100
0|2021-12-14|1031.0|0|1031.0|0|15.0|0|0.0|100
0|2021-12-15|1033.0|0|1033.0|0|15.0|0|0.0|100
0|2021-12-16|1033.0|0|1033.0|0|15.0|0|0.0|100
0|2021-12-17|1034.0|0|1034.0|0|15.0|0|0.0|100
0|2021-12-18|1034.0|0|1034.0|0|15.0|0|0.0|100
0|2021-12-19|1034.0|0|1034.0|0|15.0|0|0.0|100
0|2021-12-20|1037.0|0|1037.0|0|15.0|0|0.0|100
0|2021-12-21|1037.0|0|1037.0|0|15.0|0|0.0|100
0|2021-12-22|1046.0|0|1046.0|0|15.0|0|0.0|100
0|2021-12-23|1046.0|0|1046.0|0|15.0|0|0.0|100
0|2021-12-24|1046.0|0|1046.0|0|15.0|0|0.0|100
0|2021-12-25|1046.0|0|1046.0|0|15.0|0|0.0|100
0|2021-12-26|1046.0|0|1046.0|0|15.0|0|0.0|100
0|2021-12-27|1058.0|0|1058.0|0|15.0|0|0.0|100
0|2021-12-28|1058.0|0|1058.0|0|15.0|0|0.0|100
0|2021-12-29|1070.0|0|1070.0|0|15.0|0|0.0|100
0|2021-12-30|1070.0|0|1070.0|0|15.0|0|0.0|100
0|2021-12-31|1070.0|0|1070.0|0|15.0|0|0.0|100
0|2022-01-01|1070.0|0|1070.0|0|15.0|0|0.0|100
0|2022-01-02|1070.0|0|1070.0|0|15.0|0|0.0|100
