|dates|Stevens_Kansas_UnitedStates.JHU_ConfirmedCases.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Stevens_Kansas_UnitedStates.NYT_ConfirmedCases.data|Stevens_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Stevens_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stevens_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|1081.0|0|1081.0|0|15.0|0|0.0|100
0|2022-01-04|1081.0|0|1081.0|0|15.0|0|0.0|100
0|2022-01-05|1105.0|0|1105.0|0|15.0|0|0.0|100
0|2022-01-06|1105.0|0|1105.0|0|15.0|0|0.0|100
0|2022-01-07|1129.0|0|1129.0|0|17.0|0|0.0|100
0|2022-01-08|1129.0|0|1129.0|0|17.0|0|0.0|100
0|2022-01-09|1129.0|0|1129.0|0|17.0|0|0.0|100
0|2022-01-10|1145.0|0|1145.0|0|17.0|0|0.0|100
0|2022-01-11|1145.0|0|1145.0|0|17.0|0|0.0|100
0|2022-01-12|1145.0|0|1161.0|0|17.0|0|0.0|100
0|2022-01-13|1145.0|0|1177.0|0|17.0|0|0.0|100
0|2022-01-14|1221.0|0|1221.0|0|17.0|0|0.0|100
0|2022-01-15|1221.0|0|1221.0|0|17.0|0|0.0|100
0|2022-01-16|1221.0|0|1221.0|0|17.0|0|0.0|100
0|2022-01-17|1221.0|0|0.0|100|17.0|0|0.0|100
