|dates|Ocean_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ocean_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ocean_NewJersey_UnitedStates.Male_Total_Population.data|Ocean_NewJersey_UnitedStates.Male_Total_Population.missing|Ocean_NewJersey_UnitedStates.Female_Total_Population.data|Ocean_NewJersey_UnitedStates.Female_Total_Population.missing|Ocean_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Ocean_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-18|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-19|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-20|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-21|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-22|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-23|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-24|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-25|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-26|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-27|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-28|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-29|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-30|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-10-31|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-01|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-02|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-03|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-04|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-05|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-06|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-07|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-08|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-09|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-10|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-11|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-12|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-13|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-14|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-15|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-16|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-17|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-18|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-19|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-20|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-21|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-22|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-23|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-24|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-25|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-26|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-27|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-28|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-29|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-11-30|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-01|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-02|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-03|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-04|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-05|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-06|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-07|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-08|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-09|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-10|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-11|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-12|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-13|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-14|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-15|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-16|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-17|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-18|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-19|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-20|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-21|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-22|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-23|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-24|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-25|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-26|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-27|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-28|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-29|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-30|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2021-12-31|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-01|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-02|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-03|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-04|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-05|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-06|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-07|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-08|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-09|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-10|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-11|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-12|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-13|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-14|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-15|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-16|135652.0|0|290366.0|0|311285.0|0|144247.0|0
0|2022-01-17|135652.0|0|290366.0|0|311285.0|0|144247.0|0
