|dates|Milwaukee_Wisconsin_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Milwaukee_Wisconsin_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Milwaukee_Wisconsin_UnitedStates.NYT_ConfirmedDeaths.data|Milwaukee_Wisconsin_UnitedStates.NYT_ConfirmedDeaths.missing|Milwaukee_Wisconsin_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Milwaukee_Wisconsin_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Milwaukee_Wisconsin_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Milwaukee_Wisconsin_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1590.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1590.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1590.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1592.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1593.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1594.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1594.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1594.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1595.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1615.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1618.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1620.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1627.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1627.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1627.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1627.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1630.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1635.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1636.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1637.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1637.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1637.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1644.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1652.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1654.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1657.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1658.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1658.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1658.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1662.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1669.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1674.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1675.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1678.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1678.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|1678.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|1679.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|1683.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|1688.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|1691.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|1691.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|1691.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|1691.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|1691.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|1696.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|1699.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|1703.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|1702.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|1702.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|1702.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|1702.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|1702.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|1712.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|1720.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|1725.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|1725.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|1725.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|1726.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|1742.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|1743.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|1752.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|1762.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|1762.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|1762.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|1770.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|1775.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|1776.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|1777.0|0|0.0|100|0.0|100
