|dates|Hartford_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Hartford_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Hartford_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Hartford_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Hartford_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Hartford_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Hartford_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Hartford_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|97087.0|0|97087.0|0|2574.0|0|0.0|100
0|2021-10-18|97405.0|0|97405.0|0|2574.0|0|0.0|100
0|2021-10-19|97694.0|0|97694.0|0|2574.0|0|0.0|100
0|2021-10-20|97828.0|0|97828.0|0|2574.0|0|0.0|100
0|2021-10-21|97941.0|0|97941.0|0|2574.0|0|0.0|100
0|2021-10-22|98052.0|0|98052.0|0|2578.0|0|0.0|100
0|2021-10-23|98052.0|0|98052.0|0|2578.0|0|0.0|100
0|2021-10-24|98052.0|0|98052.0|0|2578.0|0|0.0|100
0|2021-10-25|98308.0|0|98308.0|0|2578.0|0|0.0|100
0|2021-10-26|98384.0|0|98384.0|0|2581.0|0|0.0|100
0|2021-10-27|98496.0|0|98496.0|0|2581.0|0|0.0|100
0|2021-10-28|98608.0|0|98608.0|0|2581.0|0|0.0|100
0|2021-10-29|98714.0|0|98714.0|0|2585.0|0|0.0|100
0|2021-10-30|98714.0|0|98714.0|0|2585.0|0|0.0|100
0|2021-10-31|98714.0|0|98714.0|0|2585.0|0|0.0|100
0|2021-11-01|98902.0|0|98902.0|0|2585.0|0|0.0|100
0|2021-11-02|99048.0|0|99048.0|0|2590.0|0|0.0|100
0|2021-11-03|99150.0|0|99150.0|0|2590.0|0|0.0|100
0|2021-11-04|99252.0|0|99252.0|0|2590.0|0|0.0|100
0|2021-11-05|99336.0|0|99336.0|0|2595.0|0|0.0|100
0|2021-11-06|99336.0|0|99336.0|0|2595.0|0|0.0|100
0|2021-11-07|99336.0|0|99336.0|0|2595.0|0|0.0|100
0|2021-11-08|99623.0|0|99623.0|0|2595.0|0|0.0|100
0|2021-11-09|99721.0|0|99721.0|0|2598.0|0|0.0|100
0|2021-11-10|99831.0|0|99831.0|0|2600.0|0|0.0|100
0|2021-11-11|99967.0|0|99967.0|0|2600.0|0|0.0|100
0|2021-11-12|100069.0|0|100069.0|0|2600.0|0|0.0|100
0|2021-11-13|100069.0|0|100069.0|0|2600.0|0|0.0|100
0|2021-11-14|100069.0|0|100069.0|0|2600.0|0|0.0|100
0|2021-11-15|100503.0|0|100503.0|0|2603.0|0|0.0|100
0|2021-11-16|100630.0|0|100630.0|0|2603.0|0|0.0|100
0|2021-11-17|100832.0|0|100832.0|0|2606.0|0|0.0|100
0|2021-11-18|100991.0|0|100991.0|0|2609.0|0|0.0|100
0|2021-11-19|101174.0|0|101174.0|0|2611.0|0|0.0|100
0|2021-11-20|101174.0|0|101174.0|0|2611.0|0|0.0|100
0|2021-11-21|101174.0|0|101174.0|0|2611.0|0|0.0|100
0|2021-11-22|101591.0|0|101591.0|0|2611.0|0|0.0|100
0|2021-11-23|101728.0|0|101728.0|0|2611.0|0|0.0|100
