|dates|Logan_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Logan_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Logan_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Logan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-18|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-19|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-20|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-21|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-22|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-23|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-24|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-25|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-26|96.0|0|96.0|0|0.0|0|0.0|100
0|2021-10-27|97.0|0|97.0|0|0.0|0|0.0|100
0|2021-10-28|97.0|0|97.0|0|0.0|0|0.0|100
0|2021-10-29|97.0|0|98.0|0|0.0|0|0.0|100
0|2021-10-30|97.0|0|98.0|0|0.0|0|0.0|100
0|2021-10-31|97.0|0|98.0|0|0.0|0|0.0|100
0|2021-11-01|97.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-02|97.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-03|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-04|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-05|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-06|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-07|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-08|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-09|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-10|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-11|100.0|0|100.0|0|0.0|0|0.0|100
0|2021-11-12|100.0|0|100.0|0|0.0|0|0.0|100
0|2021-11-13|100.0|0|100.0|0|0.0|0|0.0|100
0|2021-11-14|100.0|0|100.0|0|0.0|0|0.0|100
0|2021-11-15|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-16|99.0|0|99.0|0|0.0|0|0.0|100
0|2021-11-17|100.0|0|100.0|0|0.0|0|0.0|100
0|2021-11-18|102.0|0|102.0|0|0.0|0|0.0|100
0|2021-11-19|102.0|0|102.0|0|0.0|0|0.0|100
0|2021-11-20|102.0|0|102.0|0|0.0|0|0.0|100
0|2021-11-21|102.0|0|102.0|0|0.0|0|0.0|100
0|2021-11-22|102.0|0|102.0|0|0.0|0|0.0|100
0|2021-11-23|102.0|0|102.0|0|0.0|0|0.0|100
0|2021-11-24|103.0|0|103.0|0|0.0|0|0.0|100
0|2021-11-25|103.0|0|103.0|0|0.0|0|0.0|100
0|2021-11-26|103.0|0|103.0|0|0.0|0|0.0|100
0|2021-11-27|103.0|0|103.0|0|0.0|0|0.0|100
0|2021-11-28|103.0|0|103.0|0|0.0|0|0.0|100
0|2021-11-29|107.0|0|107.0|0|0.0|0|0.0|100
0|2021-11-30|107.0|0|107.0|0|0.0|0|0.0|100
0|2021-12-01|107.0|0|107.0|0|0.0|0|0.0|100
0|2021-12-02|107.0|0|107.0|0|0.0|0|0.0|100
0|2021-12-03|107.0|0|111.0|0|0.0|0|0.0|100
0|2021-12-04|111.0|0|111.0|0|0.0|0|0.0|100
0|2021-12-05|111.0|0|111.0|0|0.0|0|0.0|100
0|2021-12-06|112.0|0|112.0|0|0.0|0|0.0|100
0|2021-12-07|113.0|0|113.0|0|0.0|0|0.0|100
0|2021-12-08|115.0|0|115.0|0|0.0|0|0.0|100
0|2021-12-09|115.0|0|115.0|0|0.0|0|0.0|100
0|2021-12-10|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-12-11|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-12-12|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-12-13|118.0|0|118.0|0|0.0|0|0.0|100
0|2021-12-14|118.0|0|118.0|0|0.0|0|0.0|100
0|2021-12-15|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-16|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-17|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-18|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-19|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-20|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-21|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-22|121.0|0|121.0|0|0.0|0|0.0|100
0|2021-12-23|121.0|0|121.0|0|0.0|0|0.0|100
0|2021-12-24|121.0|0|121.0|0|0.0|0|0.0|100
0|2021-12-25|121.0|0|121.0|0|0.0|0|0.0|100
0|2021-12-26|121.0|0|121.0|0|0.0|0|0.0|100
0|2021-12-27|121.0|0|121.0|0|0.0|0|0.0|100
0|2021-12-28|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-29|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-30|120.0|0|120.0|0|0.0|0|0.0|100
0|2021-12-31|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-01|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-02|120.0|0|120.0|0|0.0|0|0.0|100
