|dates|Logan_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Logan_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Logan_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Logan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-04|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-05|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-06|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-07|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-08|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-09|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-10|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-11|120.0|0|120.0|0|0.0|0|0.0|100
0|2022-01-12|121.0|0|121.0|0|0.0|0|0.0|100
0|2022-01-13|121.0|0|122.0|0|0.0|0|0.0|100
0|2022-01-14|122.0|0|122.0|0|0.0|0|0.0|100
0|2022-01-15|122.0|0|122.0|0|0.0|0|0.0|100
0|2022-01-16|122.0|0|122.0|0|0.0|0|0.0|100
0|2022-01-17|123.0|0|0.0|100|0.0|0|0.0|100
