|dates|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedCases.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Tippecanoe_Indiana_UnitedStates.NYT_ConfirmedCases.data|Tippecanoe_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|33215.0|0|33227.0|0|296.0|0|0.0|100
0|2021-12-23|33215.0|0|33227.0|0|296.0|0|0.0|100
0|2021-12-24|33215.0|0|33227.0|0|296.0|0|0.0|100
0|2021-12-25|33215.0|0|33227.0|0|296.0|0|0.0|100
0|2021-12-26|33215.0|0|33227.0|0|296.0|0|0.0|100
0|2021-12-27|33790.0|0|33802.0|0|296.0|0|0.0|100
0|2021-12-28|34012.0|0|34024.0|0|300.0|0|0.0|100
0|2021-12-29|34188.0|0|34200.0|0|304.0|0|0.0|100
0|2021-12-30|34562.0|0|34574.0|0|304.0|0|0.0|100
0|2021-12-31|34562.0|0|34574.0|0|304.0|0|0.0|100
0|2022-01-01|34562.0|0|34574.0|0|304.0|0|0.0|100
0|2022-01-02|34562.0|0|34574.0|0|304.0|0|0.0|100
0|2022-01-03|35474.0|0|35486.0|0|305.0|0|0.0|100
0|2022-01-04|35752.0|0|35764.0|0|308.0|0|0.0|100
0|2022-01-05|36179.0|0|36191.0|0|308.0|0|0.0|100
0|2022-01-06|36631.0|0|36643.0|0|311.0|0|0.0|100
0|2022-01-07|37067.0|0|37079.0|0|316.0|0|0.0|100
0|2022-01-08|37067.0|0|37079.0|0|316.0|0|0.0|100
0|2022-01-09|37067.0|0|37079.0|0|316.0|0|0.0|100
0|2022-01-10|38466.0|0|38478.0|0|319.0|0|0.0|100
0|2022-01-11|38939.0|0|38951.0|0|319.0|0|0.0|100
0|2022-01-12|39416.0|0|39428.0|0|326.0|0|0.0|100
0|2022-01-13|39416.0|0|40222.0|0|326.0|0|0.0|100
0|2022-01-14|40839.0|0|40851.0|0|330.0|0|0.0|100
0|2022-01-15|40839.0|0|40851.0|0|330.0|0|0.0|100
0|2022-01-16|40839.0|0|40851.0|0|330.0|0|0.0|100
0|2022-01-17|42115.0|0|0.0|100|330.0|0|0.0|100
