|dates|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedCases.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Tippecanoe_Indiana_UnitedStates.NYT_ConfirmedCases.data|Tippecanoe_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|27694.0|0|27704.0|0|256.0|0|0.0|100
0|2021-10-18|27796.0|0|27806.0|0|257.0|0|0.0|100
0|2021-10-19|27824.0|0|27834.0|0|258.0|0|0.0|100
0|2021-10-20|27859.0|0|27869.0|0|258.0|0|0.0|100
0|2021-10-21|27898.0|0|27908.0|0|258.0|0|0.0|100
0|2021-10-22|27933.0|0|27943.0|0|260.0|0|0.0|100
0|2021-10-23|27933.0|0|27943.0|0|260.0|0|0.0|100
0|2021-10-24|27933.0|0|27943.0|0|260.0|0|0.0|100
0|2021-10-25|28037.0|0|28047.0|0|260.0|0|0.0|100
0|2021-10-26|28053.0|0|28063.0|0|261.0|0|0.0|100
0|2021-10-27|28081.0|0|28092.0|0|262.0|0|0.0|100
0|2021-10-28|28128.0|0|28139.0|0|262.0|0|0.0|100
0|2021-10-29|28178.0|0|28189.0|0|262.0|0|0.0|100
0|2021-10-30|28178.0|0|28189.0|0|262.0|0|0.0|100
0|2021-10-31|28178.0|0|28189.0|0|262.0|0|0.0|100
0|2021-11-01|28306.0|0|28317.0|0|266.0|0|0.0|100
0|2021-11-02|28355.0|0|28366.0|0|266.0|0|0.0|100
0|2021-11-03|28374.0|0|28385.0|0|266.0|0|0.0|100
0|2021-11-04|28416.0|0|28427.0|0|266.0|0|0.0|100
0|2021-11-05|28463.0|0|28474.0|0|267.0|0|0.0|100
0|2021-11-06|28463.0|0|28474.0|0|267.0|0|0.0|100
0|2021-11-07|28463.0|0|28474.0|0|267.0|0|0.0|100
0|2021-11-08|28597.0|0|28608.0|0|267.0|0|0.0|100
0|2021-11-09|28637.0|0|28648.0|0|268.0|0|0.0|100
0|2021-11-10|28637.0|0|28698.0|0|268.0|0|0.0|100
0|2021-11-11|28849.0|0|28860.0|0|268.0|0|0.0|100
0|2021-11-12|28955.0|0|28966.0|0|270.0|0|0.0|100
0|2021-11-13|28955.0|0|28966.0|0|270.0|0|0.0|100
0|2021-11-14|28955.0|0|28966.0|0|270.0|0|0.0|100
0|2021-11-15|29139.0|0|29150.0|0|270.0|0|0.0|100
0|2021-11-16|29205.0|0|29216.0|0|270.0|0|0.0|100
0|2021-11-17|29275.0|0|29286.0|0|270.0|0|0.0|100
0|2021-11-18|29358.0|0|29369.0|0|271.0|0|0.0|100
0|2021-11-19|29456.0|0|29467.0|0|271.0|0|0.0|100
0|2021-11-20|29456.0|0|29467.0|0|271.0|0|0.0|100
0|2021-11-21|29456.0|0|29467.0|0|271.0|0|0.0|100
0|2021-11-22|29720.0|0|29731.0|0|271.0|0|0.0|100
0|2021-11-23|29791.0|0|29802.0|0|271.0|0|0.0|100
0|2021-11-24|29863.0|0|29874.0|0|271.0|0|0.0|100
0|2021-11-25|29863.0|0|29874.0|0|271.0|0|0.0|100
0|2021-11-26|29863.0|0|29874.0|0|271.0|0|0.0|100
0|2021-11-27|29863.0|0|29874.0|0|271.0|0|0.0|100
0|2021-11-28|29863.0|0|29874.0|0|271.0|0|0.0|100
0|2021-11-29|30237.0|0|30248.0|0|271.0|0|0.0|100
0|2021-11-30|30336.0|0|30347.0|0|273.0|0|0.0|100
0|2021-12-01|30484.0|0|30495.0|0|274.0|0|0.0|100
0|2021-12-02|30484.0|0|30665.0|0|274.0|0|0.0|100
0|2021-12-03|30808.0|0|30819.0|0|276.0|0|0.0|100
0|2021-12-04|30808.0|0|30819.0|0|276.0|0|0.0|100
0|2021-12-05|30808.0|0|30819.0|0|276.0|0|0.0|100
0|2021-12-06|31212.0|0|31223.0|0|276.0|0|0.0|100
0|2021-12-07|31302.0|0|31313.0|0|278.0|0|0.0|100
0|2021-12-08|31464.0|0|31475.0|0|279.0|0|0.0|100
0|2021-12-09|31587.0|0|31598.0|0|280.0|0|0.0|100
0|2021-12-10|31738.0|0|31749.0|0|281.0|0|0.0|100
0|2021-12-11|31738.0|0|31749.0|0|281.0|0|0.0|100
0|2021-12-12|31738.0|0|31749.0|0|281.0|0|0.0|100
0|2021-12-13|32127.0|0|32138.0|0|284.0|0|0.0|100
0|2021-12-14|32127.0|0|32232.0|0|284.0|0|0.0|100
0|2021-12-15|32324.0|0|32336.0|0|287.0|0|0.0|100
0|2021-12-16|32502.0|0|32514.0|0|290.0|0|0.0|100
0|2021-12-17|32657.0|0|32669.0|0|290.0|0|0.0|100
0|2021-12-18|32657.0|0|32669.0|0|290.0|0|0.0|100
0|2021-12-19|32657.0|0|32669.0|0|290.0|0|0.0|100
0|2021-12-20|32957.0|0|32969.0|0|293.0|0|0.0|100
0|2021-12-21|33082.0|0|33094.0|0|295.0|0|0.0|100
