|dates|Dane_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Dane_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Dane_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Dane_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Dane_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Dane_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Dane_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Dane_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|56838.0|0|56838.0|0|365.0|0|0.0|100
0|2021-10-18|57005.0|0|57005.0|0|366.0|0|0.0|100
0|2021-10-19|57070.0|0|57070.0|0|368.0|0|0.0|100
0|2021-10-20|57148.0|0|57148.0|0|369.0|0|0.0|100
0|2021-10-21|57264.0|0|57264.0|0|369.0|0|0.0|100
0|2021-10-22|57350.0|0|57350.0|0|369.0|0|0.0|100
0|2021-10-23|57350.0|0|57350.0|0|369.0|0|0.0|100
0|2021-10-24|57350.0|0|57350.0|0|369.0|0|0.0|100
0|2021-10-25|57571.0|0|57571.0|0|370.0|0|0.0|100
0|2021-10-26|57689.0|0|57689.0|0|370.0|0|0.0|100
0|2021-10-27|57764.0|0|57764.0|0|371.0|0|0.0|100
0|2021-10-28|57867.0|0|57867.0|0|371.0|0|0.0|100
0|2021-10-29|57997.0|0|57997.0|0|371.0|0|0.0|100
0|2021-10-30|57997.0|0|57997.0|0|371.0|0|0.0|100
0|2021-10-31|57997.0|0|57997.0|0|371.0|0|0.0|100
0|2021-11-01|58233.0|0|58233.0|0|373.0|0|0.0|100
0|2021-11-02|58363.0|0|58363.0|0|373.0|0|0.0|100
0|2021-11-03|58447.0|0|58447.0|0|374.0|0|0.0|100
0|2021-11-04|58596.0|0|58596.0|0|375.0|0|0.0|100
0|2021-11-05|58765.0|0|58765.0|0|375.0|0|0.0|100
0|2021-11-06|58765.0|0|58765.0|0|375.0|0|0.0|100
0|2021-11-07|58765.0|0|58765.0|0|375.0|0|0.0|100
0|2021-11-08|59064.0|0|59064.0|0|375.0|0|0.0|100
0|2021-11-09|59259.0|0|59259.0|0|380.0|0|0.0|100
0|2021-11-10|59413.0|0|59413.0|0|380.0|0|0.0|100
0|2021-11-11|59597.0|0|59597.0|0|380.0|0|0.0|100
0|2021-11-12|59759.0|0|59759.0|0|380.0|0|0.0|100
0|2021-11-13|59759.0|0|59759.0|0|380.0|0|0.0|100
0|2021-11-14|59759.0|0|59759.0|0|380.0|0|0.0|100
0|2021-11-15|60051.0|0|60051.0|0|380.0|0|0.0|100
0|2021-11-16|60341.0|0|60341.0|0|380.0|0|0.0|100
0|2021-11-17|60502.0|0|60502.0|0|381.0|0|0.0|100
0|2021-11-18|60697.0|0|60697.0|0|382.0|0|0.0|100
0|2021-11-19|60863.0|0|60863.0|0|382.0|0|0.0|100
0|2021-11-20|60863.0|0|60863.0|0|382.0|0|0.0|100
0|2021-11-21|60863.0|0|60863.0|0|382.0|0|0.0|100
0|2021-11-22|61306.0|0|61306.0|0|382.0|0|0.0|100
0|2021-11-23|61576.0|0|61576.0|0|386.0|0|0.0|100
0|2021-11-24|61764.0|0|61764.0|0|386.0|0|0.0|100
0|2021-11-25|61971.0|0|61971.0|0|386.0|0|0.0|100
0|2021-11-26|61971.0|0|61972.0|0|386.0|0|0.0|100
0|2021-11-27|61972.0|0|61972.0|0|386.0|0|0.0|100
0|2021-11-28|61972.0|0|61972.0|0|386.0|0|0.0|100
0|2021-11-29|62162.0|0|62162.0|0|386.0|0|0.0|100
0|2021-11-30|62515.0|0|62515.0|0|387.0|0|0.0|100
0|2021-12-01|62837.0|0|62837.0|0|387.0|0|0.0|100
0|2021-12-02|63152.0|0|63152.0|0|388.0|0|0.0|100
0|2021-12-03|63533.0|0|63533.0|0|388.0|0|0.0|100
0|2021-12-04|63533.0|0|63533.0|0|388.0|0|0.0|100
0|2021-12-05|63533.0|0|63533.0|0|388.0|0|0.0|100
0|2021-12-06|63533.0|0|63533.0|0|388.0|0|0.0|100
0|2021-12-07|63533.0|0|63533.0|0|388.0|0|0.0|100
0|2021-12-08|64290.0|0|64290.0|0|393.0|0|0.0|100
0|2021-12-09|64528.0|0|64528.0|0|395.0|0|0.0|100
0|2021-12-10|64834.0|0|64834.0|0|398.0|0|0.0|100
0|2021-12-11|64834.0|0|64834.0|0|398.0|0|0.0|100
0|2021-12-12|64834.0|0|64834.0|0|398.0|0|0.0|100
0|2021-12-13|65341.0|0|65341.0|0|397.0|0|0.0|100
0|2021-12-14|65341.0|0|65620.0|0|397.0|0|0.0|100
0|2021-12-15|66264.0|0|66264.0|0|398.0|0|0.0|100
0|2021-12-16|66743.0|0|66743.0|0|399.0|0|0.0|100
0|2021-12-17|67323.0|0|67323.0|0|399.0|0|0.0|100
0|2021-12-18|67323.0|0|67323.0|0|399.0|0|0.0|100
0|2021-12-19|67323.0|0|67323.0|0|399.0|0|0.0|100
0|2021-12-20|68061.0|0|68061.0|0|401.0|0|0.0|100
0|2021-12-21|68574.0|0|68574.0|0|402.0|0|0.0|100
0|2021-12-22|68952.0|0|68952.0|0|404.0|0|0.0|100
0|2021-12-23|69402.0|0|69402.0|0|406.0|0|0.0|100
0|2021-12-24|69901.0|0|69901.0|0|409.0|0|0.0|100
0|2021-12-25|69901.0|0|69901.0|0|409.0|0|0.0|100
0|2021-12-26|69901.0|0|69901.0|0|409.0|0|0.0|100
0|2021-12-27|70225.0|0|70225.0|0|409.0|0|0.0|100
0|2021-12-28|71073.0|0|71073.0|0|409.0|0|0.0|100
0|2021-12-29|71668.0|0|71668.0|0|409.0|0|0.0|100
0|2021-12-30|72224.0|0|72224.0|0|409.0|0|0.0|100
0|2021-12-31|72224.0|0|72607.0|0|409.0|0|0.0|100
0|2022-01-01|72607.0|0|72607.0|0|409.0|0|0.0|100
0|2022-01-02|72607.0|0|72607.0|0|409.0|0|0.0|100
0|2022-01-03|72759.0|0|72759.0|0|409.0|0|0.0|100
0|2022-01-04|72759.0|0|73455.0|0|409.0|0|0.0|100
0|2022-01-05|74277.0|0|74277.0|0|420.0|0|0.0|100
0|2022-01-06|74941.0|0|74941.0|0|421.0|0|0.0|100
0|2022-01-07|75705.0|0|75705.0|0|423.0|0|0.0|100
0|2022-01-08|75705.0|0|75705.0|0|423.0|0|0.0|100
0|2022-01-09|75705.0|0|75705.0|0|423.0|0|0.0|100
0|2022-01-10|77227.0|0|77227.0|0|425.0|0|0.0|100
0|2022-01-11|77908.0|0|77908.0|0|425.0|0|0.0|100
0|2022-01-12|78754.0|0|78754.0|0|428.0|0|0.0|100
0|2022-01-13|78754.0|0|79787.0|0|428.0|0|0.0|100
0|2022-01-14|81956.0|0|81956.0|0|430.0|0|0.0|100
0|2022-01-15|81956.0|0|81956.0|0|430.0|0|0.0|100
0|2022-01-16|81956.0|0|81956.0|0|430.0|0|0.0|100
0|2022-01-17|81956.0|0|0.0|100|430.0|0|0.0|100
