|dates|BigHorn_Wyoming_UnitedStates.JHU_ConfirmedCases.data|BigHorn_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|BigHorn_Wyoming_UnitedStates.NYT_ConfirmedCases.data|BigHorn_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|BigHorn_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|BigHorn_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|BigHorn_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|BigHorn_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|2109.0|0|2109.0|0|56.0|0|0.0|100
0|2021-11-18|2109.0|0|2109.0|0|56.0|0|0.0|100
0|2021-11-19|2112.0|0|2112.0|0|56.0|0|0.0|100
0|2021-11-20|2112.0|0|2112.0|0|56.0|0|0.0|100
0|2021-11-21|2112.0|0|2112.0|0|56.0|0|0.0|100
0|2021-11-22|2124.0|0|2124.0|0|56.0|0|0.0|100
0|2021-11-23|2125.0|0|2125.0|0|56.0|0|0.0|100
0|2021-11-24|2128.0|0|2128.0|0|56.0|0|0.0|100
0|2021-11-25|2128.0|0|2128.0|0|56.0|0|0.0|100
0|2021-11-26|2128.0|0|2128.0|0|56.0|0|0.0|100
0|2021-11-27|2128.0|0|2128.0|0|56.0|0|0.0|100
0|2021-11-28|2128.0|0|2128.0|0|56.0|0|0.0|100
0|2021-11-29|2135.0|0|2135.0|0|56.0|0|0.0|100
0|2021-11-30|2142.0|0|2142.0|0|56.0|0|0.0|100
0|2021-12-01|2144.0|0|2144.0|0|56.0|0|0.0|100
0|2021-12-02|2147.0|0|2147.0|0|56.0|0|0.0|100
0|2021-12-03|2150.0|0|2150.0|0|56.0|0|0.0|100
0|2021-12-04|2150.0|0|2150.0|0|56.0|0|0.0|100
0|2021-12-05|2150.0|0|2150.0|0|56.0|0|0.0|100
0|2021-12-06|2157.0|0|2157.0|0|56.0|0|0.0|100
0|2021-12-07|2160.0|0|2160.0|0|58.0|0|0.0|100
0|2021-12-08|2160.0|0|2160.0|0|58.0|0|0.0|100
0|2021-12-09|2162.0|0|2162.0|0|58.0|0|0.0|100
0|2021-12-10|2162.0|0|2162.0|0|58.0|0|0.0|100
0|2021-12-11|2162.0|0|2162.0|0|58.0|0|0.0|100
0|2021-12-12|2162.0|0|2162.0|0|58.0|0|0.0|100
0|2021-12-13|2165.0|0|2165.0|0|58.0|0|0.0|100
0|2021-12-14|2165.0|0|2166.0|0|58.0|0|0.0|100
0|2021-12-15|2166.0|0|2166.0|0|58.0|0|0.0|100
0|2021-12-16|2165.0|0|2165.0|0|58.0|0|0.0|100
0|2021-12-17|2167.0|0|2167.0|0|58.0|0|0.0|100
0|2021-12-18|2167.0|0|2167.0|0|58.0|0|0.0|100
0|2021-12-19|2167.0|0|2167.0|0|58.0|0|0.0|100
0|2021-12-20|2172.0|0|2172.0|0|58.0|0|0.0|100
0|2021-12-21|2172.0|0|2172.0|0|58.0|0|0.0|100
0|2021-12-22|2173.0|0|2173.0|0|58.0|0|0.0|100
0|2021-12-23|2174.0|0|2174.0|0|58.0|0|0.0|100
0|2021-12-24|2174.0|0|2174.0|0|58.0|0|0.0|100
0|2021-12-25|2174.0|0|2174.0|0|58.0|0|0.0|100
0|2021-12-26|2174.0|0|2174.0|0|58.0|0|0.0|100
0|2021-12-27|2182.0|0|2182.0|0|58.0|0|0.0|100
0|2021-12-28|2183.0|0|2183.0|0|58.0|0|0.0|100
0|2021-12-29|2183.0|0|2184.0|0|58.0|0|0.0|100
0|2021-12-30|2185.0|0|2185.0|0|58.0|0|0.0|100
0|2021-12-31|2185.0|0|2185.0|0|58.0|0|0.0|100
0|2022-01-01|2185.0|0|2185.0|0|58.0|0|0.0|100
0|2022-01-02|2185.0|0|2185.0|0|58.0|0|0.0|100
0|2022-01-03|2187.0|0|2187.0|0|58.0|0|0.0|100
0|2022-01-04|2189.0|0|2189.0|0|58.0|0|0.0|100
0|2022-01-05|2190.0|0|2190.0|0|58.0|0|0.0|100
0|2022-01-06|2192.0|0|2192.0|0|58.0|0|0.0|100
0|2022-01-07|2194.0|0|2194.0|0|58.0|0|0.0|100
0|2022-01-08|2194.0|0|2194.0|0|58.0|0|0.0|100
0|2022-01-09|2194.0|0|2194.0|0|58.0|0|0.0|100
0|2022-01-10|2201.0|0|2201.0|0|58.0|0|0.0|100
0|2022-01-11|2207.0|0|2207.0|0|60.0|0|0.0|100
0|2022-01-12|2214.0|0|2214.0|0|60.0|0|0.0|100
0|2022-01-13|2214.0|0|2220.0|0|60.0|0|0.0|100
0|2022-01-14|2235.0|0|2235.0|0|60.0|0|0.0|100
0|2022-01-15|2235.0|0|2235.0|0|60.0|0|0.0|100
0|2022-01-16|2235.0|0|2235.0|0|60.0|0|0.0|100
0|2022-01-17|2235.0|0|0.0|100|60.0|0|0.0|100
