|dates|Yukon-Koyukuk_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yukon-Koyukuk_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yukon-Koyukuk_Alaska_UnitedStates.Male_Total_Population.data|Yukon-Koyukuk_Alaska_UnitedStates.Male_Total_Population.missing|Yukon-Koyukuk_Alaska_UnitedStates.Female_Total_Population.data|Yukon-Koyukuk_Alaska_UnitedStates.Female_Total_Population.missing|Yukon-Koyukuk_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Yukon-Koyukuk_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-18|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-19|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-20|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-21|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-22|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-23|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-24|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-25|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-26|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-27|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-28|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-29|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-11-30|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-01|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-02|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-03|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-04|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-05|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-06|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-07|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-08|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-09|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-10|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-11|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-12|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-13|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-14|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-15|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-16|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-17|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-18|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-19|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-20|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-21|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-22|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-23|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-24|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-25|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-26|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-27|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-28|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-29|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-30|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2021-12-31|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-01|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-02|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-03|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-04|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-05|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-06|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-07|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-08|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-09|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-10|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-11|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-12|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-13|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-14|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-15|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-16|810.0|0|2822.0|0|2505.0|0|1454.0|0
0|2022-01-17|810.0|0|2822.0|0|2505.0|0|1454.0|0
