|dates|Lincoln_Colorado_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Colorado_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-18|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-19|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-20|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-21|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-22|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-23|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-24|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-25|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-26|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-27|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-28|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-29|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-30|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-10-31|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-01|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-02|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-03|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-04|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-05|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-06|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-07|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-08|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-09|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-10|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-11|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-12|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-13|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-14|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-15|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-16|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-17|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-18|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-19|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-20|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-21|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-22|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-23|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-24|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-25|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-26|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-27|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-28|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-29|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-11-30|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-01|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-02|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-03|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-04|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-05|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-06|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-07|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-08|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-09|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-10|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-11|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-12|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-13|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-14|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-15|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-16|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-17|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-18|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-19|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-20|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-21|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-22|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-23|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-24|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-25|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-26|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
0|2021-12-27|2450.0|0|102.0|0|3.9968652037617556|0|2552.0|0
