|dates|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NorthernMarianaIslands_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NorthernMarianaIslands_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-18|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-19|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-20|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-21|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-22|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-23|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-24|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-25|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-26|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-27|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-28|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-29|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-30|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-10-31|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-11-01|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-11-02|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-11-03|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-11-04|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-11-05|5.0|0|31.0|0|1.0|0|0.0|100
0|2021-11-06|5.0|0|31.0|0|1.0|0|0.0|100
0|2021-11-07|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-08|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-09|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-10|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-11|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-12|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-13|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-14|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-15|5.0|0|1.0|0|1.0|0|0.0|100
0|2021-11-16|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-11-17|5.0|0|13.0|0|1.0|0|0.0|100
0|2021-11-18|5.0|0|36.0|0|1.0|0|0.0|100
0|2021-11-19|5.0|0|43.0|0|1.0|0|0.0|100
0|2021-11-20|5.0|0|43.0|0|1.0|0|0.0|100
0|2021-11-21|5.0|0|69.0|0|1.0|0|0.0|100
0|2021-11-22|5.0|0|79.0|0|1.0|0|0.0|100
0|2021-11-23|5.0|0|79.0|0|1.0|0|0.0|100
0|2021-11-24|5.0|0|209.0|0|1.0|0|0.0|100
0|2021-11-25|5.0|0|254.0|0|1.0|0|0.0|100
0|2021-11-26|5.0|0|274.0|0|1.0|0|0.0|100
0|2021-11-27|5.0|0|274.0|0|1.0|0|0.0|100
0|2021-11-28|5.0|0|274.0|0|1.0|0|0.0|100
0|2021-11-29|5.0|0|274.0|0|1.0|0|0.0|100
0|2021-11-30|5.0|0|460.0|0|1.0|0|0.0|100
0|2021-12-01|5.0|0|460.0|0|1.0|0|0.0|100
0|2021-12-02|5.0|0|667.0|0|1.0|0|0.0|100
0|2021-12-03|5.0|0|709.0|0|1.0|0|0.0|100
0|2021-12-04|5.0|0|709.0|0|1.0|0|0.0|100
0|2021-12-05|5.0|0|709.0|0|1.0|0|0.0|100
0|2021-12-06|5.0|0|787.0|0|1.0|0|0.0|100
0|2021-12-07|5.0|0|787.0|0|1.0|0|0.0|100
0|2021-12-08|5.0|0|787.0|0|1.0|0|0.0|100
0|2021-12-09|5.0|0|1119.0|0|1.0|0|0.0|100
0|2021-12-10|5.0|0|1119.0|0|1.0|0|0.0|100
0|2021-12-11|5.0|0|1119.0|0|1.0|0|0.0|100
0|2021-12-12|5.0|0|1513.0|0|1.0|0|0.0|100
0|2021-12-13|5.0|0|1513.0|0|1.0|0|0.0|100
0|2021-12-14|5.0|0|1623.0|0|1.0|0|0.0|100
0|2021-12-15|5.0|0|1722.0|0|1.0|0|0.0|100
0|2021-12-16|5.0|0|86.0|0|1.0|0|0.0|100
0|2021-12-17|5.0|0|202.0|0|1.0|0|0.0|100
0|2021-12-18|5.0|0|256.0|0|1.0|0|0.0|100
0|2021-12-19|5.0|0|303.0|0|1.0|0|0.0|100
0|2021-12-20|5.0|0|387.0|0|1.0|0|0.0|100
0|2021-12-21|5.0|0|461.0|0|1.0|0|0.0|100
0|2021-12-22|5.0|0|522.0|0|1.0|0|0.0|100
0|2021-12-23|5.0|0|317.0|0|1.0|0|0.0|100
0|2021-12-24|5.0|0|317.0|0|1.0|0|0.0|100
0|2021-12-25|5.0|0|317.0|0|1.0|0|0.0|100
0|2021-12-26|5.0|0|317.0|0|1.0|0|0.0|100
0|2021-12-27|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-28|5.0|0|0.0|100|1.0|0|0.0|100
0|2021-12-29|5.0|0|122.0|0|1.0|0|0.0|100
0|2021-12-30|5.0|0|245.0|0|1.0|0|0.0|100
0|2021-12-31|5.0|0|292.0|0|1.0|0|0.0|100
0|2022-01-01|5.0|0|324.0|0|1.0|0|0.0|100
0|2022-01-02|5.0|0|334.0|0|1.0|0|0.0|100
0|2022-01-03|5.0|0|371.0|0|1.0|0|0.0|100
0|2022-01-04|5.0|0|429.0|0|1.0|0|0.0|100
0|2022-01-05|5.0|0|490.0|0|1.0|0|0.0|100
0|2022-01-06|5.0|0|0.0|100|1.0|0|0.0|100
0|2022-01-07|5.0|0|43.0|0|1.0|0|0.0|100
