|dates|Piatt_Illinois_UnitedStates.JHU_ConfirmedCases.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Piatt_Illinois_UnitedStates.NYT_ConfirmedCases.data|Piatt_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Piatt_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Piatt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|2106.0|0|2106.0|0|14.0|0|0.0|100
0|2021-11-15|2120.0|0|2120.0|0|14.0|0|0.0|100
0|2021-11-16|2127.0|0|2127.0|0|14.0|0|0.0|100
0|2021-11-17|2138.0|0|2138.0|0|14.0|0|0.0|100
0|2021-11-18|2149.0|0|2149.0|0|14.0|0|0.0|100
0|2021-11-19|2159.0|0|2159.0|0|14.0|0|0.0|100
0|2021-11-20|2159.0|0|2159.0|0|14.0|0|0.0|100
0|2021-11-21|2159.0|0|2159.0|0|14.0|0|0.0|100
0|2021-11-22|2211.0|0|2211.0|0|14.0|0|0.0|100
0|2021-11-23|2230.0|0|2230.0|0|14.0|0|0.0|100
0|2021-11-24|2250.0|0|2250.0|0|14.0|0|0.0|100
0|2021-11-25|2250.0|0|2250.0|0|14.0|0|0.0|100
0|2021-11-26|2250.0|0|2250.0|0|14.0|0|0.0|100
0|2021-11-27|2250.0|0|2250.0|0|14.0|0|0.0|100
0|2021-11-28|2250.0|0|2250.0|0|14.0|0|0.0|100
0|2021-11-29|2295.0|0|2295.0|0|14.0|0|0.0|100
0|2021-11-30|2321.0|0|2321.0|0|14.0|0|0.0|100
0|2021-12-01|2342.0|0|2342.0|0|14.0|0|0.0|100
0|2021-12-02|2342.0|0|2367.0|0|14.0|0|0.0|100
0|2021-12-03|2394.0|0|2394.0|0|14.0|0|0.0|100
0|2021-12-04|2394.0|0|2394.0|0|14.0|0|0.0|100
0|2021-12-05|2394.0|0|2394.0|0|14.0|0|0.0|100
0|2021-12-06|2439.0|0|2439.0|0|14.0|0|0.0|100
0|2021-12-07|2464.0|0|2464.0|0|14.0|0|0.0|100
0|2021-12-08|2493.0|0|2493.0|0|14.0|0|0.0|100
0|2021-12-09|2523.0|0|2523.0|0|15.0|0|0.0|100
0|2021-12-10|2549.0|0|2549.0|0|15.0|0|0.0|100
0|2021-12-11|2549.0|0|2549.0|0|15.0|0|0.0|100
0|2021-12-12|2549.0|0|2549.0|0|15.0|0|0.0|100
0|2021-12-13|2600.0|0|2600.0|0|15.0|0|0.0|100
0|2021-12-14|2600.0|0|2638.0|0|15.0|0|0.0|100
0|2021-12-15|2666.0|0|2666.0|0|15.0|0|0.0|100
0|2021-12-16|2678.0|0|2678.0|0|15.0|0|0.0|100
0|2021-12-17|2702.0|0|2702.0|0|15.0|0|0.0|100
0|2021-12-18|2702.0|0|2702.0|0|15.0|0|0.0|100
0|2021-12-19|2702.0|0|2702.0|0|15.0|0|0.0|100
0|2021-12-20|2725.0|0|2725.0|0|15.0|0|0.0|100
0|2021-12-21|2746.0|0|2746.0|0|15.0|0|0.0|100
0|2021-12-22|2764.0|0|2764.0|0|16.0|0|0.0|100
0|2021-12-23|2785.0|0|2785.0|0|16.0|0|0.0|100
0|2021-12-24|2785.0|0|2785.0|0|16.0|0|0.0|100
0|2021-12-25|2785.0|0|2785.0|0|16.0|0|0.0|100
0|2021-12-26|2785.0|0|2785.0|0|16.0|0|0.0|100
0|2021-12-27|2842.0|0|2842.0|0|16.0|0|0.0|100
0|2021-12-28|2872.0|0|2872.0|0|16.0|0|0.0|100
0|2021-12-29|2914.0|0|2914.0|0|16.0|0|0.0|100
0|2021-12-30|2956.0|0|2956.0|0|16.0|0|0.0|100
0|2021-12-31|2956.0|0|2956.0|0|16.0|0|0.0|100
0|2022-01-01|2956.0|0|2956.0|0|16.0|0|0.0|100
0|2022-01-02|2956.0|0|2956.0|0|16.0|0|0.0|100
0|2022-01-03|3046.0|0|3046.0|0|16.0|0|0.0|100
0|2022-01-04|3099.0|0|3099.0|0|16.0|0|0.0|100
0|2022-01-05|3141.0|0|3141.0|0|16.0|0|0.0|100
0|2022-01-06|3217.0|0|3217.0|0|16.0|0|0.0|100
0|2022-01-07|3284.0|0|3284.0|0|16.0|0|0.0|100
0|2022-01-08|3284.0|0|3284.0|0|16.0|0|0.0|100
0|2022-01-09|3284.0|0|3284.0|0|16.0|0|0.0|100
0|2022-01-10|3402.0|0|3402.0|0|17.0|0|0.0|100
0|2022-01-11|3446.0|0|3446.0|0|17.0|0|0.0|100
0|2022-01-12|3501.0|0|3501.0|0|17.0|0|0.0|100
0|2022-01-13|3501.0|0|3562.0|0|17.0|0|0.0|100
0|2022-01-14|3613.0|0|3613.0|0|18.0|0|0.0|100
0|2022-01-15|3613.0|0|3613.0|0|18.0|0|0.0|100
0|2022-01-16|3613.0|0|3613.0|0|18.0|0|0.0|100
0|2022-01-17|3613.0|0|0.0|100|18.0|0|0.0|100
