|dates|Bandera_Texas_UnitedStates.JHU_ConfirmedCases.data|Bandera_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bandera_Texas_UnitedStates.NYT_ConfirmedCases.data|Bandera_Texas_UnitedStates.NYT_ConfirmedCases.missing|Bandera_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bandera_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bandera_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bandera_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|2513.0|0|2513.0|0|64.0|0|0.0|100
0|2021-12-23|2514.0|0|2514.0|0|64.0|0|0.0|100
0|2021-12-24|2514.0|0|2514.0|0|64.0|0|0.0|100
0|2021-12-25|2514.0|0|2514.0|0|64.0|0|0.0|100
0|2021-12-26|2514.0|0|2514.0|0|64.0|0|0.0|100
0|2021-12-27|2525.0|0|2525.0|0|64.0|0|0.0|100
0|2021-12-28|2535.0|0|2535.0|0|64.0|0|0.0|100
0|2021-12-29|2538.0|0|2538.0|0|64.0|0|0.0|100
0|2021-12-30|2545.0|0|2545.0|0|64.0|0|0.0|100
0|2021-12-31|2545.0|0|2545.0|0|64.0|0|0.0|100
0|2022-01-01|2545.0|0|2545.0|0|64.0|0|0.0|100
0|2022-01-02|2545.0|0|2545.0|0|64.0|0|0.0|100
0|2022-01-03|2601.0|0|2601.0|0|64.0|0|0.0|100
0|2022-01-04|2635.0|0|2635.0|0|64.0|0|0.0|100
0|2022-01-05|2635.0|0|2650.0|0|64.0|0|0.0|100
0|2022-01-06|2670.0|0|2670.0|0|65.0|0|0.0|100
0|2022-01-07|2681.0|0|2681.0|0|65.0|0|0.0|100
0|2022-01-08|2704.0|0|2704.0|0|65.0|0|0.0|100
0|2022-01-09|2708.0|0|2708.0|0|65.0|0|0.0|100
0|2022-01-10|2725.0|0|2725.0|0|65.0|0|0.0|100
0|2022-01-11|2744.0|0|2744.0|0|65.0|0|0.0|100
0|2022-01-12|2762.0|0|2762.0|0|65.0|0|0.0|100
0|2022-01-13|2762.0|0|2788.0|0|65.0|0|0.0|100
0|2022-01-14|2788.0|0|2918.0|0|65.0|0|0.0|100
0|2022-01-15|2952.0|0|2952.0|0|65.0|0|0.0|100
0|2022-01-16|2952.0|0|2960.0|0|65.0|0|0.0|100
0|2022-01-17|2992.0|0|0.0|100|65.0|0|0.0|100
