|dates|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedCases.data|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Taliaferro_Georgia_UnitedStates.NYT_ConfirmedCases.data|Taliaferro_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|178.0|0|177.0|0|3.0|0|0.0|100
0|2022-01-05|178.0|0|177.0|0|3.0|0|0.0|100
0|2022-01-06|178.0|0|177.0|0|3.0|0|0.0|100
0|2022-01-07|178.0|0|177.0|0|3.0|0|0.0|100
0|2022-01-08|178.0|0|177.0|0|3.0|0|0.0|100
0|2022-01-09|178.0|0|177.0|0|3.0|0|0.0|100
0|2022-01-10|186.0|0|185.0|0|3.0|0|0.0|100
0|2022-01-11|190.0|0|189.0|0|3.0|0|0.0|100
0|2022-01-12|198.0|0|197.0|0|3.0|0|0.0|100
0|2022-01-13|198.0|0|200.0|0|3.0|0|0.0|100
0|2022-01-14|209.0|0|208.0|0|3.0|0|0.0|100
0|2022-01-15|209.0|0|208.0|0|3.0|0|0.0|100
0|2022-01-16|209.0|0|208.0|0|3.0|0|0.0|100
0|2022-01-17|211.0|0|0.0|100|3.0|0|0.0|100
