|dates|Jack_Texas_UnitedStates.JHU_ConfirmedCases.data|Jack_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jack_Texas_UnitedStates.NYT_ConfirmedCases.data|Jack_Texas_UnitedStates.NYT_ConfirmedCases.missing|Jack_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jack_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jack_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jack_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|972.0|0|972.0|0|21.0|0|0.0|100
0|2021-11-16|975.0|0|975.0|0|21.0|0|0.0|100
0|2021-11-17|974.0|0|974.0|0|21.0|0|0.0|100
0|2021-11-18|980.0|0|980.0|0|21.0|0|0.0|100
0|2021-11-19|980.0|0|980.0|0|21.0|0|0.0|100
0|2021-11-20|984.0|0|984.0|0|21.0|0|0.0|100
0|2021-11-21|984.0|0|984.0|0|21.0|0|0.0|100
0|2021-11-22|984.0|0|984.0|0|21.0|0|0.0|100
0|2021-11-23|986.0|0|986.0|0|21.0|0|0.0|100
0|2021-11-24|991.0|0|991.0|0|21.0|0|0.0|100
0|2021-11-25|991.0|0|991.0|0|21.0|0|0.0|100
0|2021-11-26|991.0|0|991.0|0|21.0|0|0.0|100
0|2021-11-27|991.0|0|991.0|0|21.0|0|0.0|100
0|2021-11-28|991.0|0|991.0|0|21.0|0|0.0|100
0|2021-11-29|992.0|0|992.0|0|21.0|0|0.0|100
0|2021-11-30|995.0|0|995.0|0|21.0|0|0.0|100
0|2021-12-01|995.0|0|995.0|0|21.0|0|0.0|100
0|2021-12-02|1000.0|0|1000.0|0|21.0|0|0.0|100
0|2021-12-03|1005.0|0|1005.0|0|22.0|0|0.0|100
0|2021-12-04|1006.0|0|1006.0|0|22.0|0|0.0|100
0|2021-12-05|1006.0|0|1006.0|0|22.0|0|0.0|100
0|2021-12-06|1006.0|0|1006.0|0|22.0|0|0.0|100
0|2021-12-07|1007.0|0|1007.0|0|22.0|0|0.0|100
0|2021-12-08|1008.0|0|1008.0|0|22.0|0|0.0|100
0|2021-12-09|1016.0|0|1016.0|0|22.0|0|0.0|100
0|2021-12-10|1021.0|0|1021.0|0|22.0|0|0.0|100
0|2021-12-11|1024.0|0|1024.0|0|22.0|0|0.0|100
0|2021-12-12|1024.0|0|1024.0|0|22.0|0|0.0|100
0|2021-12-13|1026.0|0|1026.0|0|22.0|0|0.0|100
0|2021-12-14|1026.0|0|1028.0|0|22.0|0|0.0|100
0|2021-12-15|1030.0|0|1030.0|0|22.0|0|0.0|100
0|2021-12-16|1032.0|0|1032.0|0|22.0|0|0.0|100
0|2021-12-17|1033.0|0|1033.0|0|22.0|0|0.0|100
0|2021-12-18|1051.0|0|1051.0|0|22.0|0|0.0|100
0|2021-12-19|1051.0|0|1051.0|0|22.0|0|0.0|100
0|2021-12-20|1053.0|0|1053.0|0|22.0|0|0.0|100
0|2021-12-21|1054.0|0|1054.0|0|22.0|0|0.0|100
0|2021-12-22|1054.0|0|1054.0|0|22.0|0|0.0|100
0|2021-12-23|1058.0|0|1058.0|0|22.0|0|0.0|100
0|2021-12-24|1058.0|0|1058.0|0|22.0|0|0.0|100
0|2021-12-25|1058.0|0|1058.0|0|22.0|0|0.0|100
0|2021-12-26|1058.0|0|1058.0|0|22.0|0|0.0|100
0|2021-12-27|1065.0|0|1065.0|0|22.0|0|0.0|100
0|2021-12-28|1065.0|0|1065.0|0|22.0|0|0.0|100
0|2021-12-29|1066.0|0|1066.0|0|22.0|0|0.0|100
0|2021-12-30|1068.0|0|1068.0|0|22.0|0|0.0|100
0|2021-12-31|1068.0|0|1068.0|0|22.0|0|0.0|100
0|2022-01-01|1068.0|0|1068.0|0|22.0|0|0.0|100
0|2022-01-02|1068.0|0|1068.0|0|22.0|0|0.0|100
0|2022-01-03|1086.0|0|1086.0|0|22.0|0|0.0|100
0|2022-01-04|1091.0|0|1091.0|0|22.0|0|0.0|100
0|2022-01-05|1094.0|0|1094.0|0|22.0|0|0.0|100
0|2022-01-06|1099.0|0|1099.0|0|22.0|0|0.0|100
0|2022-01-07|1121.0|0|1121.0|0|22.0|0|0.0|100
0|2022-01-08|1124.0|0|1124.0|0|22.0|0|0.0|100
0|2022-01-09|1127.0|0|1127.0|0|22.0|0|0.0|100
0|2022-01-10|1136.0|0|1136.0|0|22.0|0|0.0|100
0|2022-01-11|1142.0|0|1142.0|0|22.0|0|0.0|100
0|2022-01-12|1153.0|0|1153.0|0|23.0|0|0.0|100
0|2022-01-13|1153.0|0|1172.0|0|23.0|0|0.0|100
0|2022-01-14|1172.0|0|1178.0|0|23.0|0|0.0|100
0|2022-01-15|1190.0|0|1190.0|0|23.0|0|0.0|100
0|2022-01-16|1217.0|0|1217.0|0|23.0|0|0.0|100
0|2022-01-17|1264.0|0|0.0|100|23.0|0|0.0|100
