|dates|Oakland_Michigan_UnitedStates.JHU_ConfirmedCases.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Oakland_Michigan_UnitedStates.NYT_ConfirmedCases.data|Oakland_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Oakland_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Oakland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|141782.0|0|141782.0|0|2638.0|0|0.0|100
0|2021-10-18|142664.0|0|142664.0|0|2639.0|0|0.0|100
0|2021-10-19|142664.0|0|142664.0|0|2639.0|0|0.0|100
0|2021-10-20|143461.0|0|143461.0|0|2653.0|0|0.0|100
0|2021-10-21|143461.0|0|143461.0|0|2653.0|0|0.0|100
0|2021-10-22|144272.0|0|144272.0|0|2665.0|0|0.0|100
0|2021-10-23|144272.0|0|144272.0|0|2665.0|0|0.0|100
0|2021-10-24|144272.0|0|144272.0|0|2665.0|0|0.0|100
0|2021-10-25|145119.0|0|145119.0|0|2672.0|0|0.0|100
0|2021-10-26|145119.0|0|145119.0|0|2672.0|0|0.0|100
0|2021-10-27|146046.0|0|146046.0|0|2682.0|0|0.0|100
0|2021-10-28|146046.0|0|146046.0|0|2682.0|0|0.0|100
0|2021-10-29|146943.0|0|146943.0|0|2692.0|0|0.0|100
0|2021-10-30|146943.0|0|146943.0|0|2692.0|0|0.0|100
0|2021-10-31|146943.0|0|146943.0|0|2692.0|0|0.0|100
0|2021-11-01|147952.0|0|147952.0|0|2695.0|0|0.0|100
0|2021-11-02|147952.0|0|147952.0|0|2695.0|0|0.0|100
0|2021-11-03|149080.0|0|149080.0|0|2703.0|0|0.0|100
0|2021-11-04|149080.0|0|149080.0|0|2703.0|0|0.0|100
0|2021-11-05|150362.0|0|150362.0|0|2710.0|0|0.0|100
0|2021-11-06|150362.0|0|150362.0|0|2710.0|0|0.0|100
0|2021-11-07|150362.0|0|150362.0|0|2710.0|0|0.0|100
0|2021-11-08|151251.0|0|151251.0|0|2711.0|0|0.0|100
0|2021-11-09|151251.0|0|151251.0|0|2711.0|0|0.0|100
0|2021-11-10|152363.0|0|152363.0|0|2721.0|0|0.0|100
0|2021-11-11|152363.0|0|152363.0|0|2721.0|0|0.0|100
0|2021-11-12|154178.0|0|154178.0|0|2729.0|0|0.0|100
0|2021-11-13|154178.0|0|154178.0|0|2729.0|0|0.0|100
0|2021-11-14|154178.0|0|154178.0|0|2729.0|0|0.0|100
0|2021-11-15|156443.0|0|156443.0|0|2734.0|0|0.0|100
0|2021-11-16|156443.0|0|156443.0|0|2734.0|0|0.0|100
0|2021-11-17|158285.0|0|158285.0|0|2754.0|0|0.0|100
0|2021-11-18|158285.0|0|158285.0|0|2754.0|0|0.0|100
0|2021-11-19|160301.0|0|160301.0|0|2761.0|0|0.0|100
0|2021-11-20|160301.0|0|160301.0|0|2761.0|0|0.0|100
0|2021-11-21|160301.0|0|160301.0|0|2761.0|0|0.0|100
0|2021-11-22|162425.0|0|162425.0|0|2765.0|0|0.0|100
0|2021-11-23|162425.0|0|162425.0|0|2765.0|0|0.0|100
0|2021-11-24|164814.0|0|164814.0|0|2784.0|0|0.0|100
0|2021-11-25|164814.0|0|164814.0|0|2784.0|0|0.0|100
0|2021-11-26|164814.0|0|164814.0|0|2784.0|0|0.0|100
0|2021-11-27|164814.0|0|164814.0|0|2784.0|0|0.0|100
0|2021-11-28|164814.0|0|164814.0|0|2784.0|0|0.0|100
0|2021-11-29|168182.0|0|168182.0|0|2794.0|0|0.0|100
0|2021-11-30|168182.0|0|168182.0|0|2794.0|0|0.0|100
