|dates|Andrew_Missouri_UnitedStates.JHU_ConfirmedCases.data|Andrew_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Andrew_Missouri_UnitedStates.NYT_ConfirmedCases.data|Andrew_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Andrew_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Andrew_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Andrew_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Andrew_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|3027.0|0|3027.0|0|24.0|0|0.0|100
0|2021-11-26|3027.0|0|3027.0|0|24.0|0|0.0|100
0|2021-11-27|3027.0|0|3027.0|0|24.0|0|0.0|100
0|2021-11-28|3027.0|0|3027.0|0|24.0|0|0.0|100
0|2021-11-29|3054.0|0|3054.0|0|24.0|0|0.0|100
0|2021-11-30|3062.0|0|3062.0|0|24.0|0|0.0|100
0|2021-12-01|3081.0|0|3081.0|0|24.0|0|0.0|100
0|2021-12-02|3116.0|0|3116.0|0|38.0|0|0.0|100
0|2021-12-03|3116.0|0|3116.0|0|38.0|0|0.0|100
0|2021-12-04|3157.0|0|3157.0|0|38.0|0|0.0|100
0|2021-12-05|3161.0|0|3161.0|0|38.0|0|0.0|100
0|2021-12-06|3175.0|0|3175.0|0|38.0|0|0.0|100
0|2021-12-07|3180.0|0|3180.0|0|39.0|0|0.0|100
0|2021-12-08|3210.0|0|3210.0|0|40.0|0|0.0|100
0|2021-12-09|3220.0|0|3220.0|0|40.0|0|0.0|100
0|2021-12-10|3232.0|0|3232.0|0|40.0|0|0.0|100
0|2021-12-11|3250.0|0|3250.0|0|40.0|0|0.0|100
0|2021-12-12|3254.0|0|3254.0|0|40.0|0|0.0|100
0|2021-12-13|3255.0|0|3255.0|0|40.0|0|0.0|100
0|2021-12-14|3255.0|0|3274.0|0|40.0|0|0.0|100
0|2021-12-15|3290.0|0|3290.0|0|40.0|0|0.0|100
0|2021-12-16|3316.0|0|3316.0|0|40.0|0|0.0|100
0|2021-12-17|3327.0|0|3327.0|0|40.0|0|0.0|100
0|2021-12-18|3337.0|0|3337.0|0|41.0|0|0.0|100
0|2021-12-19|3345.0|0|3345.0|0|41.0|0|0.0|100
0|2021-12-20|3347.0|0|3347.0|0|41.0|0|0.0|100
0|2021-12-21|3356.0|0|3356.0|0|41.0|0|0.0|100
0|2021-12-22|3366.0|0|3366.0|0|41.0|0|0.0|100
0|2021-12-23|3390.0|0|3390.0|0|41.0|0|0.0|100
0|2021-12-24|3390.0|0|3390.0|0|41.0|0|0.0|100
0|2021-12-25|3390.0|0|3390.0|0|41.0|0|0.0|100
0|2021-12-26|3390.0|0|3390.0|0|41.0|0|0.0|100
0|2021-12-27|3437.0|0|3437.0|0|41.0|0|0.0|100
0|2021-12-28|3464.0|0|3464.0|0|42.0|0|0.0|100
0|2021-12-29|3482.0|0|3482.0|0|42.0|0|0.0|100
0|2021-12-30|3506.0|0|3506.0|0|41.0|0|0.0|100
0|2021-12-31|3506.0|0|3506.0|0|41.0|0|0.0|100
0|2022-01-01|3506.0|0|3506.0|0|41.0|0|0.0|100
0|2022-01-02|3506.0|0|3506.0|0|41.0|0|0.0|100
0|2022-01-03|3506.0|0|3568.0|0|41.0|0|0.0|100
0|2022-01-04|3585.0|0|3585.0|0|42.0|0|0.0|100
0|2022-01-05|3612.0|0|3612.0|0|42.0|0|0.0|100
0|2022-01-06|3656.0|0|3656.0|0|42.0|0|0.0|100
0|2022-01-07|3693.0|0|3693.0|0|42.0|0|0.0|100
0|2022-01-08|3718.0|0|3718.0|0|42.0|0|0.0|100
0|2022-01-09|3737.0|0|3737.0|0|42.0|0|0.0|100
0|2022-01-10|3753.0|0|3753.0|0|42.0|0|0.0|100
0|2022-01-11|3783.0|0|3783.0|0|42.0|0|0.0|100
0|2022-01-12|3795.0|0|3795.0|0|42.0|0|0.0|100
0|2022-01-13|3795.0|0|3841.0|0|42.0|0|0.0|100
0|2022-01-14|3864.0|0|3864.0|0|42.0|0|0.0|100
0|2022-01-15|3942.0|0|3942.0|0|42.0|0|0.0|100
0|2022-01-16|3942.0|0|3942.0|0|42.0|0|0.0|100
0|2022-01-17|3942.0|0|0.0|100|42.0|0|0.0|100
