|dates|Douglas_Illinois_UnitedStates.JHU_ConfirmedCases.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Illinois_UnitedStates.NYT_ConfirmedCases.data|Douglas_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3247.0|0|3247.0|0|37.0|0|0.0|100
0|2021-10-18|3262.0|0|3262.0|0|37.0|0|0.0|100
0|2021-10-19|3267.0|0|3267.0|0|37.0|0|0.0|100
0|2021-10-20|3273.0|0|3273.0|0|37.0|0|0.0|100
0|2021-10-21|3281.0|0|3281.0|0|37.0|0|0.0|100
0|2021-10-22|3284.0|0|3284.0|0|37.0|0|0.0|100
0|2021-10-23|3284.0|0|3284.0|0|37.0|0|0.0|100
0|2021-10-24|3284.0|0|3284.0|0|37.0|0|0.0|100
0|2021-10-25|3292.0|0|3292.0|0|37.0|0|0.0|100
0|2021-10-26|3304.0|0|3304.0|0|37.0|0|0.0|100
0|2021-10-27|3311.0|0|3311.0|0|37.0|0|0.0|100
0|2021-10-28|3315.0|0|3315.0|0|37.0|0|0.0|100
0|2021-10-29|3316.0|0|3316.0|0|37.0|0|0.0|100
0|2021-10-30|3316.0|0|3316.0|0|37.0|0|0.0|100
0|2021-10-31|3316.0|0|3316.0|0|37.0|0|0.0|100
0|2021-11-01|3324.0|0|3324.0|0|38.0|0|0.0|100
0|2021-11-02|3326.0|0|3326.0|0|38.0|0|0.0|100
0|2021-11-03|3340.0|0|3340.0|0|38.0|0|0.0|100
0|2021-11-04|3345.0|0|3345.0|0|38.0|0|0.0|100
0|2021-11-05|3352.0|0|3352.0|0|38.0|0|0.0|100
0|2021-11-06|3352.0|0|3352.0|0|38.0|0|0.0|100
0|2021-11-07|3352.0|0|3352.0|0|38.0|0|0.0|100
0|2021-11-08|3361.0|0|3361.0|0|38.0|0|0.0|100
0|2021-11-09|3364.0|0|3364.0|0|38.0|0|0.0|100
0|2021-11-10|3364.0|0|3373.0|0|38.0|0|0.0|100
0|2021-11-11|3373.0|0|3373.0|0|38.0|0|0.0|100
0|2021-11-12|3392.0|0|3392.0|0|38.0|0|0.0|100
0|2021-11-13|3392.0|0|3392.0|0|38.0|0|0.0|100
0|2021-11-14|3392.0|0|3392.0|0|38.0|0|0.0|100
0|2021-11-15|3411.0|0|3411.0|0|38.0|0|0.0|100
0|2021-11-16|3421.0|0|3421.0|0|38.0|0|0.0|100
0|2021-11-17|3425.0|0|3425.0|0|38.0|0|0.0|100
0|2021-11-18|3435.0|0|3435.0|0|38.0|0|0.0|100
0|2021-11-19|3446.0|0|3446.0|0|38.0|0|0.0|100
0|2021-11-20|3446.0|0|3446.0|0|38.0|0|0.0|100
0|2021-11-21|3446.0|0|3446.0|0|38.0|0|0.0|100
0|2021-11-22|3457.0|0|3457.0|0|38.0|0|0.0|100
0|2021-11-23|3470.0|0|3470.0|0|38.0|0|0.0|100
0|2021-11-24|3479.0|0|3479.0|0|38.0|0|0.0|100
0|2021-11-25|3479.0|0|3479.0|0|38.0|0|0.0|100
0|2021-11-26|3479.0|0|3479.0|0|38.0|0|0.0|100
0|2021-11-27|3479.0|0|3479.0|0|38.0|0|0.0|100
0|2021-11-28|3479.0|0|3479.0|0|38.0|0|0.0|100
0|2021-11-29|3499.0|0|3499.0|0|38.0|0|0.0|100
0|2021-11-30|3525.0|0|3525.0|0|38.0|0|0.0|100
0|2021-12-01|3557.0|0|3557.0|0|38.0|0|0.0|100
0|2021-12-02|3557.0|0|3572.0|0|38.0|0|0.0|100
0|2021-12-03|3591.0|0|3591.0|0|38.0|0|0.0|100
0|2021-12-04|3591.0|0|3591.0|0|38.0|0|0.0|100
0|2021-12-05|3591.0|0|3591.0|0|38.0|0|0.0|100
0|2021-12-06|3619.0|0|3619.0|0|38.0|0|0.0|100
0|2021-12-07|3665.0|0|3665.0|0|38.0|0|0.0|100
0|2021-12-08|3678.0|0|3678.0|0|38.0|0|0.0|100
0|2021-12-09|3709.0|0|3709.0|0|38.0|0|0.0|100
0|2021-12-10|3738.0|0|3738.0|0|38.0|0|0.0|100
0|2021-12-11|3738.0|0|3738.0|0|38.0|0|0.0|100
0|2021-12-12|3738.0|0|3738.0|0|38.0|0|0.0|100
0|2021-12-13|3776.0|0|3776.0|0|38.0|0|0.0|100
0|2021-12-14|3776.0|0|3788.0|0|38.0|0|0.0|100
0|2021-12-15|3817.0|0|3817.0|0|38.0|0|0.0|100
0|2021-12-16|3841.0|0|3841.0|0|38.0|0|0.0|100
0|2021-12-17|3846.0|0|3846.0|0|38.0|0|0.0|100
0|2021-12-18|3846.0|0|3846.0|0|38.0|0|0.0|100
0|2021-12-19|3846.0|0|3846.0|0|38.0|0|0.0|100
0|2021-12-20|3909.0|0|3909.0|0|38.0|0|0.0|100
0|2021-12-21|3936.0|0|3936.0|0|38.0|0|0.0|100
0|2021-12-22|3957.0|0|3957.0|0|38.0|0|0.0|100
0|2021-12-23|3982.0|0|3982.0|0|38.0|0|0.0|100
0|2021-12-24|3982.0|0|3982.0|0|38.0|0|0.0|100
0|2021-12-25|3982.0|0|3982.0|0|38.0|0|0.0|100
0|2021-12-26|3982.0|0|3982.0|0|38.0|0|0.0|100
0|2021-12-27|4027.0|0|4027.0|0|38.0|0|0.0|100
0|2021-12-28|4042.0|0|4042.0|0|38.0|0|0.0|100
0|2021-12-29|4090.0|0|4090.0|0|38.0|0|0.0|100
0|2021-12-30|4150.0|0|4150.0|0|38.0|0|0.0|100
0|2021-12-31|4150.0|0|4150.0|0|38.0|0|0.0|100
0|2022-01-01|4150.0|0|4150.0|0|38.0|0|0.0|100
0|2022-01-02|4150.0|0|4150.0|0|38.0|0|0.0|100
0|2022-01-03|4272.0|0|4272.0|0|39.0|0|0.0|100
0|2022-01-04|4335.0|0|4335.0|0|39.0|0|0.0|100
0|2022-01-05|4404.0|0|4404.0|0|40.0|0|0.0|100
0|2022-01-06|4470.0|0|4470.0|0|42.0|0|0.0|100
0|2022-01-07|4538.0|0|4538.0|0|42.0|0|0.0|100
0|2022-01-08|4538.0|0|4538.0|0|42.0|0|0.0|100
0|2022-01-09|4538.0|0|4538.0|0|42.0|0|0.0|100
0|2022-01-10|4666.0|0|4666.0|0|43.0|0|0.0|100
0|2022-01-11|4718.0|0|4718.0|0|43.0|0|0.0|100
0|2022-01-12|4811.0|0|4811.0|0|43.0|0|0.0|100
0|2022-01-13|4811.0|0|4909.0|0|43.0|0|0.0|100
0|2022-01-14|5082.0|0|5082.0|0|44.0|0|0.0|100
0|2022-01-15|5082.0|0|5082.0|0|44.0|0|0.0|100
0|2022-01-16|5082.0|0|5082.0|0|44.0|0|0.0|100
0|2022-01-17|5082.0|0|0.0|100|44.0|0|0.0|100
