|dates|Hardin_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hardin_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Ohio_UnitedStates.NYT_ConfirmedCases.data|Hardin_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Hardin_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4099.0|0|4099.0|0|84.0|0|0.0|100
0|2021-10-18|4110.0|0|4110.0|0|86.0|0|0.0|100
0|2021-10-19|4130.0|0|4130.0|0|86.0|0|0.0|100
0|2021-10-20|4150.0|0|4150.0|0|86.0|0|0.0|100
0|2021-10-21|4166.0|0|4166.0|0|86.0|0|0.0|100
0|2021-10-22|4180.0|0|4180.0|0|86.0|0|0.0|100
0|2021-10-23|4194.0|0|4194.0|0|87.0|0|0.0|100
0|2021-10-24|4202.0|0|4202.0|0|89.0|0|0.0|100
0|2021-10-25|4207.0|0|4207.0|0|89.0|0|0.0|100
0|2021-10-26|4216.0|0|4216.0|0|89.0|0|0.0|100
0|2021-10-27|4232.0|0|4232.0|0|90.0|0|0.0|100
0|2021-10-28|4245.0|0|4245.0|0|90.0|0|0.0|100
0|2021-10-29|4262.0|0|4262.0|0|91.0|0|0.0|100
0|2021-10-30|4281.0|0|4281.0|0|91.0|0|0.0|100
0|2021-10-31|4285.0|0|4285.0|0|91.0|0|0.0|100
0|2021-11-01|4288.0|0|4288.0|0|91.0|0|0.0|100
0|2021-11-02|4298.0|0|4298.0|0|91.0|0|0.0|100
0|2021-11-03|4327.0|0|4327.0|0|91.0|0|0.0|100
0|2021-11-04|4349.0|0|4349.0|0|91.0|0|0.0|100
0|2021-11-05|4371.0|0|4371.0|0|91.0|0|0.0|100
0|2021-11-06|4380.0|0|4380.0|0|91.0|0|0.0|100
0|2021-11-07|4392.0|0|4392.0|0|91.0|0|0.0|100
0|2021-11-08|4403.0|0|4403.0|0|91.0|0|0.0|100
0|2021-11-09|4427.0|0|4427.0|0|94.0|0|0.0|100
0|2021-11-10|4427.0|0|4447.0|0|94.0|0|0.0|100
0|2021-11-11|4474.0|0|4474.0|0|94.0|0|0.0|100
0|2021-11-12|4504.0|0|4504.0|0|96.0|0|0.0|100
0|2021-11-13|4524.0|0|4524.0|0|96.0|0|0.0|100
0|2021-11-14|4542.0|0|4542.0|0|96.0|0|0.0|100
0|2021-11-15|4548.0|0|4548.0|0|96.0|0|0.0|100
0|2021-11-16|4563.0|0|4563.0|0|97.0|0|0.0|100
0|2021-11-17|4586.0|0|4586.0|0|97.0|0|0.0|100
0|2021-11-18|4609.0|0|4609.0|0|97.0|0|0.0|100
0|2021-11-19|4624.0|0|4624.0|0|98.0|0|0.0|100
0|2021-11-20|4641.0|0|4641.0|0|98.0|0|0.0|100
0|2021-11-21|4649.0|0|4649.0|0|98.0|0|0.0|100
0|2021-11-22|4665.0|0|4665.0|0|98.0|0|0.0|100
0|2021-11-23|4689.0|0|4689.0|0|98.0|0|0.0|100
0|2021-11-24|4713.0|0|4713.0|0|98.0|0|0.0|100
0|2021-11-25|4713.0|0|4713.0|0|98.0|0|0.0|100
0|2021-11-26|4733.0|0|4733.0|0|99.0|0|0.0|100
0|2021-11-27|4753.0|0|4753.0|0|99.0|0|0.0|100
0|2021-11-28|4759.0|0|4759.0|0|99.0|0|0.0|100
0|2021-11-29|4778.0|0|4778.0|0|99.0|0|0.0|100
0|2021-11-30|4806.0|0|4806.0|0|99.0|0|0.0|100
0|2021-12-01|4834.0|0|4834.0|0|99.0|0|0.0|100
0|2021-12-02|4859.0|0|4859.0|0|99.0|0|0.0|100
0|2021-12-03|4859.0|0|4895.0|0|99.0|0|0.0|100
0|2021-12-04|4934.0|0|4934.0|0|100.0|0|0.0|100
0|2021-12-05|4947.0|0|4947.0|0|100.0|0|0.0|100
0|2021-12-06|4960.0|0|4960.0|0|100.0|0|0.0|100
0|2021-12-07|4994.0|0|4994.0|0|104.0|0|0.0|100
0|2021-12-08|5032.0|0|5032.0|0|104.0|0|0.0|100
0|2021-12-09|5072.0|0|5072.0|0|104.0|0|0.0|100
0|2021-12-10|5092.0|0|5092.0|0|108.0|0|0.0|100
0|2021-12-11|5108.0|0|5108.0|0|108.0|0|0.0|100
0|2021-12-12|5117.0|0|5117.0|0|108.0|0|0.0|100
0|2021-12-13|5126.0|0|5126.0|0|108.0|0|0.0|100
0|2021-12-14|5126.0|0|5156.0|0|108.0|0|0.0|100
0|2021-12-15|5174.0|0|5174.0|0|109.0|0|0.0|100
0|2021-12-16|5190.0|0|5190.0|0|109.0|0|0.0|100
0|2021-12-17|5215.0|0|5215.0|0|112.0|0|0.0|100
0|2021-12-18|5236.0|0|5236.0|0|112.0|0|0.0|100
0|2021-12-19|5246.0|0|5246.0|0|112.0|0|0.0|100
0|2021-12-20|5260.0|0|5260.0|0|112.0|0|0.0|100
0|2021-12-21|5283.0|0|5283.0|0|116.0|0|0.0|100
0|2021-12-22|5306.0|0|5306.0|0|116.0|0|0.0|100
0|2021-12-23|5317.0|0|5317.0|0|116.0|0|0.0|100
0|2021-12-24|5329.0|0|5329.0|0|118.0|0|0.0|100
0|2021-12-25|5329.0|0|5329.0|0|118.0|0|0.0|100
0|2021-12-26|5350.0|0|5350.0|0|118.0|0|0.0|100
0|2021-12-27|5354.0|0|5354.0|0|118.0|0|0.0|100
0|2021-12-28|5372.0|0|5372.0|0|118.0|0|0.0|100
0|2021-12-29|5403.0|0|5403.0|0|118.0|0|0.0|100
0|2021-12-30|5429.0|0|5429.0|0|118.0|0|0.0|100
0|2021-12-31|5449.0|0|5449.0|0|121.0|0|0.0|100
0|2022-01-01|5449.0|0|5449.0|0|121.0|0|0.0|100
0|2022-01-02|5479.0|0|5479.0|0|121.0|0|0.0|100
0|2022-01-03|5508.0|0|5508.0|0|121.0|0|0.0|100
0|2022-01-04|5553.0|0|5553.0|0|123.0|0|0.0|100
0|2022-01-05|5580.0|0|5580.0|0|123.0|0|0.0|100
0|2022-01-06|5618.0|0|5618.0|0|123.0|0|0.0|100
0|2022-01-07|5656.0|0|5656.0|0|124.0|0|0.0|100
0|2022-01-08|5672.0|0|5672.0|0|124.0|0|0.0|100
0|2022-01-09|5706.0|0|5706.0|0|124.0|0|0.0|100
0|2022-01-10|5740.0|0|5740.0|0|124.0|0|0.0|100
0|2022-01-11|5761.0|0|5761.0|0|124.0|0|0.0|100
0|2022-01-12|5788.0|0|5788.0|0|124.0|0|0.0|100
0|2022-01-13|5788.0|0|5825.0|0|124.0|0|0.0|100
0|2022-01-14|5958.0|0|5958.0|0|125.0|0|0.0|100
0|2022-01-15|6094.0|0|6094.0|0|125.0|0|0.0|100
0|2022-01-16|6160.0|0|6160.0|0|125.0|0|0.0|100
0|2022-01-17|6219.0|0|0.0|100|125.0|0|0.0|100
