|dates|Baker_Georgia_UnitedStates.JHU_ConfirmedCases.data|Baker_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Baker_Georgia_UnitedStates.NYT_ConfirmedCases.data|Baker_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Baker_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Baker_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Baker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Baker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|390.0|0|390.0|0|14.0|0|0.0|100
0|2021-12-31|394.0|0|394.0|0|14.0|0|0.0|100
0|2022-01-01|394.0|0|394.0|0|14.0|0|0.0|100
0|2022-01-02|394.0|0|394.0|0|14.0|0|0.0|100
0|2022-01-03|394.0|0|394.0|0|14.0|0|0.0|100
0|2022-01-04|400.0|0|400.0|0|14.0|0|0.0|100
0|2022-01-05|406.0|0|406.0|0|14.0|0|0.0|100
0|2022-01-06|406.0|0|406.0|0|14.0|0|0.0|100
0|2022-01-07|406.0|0|406.0|0|14.0|0|0.0|100
0|2022-01-08|406.0|0|406.0|0|14.0|0|0.0|100
0|2022-01-09|406.0|0|406.0|0|14.0|0|0.0|100
0|2022-01-10|419.0|0|419.0|0|14.0|0|0.0|100
0|2022-01-11|426.0|0|426.0|0|14.0|0|0.0|100
0|2022-01-12|433.0|0|433.0|0|14.0|0|0.0|100
0|2022-01-13|433.0|0|438.0|0|14.0|0|0.0|100
0|2022-01-14|440.0|0|440.0|0|14.0|0|0.0|100
0|2022-01-15|440.0|0|440.0|0|14.0|0|0.0|100
0|2022-01-16|440.0|0|440.0|0|14.0|0|0.0|100
0|2022-01-17|454.0|0|0.0|100|14.0|0|0.0|100
