|dates|Waukesha_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Waukesha_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Waukesha_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Waukesha_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Waukesha_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Waukesha_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Waukesha_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Waukesha_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-18|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-19|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-20|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-21|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-22|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-23|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-24|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-25|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-26|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-27|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-28|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-29|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-30|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-10-31|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-01|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-02|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-03|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-04|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-05|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-06|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-07|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-08|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-09|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-10|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-11|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-12|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-13|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-14|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-15|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-16|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-17|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-18|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-19|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-20|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-21|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-22|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-23|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-24|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-25|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-26|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-27|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-28|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-29|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-11-30|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-01|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-02|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-03|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-04|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-05|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-06|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-07|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-08|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-09|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-10|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-11|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-12|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
0|2021-12-13|214713.0|0|7225.0|0|3.25541367408916|0|221938.0|0
