|dates|Greenwood_Kansas_UnitedStates.JHU_ConfirmedCases.data|Greenwood_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Greenwood_Kansas_UnitedStates.NYT_ConfirmedCases.data|Greenwood_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Greenwood_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Greenwood_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Greenwood_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Greenwood_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|958.0|0|958.0|0|14.0|0|0.0|100
0|2021-10-18|961.0|0|961.0|0|15.0|0|0.0|100
0|2021-10-19|961.0|0|961.0|0|15.0|0|0.0|100
0|2021-10-20|964.0|0|964.0|0|15.0|0|0.0|100
0|2021-10-21|964.0|0|964.0|0|15.0|0|0.0|100
0|2021-10-22|967.0|0|967.0|0|14.0|0|0.0|100
0|2021-10-23|967.0|0|967.0|0|14.0|0|0.0|100
0|2021-10-24|967.0|0|967.0|0|14.0|0|0.0|100
0|2021-10-25|971.0|0|971.0|0|14.0|0|0.0|100
0|2021-10-26|971.0|0|971.0|0|14.0|0|0.0|100
0|2021-10-27|971.0|0|971.0|0|14.0|0|0.0|100
0|2021-10-28|971.0|0|971.0|0|14.0|0|0.0|100
0|2021-10-29|974.0|0|974.0|0|14.0|0|0.0|100
0|2021-10-30|974.0|0|974.0|0|14.0|0|0.0|100
0|2021-10-31|974.0|0|974.0|0|14.0|0|0.0|100
0|2021-11-01|974.0|0|974.0|0|14.0|0|0.0|100
0|2021-11-02|974.0|0|974.0|0|14.0|0|0.0|100
0|2021-11-03|975.0|0|975.0|0|14.0|0|0.0|100
0|2021-11-04|975.0|0|975.0|0|14.0|0|0.0|100
0|2021-11-05|979.0|0|979.0|0|14.0|0|0.0|100
0|2021-11-06|979.0|0|979.0|0|14.0|0|0.0|100
0|2021-11-07|979.0|0|979.0|0|14.0|0|0.0|100
0|2021-11-08|980.0|0|980.0|0|15.0|0|0.0|100
0|2021-11-09|980.0|0|980.0|0|15.0|0|0.0|100
0|2021-11-10|980.0|0|996.0|0|15.0|0|0.0|100
0|2021-11-11|996.0|0|996.0|0|15.0|0|0.0|100
0|2021-11-12|1008.0|0|1008.0|0|15.0|0|0.0|100
0|2021-11-13|1008.0|0|1008.0|0|15.0|0|0.0|100
0|2021-11-14|1008.0|0|1008.0|0|15.0|0|0.0|100
0|2021-11-15|1013.0|0|1013.0|0|15.0|0|0.0|100
0|2021-11-16|1013.0|0|1013.0|0|15.0|0|0.0|100
0|2021-11-17|1019.0|0|1019.0|0|16.0|0|0.0|100
0|2021-11-18|1019.0|0|1019.0|0|16.0|0|0.0|100
0|2021-11-19|1035.0|0|1035.0|0|16.0|0|0.0|100
0|2021-11-20|1035.0|0|1035.0|0|16.0|0|0.0|100
0|2021-11-21|1035.0|0|1035.0|0|16.0|0|0.0|100
0|2021-11-22|1040.0|0|1040.0|0|16.0|0|0.0|100
0|2021-11-23|1040.0|0|1040.0|0|16.0|0|0.0|100
0|2021-11-24|1040.0|0|1047.0|0|16.0|0|0.0|100
0|2021-11-25|1047.0|0|1047.0|0|16.0|0|0.0|100
0|2021-11-26|1047.0|0|1047.0|0|16.0|0|0.0|100
0|2021-11-27|1047.0|0|1047.0|0|16.0|0|0.0|100
0|2021-11-28|1047.0|0|1047.0|0|16.0|0|0.0|100
0|2021-11-29|1055.0|0|1055.0|0|16.0|0|0.0|100
0|2021-11-30|1055.0|0|1055.0|0|16.0|0|0.0|100
0|2021-12-01|1058.0|0|1058.0|0|18.0|0|0.0|100
0|2021-12-02|1058.0|0|1058.0|0|18.0|0|0.0|100
0|2021-12-03|1058.0|0|1069.0|0|18.0|0|0.0|100
0|2021-12-04|1069.0|0|1069.0|0|18.0|0|0.0|100
0|2021-12-05|1069.0|0|1069.0|0|18.0|0|0.0|100
0|2021-12-06|1072.0|0|1072.0|0|18.0|0|0.0|100
0|2021-12-07|1072.0|0|1072.0|0|18.0|0|0.0|100
0|2021-12-08|1082.0|0|1082.0|0|18.0|0|0.0|100
0|2021-12-09|1082.0|0|1082.0|0|18.0|0|0.0|100
0|2021-12-10|1103.0|0|1103.0|0|18.0|0|0.0|100
0|2021-12-11|1103.0|0|1103.0|0|18.0|0|0.0|100
0|2021-12-12|1103.0|0|1103.0|0|18.0|0|0.0|100
0|2021-12-13|1105.0|0|1105.0|0|18.0|0|0.0|100
0|2021-12-14|1105.0|0|1105.0|0|18.0|0|0.0|100
0|2021-12-15|1117.0|0|1117.0|0|18.0|0|0.0|100
0|2021-12-16|1117.0|0|1117.0|0|18.0|0|0.0|100
0|2021-12-17|1151.0|0|1151.0|0|18.0|0|0.0|100
0|2021-12-18|1151.0|0|1151.0|0|18.0|0|0.0|100
0|2021-12-19|1151.0|0|1151.0|0|18.0|0|0.0|100
0|2021-12-20|1169.0|0|1169.0|0|18.0|0|0.0|100
0|2021-12-21|1169.0|0|1169.0|0|18.0|0|0.0|100
0|2021-12-22|1180.0|0|1180.0|0|18.0|0|0.0|100
0|2021-12-23|1180.0|0|1180.0|0|18.0|0|0.0|100
0|2021-12-24|1180.0|0|1180.0|0|18.0|0|0.0|100
0|2021-12-25|1180.0|0|1180.0|0|18.0|0|0.0|100
0|2021-12-26|1180.0|0|1180.0|0|18.0|0|0.0|100
0|2021-12-27|1183.0|0|1183.0|0|18.0|0|0.0|100
0|2021-12-28|1183.0|0|1183.0|0|18.0|0|0.0|100
0|2021-12-29|1195.0|0|1195.0|0|18.0|0|0.0|100
0|2021-12-30|1195.0|0|1195.0|0|18.0|0|0.0|100
0|2021-12-31|1195.0|0|1195.0|0|18.0|0|0.0|100
0|2022-01-01|1195.0|0|1195.0|0|18.0|0|0.0|100
0|2022-01-02|1195.0|0|1195.0|0|18.0|0|0.0|100
0|2022-01-03|1217.0|0|1217.0|0|18.0|0|0.0|100
0|2022-01-04|1217.0|0|1217.0|0|18.0|0|0.0|100
0|2022-01-05|1257.0|0|1257.0|0|18.0|0|0.0|100
0|2022-01-06|1257.0|0|1257.0|0|18.0|0|0.0|100
0|2022-01-07|1290.0|0|1290.0|0|18.0|0|0.0|100
0|2022-01-08|1290.0|0|1290.0|0|18.0|0|0.0|100
0|2022-01-09|1290.0|0|1290.0|0|18.0|0|0.0|100
0|2022-01-10|1311.0|0|1311.0|0|18.0|0|0.0|100
0|2022-01-11|1311.0|0|1311.0|0|18.0|0|0.0|100
