|dates|NewHaven_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewHaven_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewHaven_Connecticut_UnitedStates.Male_Total_Population.data|NewHaven_Connecticut_UnitedStates.Male_Total_Population.missing|NewHaven_Connecticut_UnitedStates.Female_Total_Population.data|NewHaven_Connecticut_UnitedStates.Female_Total_Population.missing|NewHaven_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|NewHaven_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-01|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-02|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-03|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-04|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-05|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-06|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-07|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-08|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-09|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-10|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-11|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-12|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-13|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-14|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-15|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-16|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-17|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-18|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-19|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-20|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-21|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-22|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-23|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-24|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-25|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-26|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-27|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-28|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-29|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-30|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2021-12-31|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-01|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-02|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-03|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-04|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-05|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-06|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-07|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-08|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-09|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-10|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-11|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-12|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-13|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-14|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-15|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-16|148886.0|0|413494.0|0|444126.0|0|173046.0|0
0|2022-01-17|148886.0|0|413494.0|0|444126.0|0|173046.0|0
