|dates|Boone_Missouri_UnitedStates.JHU_ConfirmedCases.data|Boone_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Boone_Missouri_UnitedStates.NYT_ConfirmedCases.data|Boone_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Boone_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|25198.0|0|25792.0|0|144.0|0|0.0|100
0|2021-11-10|25236.0|0|25850.0|0|144.0|0|0.0|100
0|2021-11-11|25236.0|0|25875.0|0|144.0|0|0.0|100
0|2021-11-12|25310.0|0|25909.0|0|144.0|0|0.0|100
0|2021-11-13|25361.0|0|25909.0|0|144.0|0|0.0|100
0|2021-11-14|25392.0|0|25909.0|0|144.0|0|0.0|100
0|2021-11-15|25417.0|0|26010.0|0|144.0|0|0.0|100
0|2021-11-16|25450.0|0|26053.0|0|144.0|0|0.0|100
0|2021-11-17|25501.0|0|26124.0|0|145.0|0|0.0|100
0|2021-11-18|25808.0|0|26174.0|0|146.0|0|0.0|100
0|2021-11-19|25849.0|0|26226.0|0|146.0|0|0.0|100
0|2021-11-20|25906.0|0|26226.0|0|146.0|0|0.0|100
0|2021-11-21|25932.0|0|26226.0|0|146.0|0|0.0|100
0|2021-11-22|25953.0|0|26308.0|0|145.0|0|0.0|100
0|2021-11-23|25987.0|0|26352.0|0|146.0|0|0.0|100
0|2021-11-24|26029.0|0|26406.0|0|146.0|0|0.0|100
0|2021-11-25|26029.0|0|26406.0|0|146.0|0|0.0|100
0|2021-11-26|26029.0|0|26406.0|0|146.0|0|0.0|100
0|2021-11-27|26029.0|0|26406.0|0|146.0|0|0.0|100
0|2021-11-28|26029.0|0|26406.0|0|146.0|0|0.0|100
0|2021-11-29|26229.0|0|26565.0|0|146.0|0|0.0|100
0|2021-11-30|26269.0|0|26663.0|0|146.0|0|0.0|100
0|2021-12-01|26354.0|0|26747.0|0|146.0|0|0.0|100
0|2021-12-02|26441.0|0|26810.0|0|189.0|0|0.0|100
0|2021-12-03|26441.0|0|26897.0|0|189.0|0|0.0|100
0|2021-12-04|26526.0|0|26897.0|0|189.0|0|0.0|100
0|2021-12-05|26594.0|0|26897.0|0|189.0|0|0.0|100
0|2021-12-06|26668.0|0|27025.0|0|189.0|0|0.0|100
0|2021-12-07|26710.0|0|27070.0|0|190.0|0|0.0|100
0|2021-12-08|26823.0|0|27161.0|0|191.0|0|0.0|100
0|2021-12-09|26883.0|0|27260.0|0|191.0|0|0.0|100
0|2021-12-10|26947.0|0|27309.0|0|191.0|0|0.0|100
0|2021-12-11|27014.0|0|27309.0|0|191.0|0|0.0|100
0|2021-12-12|27067.0|0|27309.0|0|191.0|0|0.0|100
0|2021-12-13|27084.0|0|27439.0|0|191.0|0|0.0|100
0|2021-12-14|27084.0|0|27528.0|0|191.0|0|0.0|100
0|2021-12-15|27226.0|0|27604.0|0|194.0|0|0.0|100
0|2021-12-16|27301.0|0|27661.0|0|194.0|0|0.0|100
0|2021-12-17|27377.0|0|27753.0|0|194.0|0|0.0|100
0|2021-12-18|27454.0|0|27753.0|0|194.0|0|0.0|100
0|2021-12-19|27508.0|0|27753.0|0|194.0|0|0.0|100
0|2021-12-20|27551.0|0|27930.0|0|194.0|0|0.0|100
0|2021-12-21|27628.0|0|27994.0|0|196.0|0|0.0|100
0|2021-12-22|27714.0|0|28062.0|0|196.0|0|0.0|100
0|2021-12-23|27771.0|0|28136.0|0|200.0|0|0.0|100
0|2021-12-24|27771.0|0|28136.0|0|200.0|0|0.0|100
0|2021-12-25|27771.0|0|28136.0|0|200.0|0|0.0|100
0|2021-12-26|27771.0|0|28136.0|0|200.0|0|0.0|100
0|2021-12-27|28081.0|0|28386.0|0|201.0|0|0.0|100
0|2021-12-28|28195.0|0|28497.0|0|203.0|0|0.0|100
0|2021-12-29|28370.0|0|28697.0|0|203.0|0|0.0|100
0|2021-12-30|28589.0|0|28880.0|0|203.0|0|0.0|100
0|2021-12-31|28589.0|0|28880.0|0|203.0|0|0.0|100
0|2022-01-01|28589.0|0|28880.0|0|203.0|0|0.0|100
0|2022-01-02|28589.0|0|28880.0|0|203.0|0|0.0|100
0|2022-01-03|28589.0|0|29375.0|0|203.0|0|0.0|100
0|2022-01-04|29465.0|0|29704.0|0|204.0|0|0.0|100
0|2022-01-05|29826.0|0|30033.0|0|204.0|0|0.0|100
0|2022-01-06|30184.0|0|30460.0|0|209.0|0|0.0|100
0|2022-01-07|30616.0|0|30737.0|0|209.0|0|0.0|100
0|2022-01-08|31232.0|0|31232.0|0|209.0|0|0.0|100
0|2022-01-09|31485.0|0|31485.0|0|209.0|0|0.0|100
0|2022-01-10|31704.0|0|31704.0|0|209.0|0|0.0|100
0|2022-01-11|32116.0|0|32116.0|0|208.0|0|0.0|100
0|2022-01-12|32813.0|0|32813.0|0|208.0|0|0.0|100
0|2022-01-13|32813.0|0|33574.0|0|208.0|0|0.0|100
0|2022-01-14|34238.0|0|34238.0|0|209.0|0|0.0|100
0|2022-01-15|35010.0|0|35010.0|0|209.0|0|0.0|100
0|2022-01-16|35011.0|0|35011.0|0|209.0|0|0.0|100
0|2022-01-17|35011.0|0|0.0|100|209.0|0|0.0|100
