|dates|Upshur_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Upshur_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Upshur_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Upshur_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Upshur_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Upshur_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Upshur_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Upshur_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|4692.0|0|4692.0|0|73.0|0|0.0|100
0|2021-12-23|4705.0|0|4705.0|0|73.0|0|0.0|100
0|2021-12-24|4705.0|0|4705.0|0|73.0|0|0.0|100
0|2021-12-25|4705.0|0|4705.0|0|73.0|0|0.0|100
0|2021-12-26|4705.0|0|4705.0|0|73.0|0|0.0|100
0|2021-12-27|4735.0|0|4735.0|0|74.0|0|0.0|100
0|2021-12-28|4745.0|0|4745.0|0|74.0|0|0.0|100
0|2021-12-29|4770.0|0|4770.0|0|74.0|0|0.0|100
0|2021-12-30|4804.0|0|4804.0|0|74.0|0|0.0|100
0|2021-12-31|4804.0|0|4804.0|0|74.0|0|0.0|100
0|2022-01-01|4804.0|0|4804.0|0|74.0|0|0.0|100
0|2022-01-02|4804.0|0|4804.0|0|74.0|0|0.0|100
0|2022-01-03|4891.0|0|4891.0|0|74.0|0|0.0|100
0|2022-01-04|4912.0|0|4912.0|0|74.0|0|0.0|100
0|2022-01-05|4932.0|0|4932.0|0|74.0|0|0.0|100
0|2022-01-06|4952.0|0|4952.0|0|74.0|0|0.0|100
0|2022-01-07|4979.0|0|4979.0|0|75.0|0|0.0|100
0|2022-01-08|5013.0|0|5013.0|0|75.0|0|0.0|100
0|2022-01-09|5037.0|0|5037.0|0|75.0|0|0.0|100
0|2022-01-10|5062.0|0|5062.0|0|76.0|0|0.0|100
0|2022-01-11|5089.0|0|5089.0|0|76.0|0|0.0|100
0|2022-01-12|5128.0|0|5128.0|0|77.0|0|0.0|100
0|2022-01-13|5128.0|0|5178.0|0|77.0|0|0.0|100
0|2022-01-14|5240.0|0|5240.0|0|77.0|0|0.0|100
0|2022-01-15|5281.0|0|5281.0|0|77.0|0|0.0|100
0|2022-01-16|5315.0|0|5315.0|0|77.0|0|0.0|100
0|2022-01-17|5331.0|0|0.0|100|77.0|0|0.0|100
