|dates|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Kingfisher_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Kingfisher_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Kingfisher_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2544.0|0|2544.0|0|44.0|0|0.0|100
0|2021-10-18|2544.0|0|2544.0|0|44.0|0|0.0|100
0|2021-10-19|2544.0|0|2544.0|0|44.0|0|0.0|100
0|2021-10-20|2576.0|0|2576.0|0|55.0|0|0.0|100
0|2021-10-21|2576.0|0|2576.0|0|55.0|0|0.0|100
0|2021-10-22|2576.0|0|2576.0|0|55.0|0|0.0|100
0|2021-10-23|2576.0|0|2576.0|0|55.0|0|0.0|100
0|2021-10-24|2576.0|0|2576.0|0|55.0|0|0.0|100
0|2021-10-25|2576.0|0|2576.0|0|55.0|0|0.0|100
0|2021-10-26|2576.0|0|2576.0|0|55.0|0|0.0|100
0|2021-10-27|2594.0|0|2594.0|0|54.0|0|0.0|100
0|2021-10-28|2594.0|0|2594.0|0|54.0|0|0.0|100
0|2021-10-29|2594.0|0|2594.0|0|54.0|0|0.0|100
0|2021-10-30|2594.0|0|2594.0|0|54.0|0|0.0|100
0|2021-10-31|2594.0|0|2594.0|0|54.0|0|0.0|100
0|2021-11-01|2594.0|0|2594.0|0|54.0|0|0.0|100
0|2021-11-02|2594.0|0|2594.0|0|54.0|0|0.0|100
0|2021-11-03|2612.0|0|2612.0|0|54.0|0|0.0|100
0|2021-11-04|2612.0|0|2612.0|0|54.0|0|0.0|100
0|2021-11-05|2612.0|0|2612.0|0|54.0|0|0.0|100
0|2021-11-06|2612.0|0|2612.0|0|54.0|0|0.0|100
0|2021-11-07|2612.0|0|2612.0|0|54.0|0|0.0|100
0|2021-11-08|2612.0|0|2612.0|0|54.0|0|0.0|100
0|2021-11-09|2612.0|0|2612.0|0|54.0|0|0.0|100
0|2021-11-10|2612.0|0|2628.0|0|54.0|0|0.0|100
0|2021-11-11|2612.0|0|2628.0|0|54.0|0|0.0|100
0|2021-11-12|2628.0|0|2628.0|0|54.0|0|0.0|100
0|2021-11-13|2628.0|0|2628.0|0|54.0|0|0.0|100
0|2021-11-14|2628.0|0|2628.0|0|54.0|0|0.0|100
0|2021-11-15|2628.0|0|2628.0|0|54.0|0|0.0|100
0|2021-11-16|2628.0|0|2628.0|0|54.0|0|0.0|100
0|2021-11-17|2643.0|0|2643.0|0|54.0|0|0.0|100
0|2021-11-18|2643.0|0|2643.0|0|54.0|0|0.0|100
0|2021-11-19|2643.0|0|2643.0|0|54.0|0|0.0|100
0|2021-11-20|2643.0|0|2643.0|0|54.0|0|0.0|100
0|2021-11-21|2643.0|0|2643.0|0|54.0|0|0.0|100
0|2021-11-22|2643.0|0|2643.0|0|54.0|0|0.0|100
0|2021-11-23|2643.0|0|2643.0|0|54.0|0|0.0|100
0|2021-11-24|2659.0|0|2659.0|0|54.0|0|0.0|100
0|2021-11-25|2659.0|0|2659.0|0|54.0|0|0.0|100
0|2021-11-26|2659.0|0|2659.0|0|54.0|0|0.0|100
0|2021-11-27|2659.0|0|2659.0|0|54.0|0|0.0|100
0|2021-11-28|2659.0|0|2659.0|0|54.0|0|0.0|100
0|2021-11-29|2659.0|0|2659.0|0|54.0|0|0.0|100
0|2021-11-30|2659.0|0|2659.0|0|54.0|0|0.0|100
0|2021-12-01|2685.0|0|2685.0|0|54.0|0|0.0|100
0|2021-12-02|2685.0|0|2685.0|0|54.0|0|0.0|100
0|2021-12-03|2685.0|0|2685.0|0|54.0|0|0.0|100
0|2021-12-04|2685.0|0|2685.0|0|54.0|0|0.0|100
0|2021-12-05|2685.0|0|2685.0|0|54.0|0|0.0|100
0|2021-12-06|2685.0|0|2685.0|0|54.0|0|0.0|100
0|2021-12-07|2685.0|0|2685.0|0|54.0|0|0.0|100
0|2021-12-08|2710.0|0|2710.0|0|54.0|0|0.0|100
0|2021-12-09|2710.0|0|2710.0|0|54.0|0|0.0|100
0|2021-12-10|2710.0|0|2710.0|0|54.0|0|0.0|100
0|2021-12-11|2710.0|0|2710.0|0|54.0|0|0.0|100
0|2021-12-12|2710.0|0|2710.0|0|54.0|0|0.0|100
0|2021-12-13|2710.0|0|2710.0|0|54.0|0|0.0|100
0|2021-12-14|2710.0|0|2710.0|0|54.0|0|0.0|100
0|2021-12-15|2733.0|0|2733.0|0|54.0|0|0.0|100
0|2021-12-16|2733.0|0|2733.0|0|54.0|0|0.0|100
0|2021-12-17|2733.0|0|2733.0|0|54.0|0|0.0|100
0|2021-12-18|2733.0|0|2733.0|0|54.0|0|0.0|100
0|2021-12-19|2733.0|0|2733.0|0|54.0|0|0.0|100
0|2021-12-20|2733.0|0|2733.0|0|54.0|0|0.0|100
0|2021-12-21|2733.0|0|2733.0|0|54.0|0|0.0|100
0|2021-12-22|2750.0|0|2750.0|0|54.0|0|0.0|100
0|2021-12-23|2750.0|0|2750.0|0|56.0|0|0.0|100
0|2021-12-24|2750.0|0|2750.0|0|56.0|0|0.0|100
0|2021-12-25|2750.0|0|2750.0|0|56.0|0|0.0|100
0|2021-12-26|2750.0|0|2750.0|0|56.0|0|0.0|100
0|2021-12-27|2750.0|0|2750.0|0|56.0|0|0.0|100
0|2021-12-28|2750.0|0|2750.0|0|56.0|0|0.0|100
0|2021-12-29|2763.0|0|2763.0|0|56.0|0|0.0|100
0|2021-12-30|2763.0|0|2763.0|0|56.0|0|0.0|100
0|2021-12-31|2763.0|0|2763.0|0|56.0|0|0.0|100
0|2022-01-01|2763.0|0|2763.0|0|56.0|0|0.0|100
0|2022-01-02|2763.0|0|2763.0|0|56.0|0|0.0|100
0|2022-01-03|2763.0|0|2763.0|0|56.0|0|0.0|100
0|2022-01-04|2763.0|0|2763.0|0|56.0|0|0.0|100
0|2022-01-05|2822.0|0|2822.0|0|56.0|0|0.0|100
0|2022-01-06|2822.0|0|2822.0|0|56.0|0|0.0|100
0|2022-01-07|2822.0|0|2822.0|0|56.0|0|0.0|100
0|2022-01-08|2822.0|0|2822.0|0|56.0|0|0.0|100
0|2022-01-09|2822.0|0|2822.0|0|56.0|0|0.0|100
0|2022-01-10|2822.0|0|2822.0|0|56.0|0|0.0|100
0|2022-01-11|2822.0|0|2822.0|0|56.0|0|0.0|100
0|2022-01-12|2962.0|0|2962.0|0|56.0|0|0.0|100
0|2022-01-13|2962.0|0|2962.0|0|56.0|0|0.0|100
0|2022-01-14|2962.0|0|2962.0|0|56.0|0|0.0|100
0|2022-01-15|2962.0|0|2962.0|0|56.0|0|0.0|100
0|2022-01-16|2962.0|0|2962.0|0|56.0|0|0.0|100
0|2022-01-17|2962.0|0|0.0|100|56.0|0|0.0|100
