|dates|EastBatonRouge_Louisiana_UnitedStates.BLS_EmployedPopulation.data|EastBatonRouge_Louisiana_UnitedStates.BLS_EmployedPopulation.missing|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemployedPopulation.data|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemployedPopulation.missing|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemploymentRate.data|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemploymentRate.missing|EastBatonRouge_Louisiana_UnitedStates.BLS_LaborForcePopulation.data|EastBatonRouge_Louisiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-16|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-17|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-18|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-19|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-20|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-21|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-22|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-23|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-24|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-25|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-26|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-27|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-28|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-29|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-11-30|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-01|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-02|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-03|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-04|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-05|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-06|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-07|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-08|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-09|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-10|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-11|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-12|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-13|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-14|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-15|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-16|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-17|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-18|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-19|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-20|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-21|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-22|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-23|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-24|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-25|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-26|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-27|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-28|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-29|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-30|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2021-12-31|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-01|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-02|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-03|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-04|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-05|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-06|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-07|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-08|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-09|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-10|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-11|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-12|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-13|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-14|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-15|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-16|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
0|2022-01-17|215027.0|0|14904.0|0|6.481944583375013|0|229931.0|0
